TRANSACTIONID;ACCOUNTID;ACCOUNTTYPEID;CUSTOMERID;CUSTOMERTYPEID;PRODUCTID;PRODUCTCATEGORYID;PROFITCENTERID;VERSION;DATE;VALUE
139843;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190301;2310,47
139844;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190401;7804,43
139845;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190501;3263,67
139846;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190601;13679,05
139847;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190701;5108,36
139848;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190801;13168,2
139849;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190901;454,07
139850;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20191001;8116,61
139851;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20191101;8570,68
139852;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20191201;1560,88
139853;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200101;2525,79
139854;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200201;3206,91
139855;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200301;2582,56
139856;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200401;9618,32
139857;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200501;3706,42
139858;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200601;2787,48
139859;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200701;9618,32
139860;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200801;3706,42
139861;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200901;2787,48
139862;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20201001;9618,32
139863;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20201101;3706,42
139864;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20201201;2787,48
139865;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20210101;9618,32
139866;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180401;1072,52
139867;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180501;938,45
139868;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180601;100,55
139869;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180701;837,9
139870;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180801;1240,1
139871;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180901;837,9
139872;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20181001;1072,51
139873;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20181101;385,43
139874;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190101;435,71
139875;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190201;553,01
139876;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190301;167,58
139877;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190401;1198,82
139878;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190501;1048,96
139879;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190601;112,39
139880;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190701;936,58
139881;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190801;1386,14
139882;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190901;936,58
139883;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191001;1198,82
139884;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191101;430,82
139885;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191201;0
139886;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200101;487,02
139887;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200201;618,13
139888;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200301;187,32
139889;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200401;1354,59
139890;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200501;1213,07
139891;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200601;202,18
139892;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200701;1354,59
139893;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200801;1213,07
139894;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200901;202,18
139895;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201001;1354,59
139896;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201101;1213,07
139897;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201201;202,18
139898;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20210101;1354,59
139899;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180401;14694,76
139900;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180501;8929,9
139901;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180601;19272,74
139902;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180701;9834,19
139903;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180801;21872,59
139904;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180901;1695,55
139905;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20181001;5143,17
139906;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20181101;20459,63
139907;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20181201;8025,6
139908;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190201;10399,37
139909;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190301;15146,91
139910;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190401;16425,27
139911;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190501;9981,51
139912;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190601;21542,37
139913;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190701;10992,3
139914;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190801;24448,38
139915;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190901;1895,22
139916;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20191001;5748,85
139917;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20191101;22869,03
139918;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20191201;8970,72
139919;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200101;0
139920;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200201;11624,04
139921;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200301;16930,66
139922;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200401;12410
139923;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200501;11864,51
139924;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200601;18274,06
139925;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200701;12410
139926;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200801;11864,51
139927;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200901;18274,06
139928;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20201001;12410
139929;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20201101;11864,51
139930;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20201201;18274,06
139931;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20210101;12410
139932;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180401;8346,36
139933;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180501;7407,4
139934;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180601;4590,49
139935;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180701;730,3
139936;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180801;5738,12
139937;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180901;3129,89
139938;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20181001;2712,57
139939;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20181101;7929,04
139940;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20181201;730,3
139941;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190101;2295,26
139942;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190201;0
139943;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190301;2054,87
139944;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190401;9329,25
139945;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190501;8279,72
139946;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190601;5131,08
139947;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190701;816,31
139948;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190801;6413,86
139949;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190901;3498,48
139950;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191001;3032,01
139951;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191101;8862,79
139952;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191201;816,31
139953;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200101;2565,56
139954;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200301;2296,86
139955;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200401;7076,23
139956;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200501;9502,35
139957;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200601;2479,11
139958;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200701;7076,23
139959;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200801;9502,35
139960;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200901;2479,11
139961;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20201001;7076,23
139962;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20201101;9502,35
139963;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20201201;2479,11
139964;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20210101;7076,23
139965;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180401;251,53
139966;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180501;2420,97
139967;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180601;1477,74
139968;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180701;1446,3
139969;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180801;1446,3
139970;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180901;1823,59
139971;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20181001;1666,39
139972;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20181101;1540,63
139973;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20181201;314,42
139974;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190101;377,29
139975;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190201;1163,33
139976;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190301;691,71
139977;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190401;281,15
139978;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190501;2706,07
139979;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190601;1651,76
139980;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190701;1616,62
139981;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190801;1616,62
139982;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190901;2038,34
139983;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20191001;1862,63
139984;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20191101;1722,06
139985;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20191201;351,44
139986;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200101;421,72
139987;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200201;1300,33
139988;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200301;773,17
139989;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200401;1631,1
139990;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200501;3262,2
139991;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200601;834,52
139992;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200701;1631,1
139993;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200801;3262,2
139994;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200901;834,52
139995;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20201001;1631,1
139996;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20201101;3262,2
139997;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20201201;834,52
139998;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20210101;1631,1
139999;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180401;30264,56
140000;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180501;47638,66
140001;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180601;26901,83
140002;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180801;11022,27
140003;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180901;26901,83
140004;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20181001;8967,28
140005;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20181101;9901,37
140006;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20181201;24099,56
140007;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190101;16813,64
140008;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190201;6912,28
140009;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190301;4371,67
140010;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190401;33828,61
140011;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190501;53248,75
140012;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190601;30069,88
140013;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190701;0
140014;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190801;12320,3
140015;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190901;30069,88
140016;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20191001;10023,3
140017;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20191101;11067,39
140018;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20191201;26937,6
140019;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200101;18793,67
140020;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200201;7726,29
140021;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200301;4886,5
140022;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200401;25574,28
140023;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200501;27509,63
140024;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200601;5274,23
140025;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200701;25574,28
140026;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200801;27509,63
140027;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200901;5274,23
140028;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20201001;25574,28
140029;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20201101;27509,63
140030;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20201201;5274,23
140031;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20210101;25574,28
140032;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20180401;17584,48
140033;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20180501;37300,41
140034;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20180601;1598,59
140035;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20180701;36501,11
140036;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20180801;17850,91
140037;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20180901;31172,49
140038;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20181001;16785,19
140039;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20181101;18117,34
140040;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20181201;3730,04
140041;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190101;9325,1
140042;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190201;17051,62
140043;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190301;18633,43
140044;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190401;19655,28
140045;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190501;41693,03
140046;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190601;1786,84
140047;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190701;40799,6
140048;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190801;19953,09
140049;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190901;34843,46
140050;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20191001;18761,87
140051;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20191101;20250,9
140052;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20191201;4169,3
140053;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200101;10423,26
140054;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200201;19059,67
140055;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200301;20827,77
140056;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200401;19036
140057;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200501;27731,45
140058;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200601;22480,4
140059;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200701;19036
140060;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200801;27731,45
140061;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200901;22480,4
140062;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20201001;19036
140063;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20201101;27731,45
140064;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20201201;22480,4
140065;FPA1/020;EXP;USCU_S10;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20210101;19036
140066;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180401;220,07
140067;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180501;1020,33
140068;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180601;230,07
140069;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180701;720,23
140070;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180801;710,23
140071;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180901;490,15
140072;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20181001;80,03
140073;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20181101;660,21
140074;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20181201;640,2
