production_order_id,product_id,machine_id,production_date,planned_quantity,actual_quantity,production_status,start_time,end_time
PRD0014244,MZ-FG-C21,MC004,2025-11-18,60,44,In Progress,2025-11-18 01:30:00,2025-11-18 07:30:00
PRD0014245,MZ-FG-E15,MC036,2026-04-24,239,186,In Progress,2026-04-24 17:00:00,2026-04-24 23:00:00
PRD0014246,MZ-TG-A25,MC048,2026-03-13,19,8,In Progress,2026-03-13 01:30:00,2026-03-13 03:30:00
PRD0014247,CM-FL-V00,MC018,2025-04-22,30,28,Completed,2025-04-22 05:45:00,2025-04-22 09:45:00
PRD0014248,MZ-TG-A26,MC050,2025-08-12,47,47,Completed,2025-08-12 06:15:00,2025-08-12 13:15:00
PRD0014249,MZ-TG-E202,MC002,2025-04-26,59,56,Completed,2025-04-26 10:15:00,2025-04-26 21:15:00
PRD0014250,MZ-TG-Y240,MC032,2025-05-23,37,35,Completed,2025-05-23 01:00:00,2025-05-23 09:00:00
PRD0014251,MZ-FG-R300,MC012,2025-11-28,66,33,In Progress,2025-11-28 22:45:00,2025-11-29 02:45:00
PRD0014252,MZ-FG-M525,MC019,2026-04-06,30,29,Completed,2026-04-06 09:45:00,2026-04-06 12:45:00
PRD0014253,MZ-FG-R300,MC034,2025-12-08,107,96,Completed,2025-12-08 06:45:00,2025-12-08 13:45:00
PRD0014254,MZ-FG-E16,MC016,2025-12-07,124,122,Completed,2025-12-07 07:00:00,2025-12-07 11:00:00
PRD0014255,M1,MC016,2026-01-01,35,33,Completed,2026-01-01 12:45:00,2026-01-01 15:45:00
PRD0014256,MZ-FG-E102,MC027,2026-03-05,42,4,Cancelled,2026-03-05 17:30:00,2026-03-05 23:30:00
PRD0014257,MZ-FG-E108,MC015,2026-03-14,27,26,Completed,2026-03-14 21:00:00,2026-03-15 01:00:00
PRD0014258,MZ-FG-C950,MC013,2025-10-08,87,78,Completed,2025-10-08 00:00:00,2025-10-08 06:00:00
PRD0014259,MZ-FG-C20,MC019,2026-02-03,111,106,Completed,2026-02-03 12:45:00,2026-02-03 21:45:00
PRD0014260,MZ-FG-E17,MC035,2025-04-11,72,70,Completed,2025-04-11 01:15:00,2025-04-11 07:15:00
PRD0014261,MZ-TG-Y120,MC009,2025-07-18,63,63,Completed,2025-07-18 13:45:00,2025-07-18 23:45:00
PRD0014262,MZ-FG-E15,MC042,2025-02-01,30,28,Completed,2025-02-01 01:15:00,2025-02-01 05:15:00
PRD0014263,MZ-FG-E16,MC020,2025-12-02,115,106,Completed,2025-12-02 22:30:00,2025-12-02 23:30:00
PRD0014264,MZ-FG-E17,MC034,2025-02-10,59,55,Completed,2025-02-10 06:15:00,2025-02-11 03:15:00
PRD0014265,MZ-FG-E102,MC044,2025-05-27,30,0,Scheduled,2025-05-27 17:00:00,2025-05-28 00:00:00
PRD0014266,MZ-TG-E202,MC027,2025-04-25,215,212,Delayed,2025-04-25 19:15:00,2025-04-25 22:15:00
PRD0014267,TG11,MC018,2026-02-11,36,34,Completed,2026-02-11 14:30:00,2026-02-11 20:30:00
PRD0014268,MZ-FG-E17,MC004,2025-07-06,63,61,Completed,2025-07-06 15:00:00,2025-07-06 20:00:00
PRD0014269,MZ-TG-E202,MC025,2026-02-15,110,105,Completed,2026-02-15 03:30:00,2026-02-15 09:30:00
PRD0014270,MZ-FG-R100,MC030,2026-01-24,119,119,Completed,2026-01-24 10:45:00,2026-01-24 13:45:00
PRD0014271,MZ-FG-E15,MC039,2025-10-06,21,19,Completed,2025-10-06 01:15:00,2025-10-06 06:15:00
PRD0014272,MZ-TG-Y200,MC015,2025-09-05,30,29,Completed,2025-09-05 13:00:00,2025-09-05 17:00:00
PRD0014273,M-01,MC007,2025-10-31,72,72,Completed,2025-10-31 15:45:00,2025-10-31 18:45:00
PRD0014274,FG226,MC016,2025-05-29,65,62,Completed,2025-05-29 20:30:00,2025-05-29 23:30:00
PRD0014275,MZ-FG-E101,MC013,2026-01-10,84,82,Completed,2026-01-10 07:15:00,2026-01-10 14:15:00
PRD0014276,MZ-FG-M550,MC014,2026-01-04,62,61,Completed,2026-01-04 15:45:00,2026-01-04 19:45:00
PRD0014277,MZ-FG-E15,MC047,2025-11-23,58,58,Delayed,2025-11-23 06:15:00,2025-11-23 12:15:00
PRD0014278,MZ-FG-M500,MC030,2025-04-07,37,34,Completed,2025-04-07 08:45:00,2025-04-07 11:45:00
PRD0014279,MZ-TG-Y200,MC029,2026-04-08,20,18,Completed,2026-04-08 17:00:00,2026-04-08 19:00:00
PRD0014280,MZ-FG-R100,MC003,2026-05-08,24,23,Completed,2026-05-08 18:30:00,2026-05-09 04:30:00
PRD0014281,MZ-FG-C10,MC002,2025-04-14,152,152,Completed,2025-04-14 13:30:00,2025-04-14 18:30:00
PRD0014282,MZ-FG-R100,MC007,2025-06-21,14,12,Completed,2025-06-21 01:45:00,2025-06-21 06:45:00
PRD0014283,MZ-FG-E17,MC018,2025-10-14,39,38,Delayed,2025-10-14 04:00:00,2025-10-14 11:00:00
PRD0014284,MZ-FG-R200,MC008,2025-05-01,43,42,Completed,2025-05-01 14:45:00,2025-05-01 18:45:00
PRD0014285,MZ-FG-E102,MC018,2025-03-23,62,62,Completed,2025-03-23 16:00:00,2025-03-24 02:00:00
PRD0014286,MZ-FG-C20,MC025,2026-01-14,76,39,In Progress,2026-01-14 06:45:00,2026-01-14 22:45:00
PRD0014287,MZ-FG-R200,MC047,2025-11-22,45,39,Completed,2025-11-22 19:45:00,2025-11-23 07:45:00
PRD0014288,MZ-FG-P010,MC038,2025-08-14,33,32,Completed,2025-08-14 04:30:00,2025-08-14 08:30:00
PRD0014289,MZ-FG-R300,MC013,2026-02-18,30,27,Completed,2026-02-18 19:45:00,2026-02-19 13:45:00
PRD0014290,MZ-FG-M500,MC019,2025-10-14,35,25,In Progress,2025-10-14 18:45:00,2025-10-15 00:45:00
PRD0014291,MZ-FG-R100,MC009,2025-05-23,45,44,Completed,2025-05-23 12:15:00,2025-05-23 14:15:00
PRD0014292,MZ-FG-E15,MC028,2026-06-25,77,31,In Progress,2026-06-25 16:30:00,2026-06-25 23:30:00
PRD0014293,MZ-FG-R200,MC050,2025-04-22,105,102,Completed,2025-04-22 05:00:00,2025-04-22 07:00:00
PRD0014294,MZ-FG-R300,MC031,2026-03-21,69,66,Completed,2026-03-21 03:15:00,2026-03-21 07:15:00
PRD0014295,MZ-FG-E17,MC020,2026-04-03,40,0,Scheduled,2026-04-03 11:30:00,2026-04-03 16:30:00
PRD0014296,MZ-TG-SR01,MC040,2026-01-24,127,127,Completed,2026-01-24 17:45:00,2026-01-24 23:45:00
PRD0014297,CM-FL-V00,MC034,2026-01-31,29,27,Completed,2026-01-31 19:30:00,2026-02-01 02:30:00
PRD0014298,MZ-TG-Y240,MC024,2025-07-30,28,27,Completed,2025-07-30 05:15:00,2025-07-30 15:15:00
PRD0014299,FG226,MC006,2026-04-04,37,36,Completed,2026-04-04 18:00:00,2026-04-05 15:00:00
PRD0014300,MZ-TG-SR01,MC003,2026-05-20,21,0,Scheduled,2026-05-20 22:00:00,2026-05-21 09:00:00
PRD0014301,MZ-FG-C990,MC036,2025-05-04,75,73,Completed,2025-05-04 23:00:00,2025-05-05 02:00:00
PRD0014302,MZ-FG-R200,MC003,2025-09-28,77,73,Completed,2025-09-28 23:00:00,2025-09-29 11:00:00
PRD0014303,MZ-TG-SR01,MC032,2025-12-16,77,73,Completed,2025-12-16 19:30:00,2025-12-17 02:30:00
PRD0014304,CM-FL-V00,MC030,2026-05-21,63,63,Completed,2026-05-21 20:30:00,2026-05-21 22:30:00
PRD0014305,MZ-FG-C10,MC021,2025-11-28,66,61,Completed,2025-11-28 23:00:00,2025-11-29 01:00:00
PRD0014306,MZ-FG-E101,MC026,2025-07-02,41,21,In Progress,2025-07-02 11:00:00,2025-07-02 20:00:00
PRD0014307,MZ-TG-A20,MC050,2026-03-10,69,69,Completed,2026-03-10 03:00:00,2026-03-10 11:00:00
PRD0014308,MZ-FG-C990,MC050,2025-06-02,13,5,In Progress,2025-06-02 22:45:00,2025-06-03 06:45:00
PRD0014309,MZ-FG-E103,MC018,2025-09-25,38,24,In Progress,2025-09-25 19:30:00,2025-09-25 23:30:00
PRD0014310,MZ-FG-R300,MC008,2026-02-12,20,18,Completed,2026-02-12 11:30:00,2026-02-13 04:30:00
PRD0014311,MZ-TG-A26,MC016,2025-01-23,28,25,Completed,2025-01-23 16:15:00,2025-01-23 21:15:00
PRD0014312,TG11,MC026,2026-04-03,39,37,Completed,2026-04-03 04:45:00,2026-04-03 08:45:00
PRD0014313,MZ-FG-C990,MC005,2025-06-18,30,29,Completed,2025-06-18 20:15:00,2025-06-19 01:15:00
PRD0014314,MZ-FG-C21,MC010,2026-02-10,29,11,In Progress,2026-02-10 08:00:00,2026-02-10 12:00:00
PRD0014315,MZ-FG-R300,MC042,2025-09-26,78,72,Completed,2025-09-26 01:30:00,2025-09-26 08:30:00
PRD0014316,MZ-TG-E202,MC047,2025-03-07,40,40,Completed,2025-03-07 22:45:00,2025-03-08 08:45:00
PRD0014317,MZ-TG-A25,MC007,2026-04-06,89,20,Cancelled,2026-04-06 11:00:00,2026-04-06 15:00:00
PRD0014318,MZ-TG-A27,MC014,2026-04-02,28,26,Completed,2026-04-02 12:00:00,2026-04-02 14:00:00
PRD0014319,MZ-TG-Y120,MC035,2026-02-02,43,42,Completed,2026-02-02 03:15:00,2026-02-02 12:15:00
PRD0014320,M-01,MC009,2025-11-13,56,56,Completed,2025-11-13 01:45:00,2025-11-13 07:45:00
PRD0014321,MZ-FG-C950,MC020,2025-01-03,64,64,Completed,2025-01-03 19:15:00,2025-01-03 23:15:00
PRD0014322,MZ-FG-E17,MC044,2026-05-03,69,0,Scheduled,2026-05-03 23:30:00,2026-05-04 08:30:00
PRD0014323,MZ-FG-M525,MC037,2025-11-24,20,19,Completed,2025-11-24 07:00:00,2025-11-24 12:00:00
PRD0014324,MZ-TG-E202,MC042,2026-03-04,56,16,In Progress,2026-03-04 12:45:00,2026-03-04 18:45:00
PRD0014325,MZ-FG-E102,MC027,2025-03-10,47,44,Delayed,2025-03-10 05:30:00,2025-03-10 22:30:00
PRD0014326,MZ-FG-M500,MC004,2025-11-07,52,47,Completed,2025-11-07 07:30:00,2025-11-07 16:30:00
PRD0014327,MZ-TG-A26,MC040,2026-06-12,47,43,Completed,2026-06-12 03:30:00,2026-06-12 19:30:00
PRD0014328,MZ-FG-C20,MC050,2025-05-28,46,45,Completed,2025-05-28 12:15:00,2025-05-29 08:15:00
PRD0014329,MZ-FG-R200,MC043,2025-11-14,63,62,Completed,2025-11-14 17:00:00,2025-11-14 22:00:00
PRD0014330,MZ-FG-R100,MC015,2026-04-22,70,68,Completed,2026-04-22 00:45:00,2026-04-22 03:45:00
PRD0014331,MZ-TG-A27,MC031,2025-06-08,38,35,Completed,2025-06-08 11:30:00,2025-06-08 15:30:00
PRD0014332,MZ-TG-A20,MC042,2025-06-19,111,102,Delayed,2025-06-19 01:15:00,2025-06-19 04:15:00
PRD0014333,MZ-FG-C10,MC049,2025-02-01,52,51,Completed,2025-02-01 00:00:00,2025-02-01 09:00:00
PRD0014334,MZ-TG-Y240,MC010,2025-11-10,36,34,Completed,2025-11-10 01:00:00,2025-11-10 07:00:00
PRD0014335,MZ-FG-E17,MC037,2025-06-16,114,108,Completed,2025-06-16 04:15:00,2025-06-16 06:15:00
PRD0014336,CM-FL-V00,MC041,2025-08-27,44,40,Completed,2025-08-27 08:15:00,2025-08-27 16:15:00
PRD0014337,MZ-FG-C990,MC035,2026-06-21,45,42,Completed,2026-06-21 03:30:00,2026-06-21 07:30:00
PRD0014338,MZ-TG-A20,MC039,2026-05-11,20,20,Completed,2026-05-11 01:30:00,2026-05-11 06:30:00
PRD0014339,MZ-TG-A20,MC003,2025-10-13,131,122,Completed,2025-10-13 06:00:00,2025-10-13 10:00:00
PRD0014340,MZ-TG-A27,MC024,2025-07-26,107,2,Cancelled,2025-07-26 02:15:00,2025-07-26 11:15:00
PRD0014341,MZ-FG-M550,MC031,2025-01-02,33,31,Completed,2025-01-02 01:00:00,2025-01-02 11:00:00
PRD0014342,MZ-FG-P010,MC012,2025-06-23,71,69,Completed,2025-06-23 13:30:00,2025-06-23 15:30:00
PRD0014343,MZ-FG-R300,MC043,2025-12-12,78,78,Completed,2025-12-12 20:30:00,2025-12-13 02:30:00
PRD0014344,MZ-FG-M550,MC041,2025-02-21,119,115,Completed,2025-02-21 09:15:00,2025-02-21 14:15:00
PRD0014345,MZ-TG-A20,MC049,2025-03-07,32,29,Completed,2025-03-07 08:00:00,2025-03-07 10:00:00
PRD0014346,MZ-TG-A25,MC038,2025-08-31,148,137,Delayed,2025-08-31 16:15:00,2025-08-31 21:15:00
PRD0014347,MZ-FG-R100,MC004,2026-01-28,28,27,Completed,2026-01-28 00:15:00,2026-01-28 08:15:00
PRD0014348,MZ-FG-C950,MC019,2026-03-23,67,63,Completed,2026-03-23 09:00:00,2026-03-23 18:00:00
PRD0014349,MZ-FG-C21,MC026,2025-11-25,57,0,Scheduled,2025-11-25 23:00:00,2025-11-26 03:00:00
PRD0014350,MZ-FG-E103,MC016,2026-05-03,63,63,Delayed,2026-05-03 10:45:00,2026-05-03 16:45:00
PRD0014351,MZ-TG-A26,MC001,2026-06-02,42,41,Completed,2026-06-02 16:30:00,2026-06-02 21:30:00
PRD0014352,MZ-TG-A20,MC027,2025-01-20,31,31,Delayed,2025-01-20 23:15:00,2025-01-21 05:15:00
PRD0014353,MZ-FG-E15,MC043,2025-01-16,33,33,Completed,2025-01-16 12:30:00,2025-01-16 17:30:00
PRD0014354,MZ-FG-C950,MC043,2025-06-10,14,14,Completed,2025-06-10 03:00:00,2025-06-10 09:00:00
PRD0014355,MZ-FG-C10,MC049,2025-10-02,47,35,In Progress,2025-10-02 17:00:00,2025-10-02 22:00:00
PRD0014356,MZ-TG-Y240,MC017,2025-04-14,72,69,Delayed,2025-04-14 22:30:00,2025-04-15 00:30:00
PRD0014357,MZ-FG-E15,MC039,2025-09-05,54,53,Completed,2025-09-05 18:00:00,2025-09-06 01:00:00
PRD0014358,MZ-FG-C20,MC015,2025-11-30,83,78,Delayed,2025-11-30 06:15:00,2025-11-30 18:15:00
PRD0014359,TG11,MC038,2026-04-14,33,33,Completed,2026-04-14 17:45:00,2026-04-14 23:45:00
PRD0014360,MZ-FG-C990,MC045,2025-11-30,64,0,Scheduled,2025-11-30 15:45:00,2025-11-30 22:45:00
PRD0014361,MZ-FG-C950,MC006,2026-04-22,52,0,Scheduled,2026-04-22 18:15:00,2026-04-22 21:15:00
PRD0014362,MZ-FG-R200,MC014,2025-09-04,208,85,In Progress,2025-09-04 14:45:00,2025-09-04 22:45:00
PRD0014363,MZ-FG-E16,MC031,2026-06-24,65,64,Completed,2026-06-24 20:00:00,2026-06-25 03:00:00
PRD0014364,MZ-FG-E17,MC006,2025-06-25,40,36,Completed,2025-06-25 01:00:00,2025-06-25 03:00:00
PRD0014365,M-01,MC007,2025-08-17,17,16,Completed,2025-08-17 18:15:00,2025-08-17 23:15:00
PRD0014366,MZ-FG-E16,MC033,2026-02-25,45,43,Completed,2026-02-25 07:00:00,2026-02-25 13:00:00
PRD0014367,MZ-FG-M500,MC033,2025-05-26,36,32,Completed,2025-05-26 00:00:00,2025-05-26 09:00:00
PRD0014368,MZ-FG-E108,MC038,2026-05-04,68,67,Delayed,2026-05-04 06:45:00,2026-05-04 10:45:00
PRD0014369,M-01,MC044,2025-08-18,72,72,Completed,2025-08-18 10:30:00,2025-08-18 14:30:00
PRD0014370,MZ-FG-M550,MC041,2025-08-12,40,34,Completed,2025-08-12 06:30:00,2025-08-12 09:30:00
PRD0014371,M-01,MC032,2026-02-09,69,66,Completed,2026-02-09 14:45:00,2026-02-09 23:45:00
PRD0014372,MZ-TG-A20,MC037,2025-05-04,66,63,Completed,2025-05-04 04:45:00,2025-05-04 12:45:00
PRD0014373,MZ-FG-C10,MC029,2025-02-02,73,72,Completed,2025-02-02 22:45:00,2025-02-03 16:45:00
PRD0014374,MZ-FG-E16,MC022,2025-09-15,32,29,Completed,2025-09-15 10:00:00,2025-09-15 21:00:00
PRD0014375,MZ-TG-A20,MC049,2025-04-26,11,11,Completed,2025-04-26 00:15:00,2025-04-26 07:15:00
PRD0014376,MZ-TG-Y200,MC028,2025-03-01,111,111,Completed,2025-03-01 05:15:00,2025-03-01 14:15:00
PRD0014377,MZ-FG-M525,MC008,2026-02-24,39,34,Completed,2026-02-24 05:45:00,2026-02-24 09:45:00
PRD0014378,MZ-FG-R300,MC029,2025-04-23,26,25,Completed,2025-04-23 16:30:00,2025-04-23 22:30:00
PRD0014379,MZ-FG-R100,MC005,2026-05-15,59,57,Completed,2026-05-15 17:30:00,2026-05-15 22:30:00
PRD0014380,MZ-FG-E17,MC050,2025-01-31,51,48,Delayed,2025-01-31 02:30:00,2025-01-31 15:30:00
PRD0014381,MZ-FG-E108,MC008,2025-01-25,55,52,Completed,2025-01-25 13:15:00,2025-01-26 01:15:00
PRD0014382,MZ-FG-E16,MC045,2025-07-08,86,79,Completed,2025-07-08 21:45:00,2025-07-09 01:45:00
PRD0014383,MZ-FG-C950,MC003,2025-09-08,10,9,Completed,2025-09-08 07:15:00,2025-09-08 09:15:00
PRD0014384,MZ-FG-R300,MC013,2026-01-07,58,23,In Progress,2026-01-07 12:00:00,2026-01-07 16:00:00
PRD0014385,MZ-FG-E108,MC026,2025-12-29,45,45,Completed,2025-12-29 10:15:00,2025-12-29 12:15:00
PRD0014386,MZ-FG-C10,MC038,2025-01-06,66,47,In Progress,2025-01-06 08:15:00,2025-01-06 11:15:00
PRD0014387,MZ-FG-R100,MC011,2025-04-01,63,61,Completed,2025-04-01 19:00:00,2025-04-01 23:00:00
PRD0014388,MZ-TG-A25,MC017,2026-06-12,22,21,Completed,2026-06-12 09:30:00,2026-06-12 13:30:00
PRD0014389,MZ-TG-Y120,MC018,2026-06-08,124,121,Completed,2026-06-08 04:30:00,2026-06-08 10:30:00
PRD0014390,CM-FL-V00,MC032,2026-03-18,87,48,In Progress,2026-03-18 05:30:00,2026-03-18 09:30:00
PRD0014391,MZ-TG-A27,MC019,2025-04-17,65,13,Cancelled,2025-04-17 17:00:00,2025-04-18 02:00:00
PRD0014392,MZ-TG-E202,MC008,2026-02-16,40,21,In Progress,2026-02-16 05:30:00,2026-02-16 10:30:00
PRD0014393,M-01,MC030,2025-07-05,87,82,Completed,2025-07-05 23:00:00,2025-07-06 05:00:00
PRD0014394,MZ-TG-Y240,MC034,2026-03-06,47,46,Completed,2026-03-06 09:30:00,2026-03-06 18:30:00
PRD0014395,MZ-TG-A26,MC008,2025-06-01,42,42,Completed,2025-06-01 01:00:00,2025-06-01 07:00:00
PRD0014396,MZ-TG-A26,MC044,2026-03-16,137,134,Completed,2026-03-16 01:15:00,2026-03-16 04:15:00
PRD0014397,MZ-FG-M550,MC004,2025-11-23,40,39,Completed,2025-11-23 08:00:00,2025-11-23 15:00:00
PRD0014398,FG226,MC019,2025-09-27,62,59,Completed,2025-09-27 13:30:00,2025-09-27 17:30:00
PRD0014399,MZ-FG-M500,MC032,2026-03-25,55,55,Completed,2026-03-25 21:00:00,2026-03-26 06:00:00
PRD0014400,MZ-FG-E16,MC046,2025-03-23,54,50,Completed,2025-03-23 11:30:00,2025-03-23 16:30:00
PRD0014401,MZ-FG-C990,MC009,2025-08-26,64,63,Completed,2025-08-26 04:00:00,2025-08-26 10:00:00
PRD0014402,MZ-FG-M500,MC006,2025-03-02,114,114,Completed,2025-03-02 09:45:00,2025-03-02 13:45:00
PRD0014403,MZ-TG-Y200,MC050,2025-09-26,109,102,Completed,2025-09-26 21:15:00,2025-09-27 04:15:00
PRD0014404,MZ-TG-A27,MC031,2025-01-19,83,53,In Progress,2025-01-19 09:00:00,2025-01-19 11:00:00
PRD0014405,MZ-TG-A27,MC050,2025-09-14,76,71,Completed,2025-09-14 13:00:00,2025-09-14 18:00:00
PRD0014406,MZ-FG-C950,MC027,2026-01-31,81,80,Completed,2026-01-31 04:45:00,2026-01-31 07:45:00
PRD0014407,MZ-TG-Y240,MC037,2025-08-20,55,50,Completed,2025-08-20 17:30:00,2025-08-21 01:30:00
PRD0014408,MZ-TG-A27,MC029,2025-01-14,42,38,Completed,2025-01-14 14:45:00,2025-01-14 22:45:00
PRD0014409,MZ-FG-E108,MC006,2026-02-23,30,30,Completed,2026-02-23 14:45:00,2026-02-23 19:45:00
PRD0014410,TG11,MC007,2026-04-27,109,107,Completed,2026-04-27 00:15:00,2026-04-27 04:15:00
PRD0014411,MZ-FG-R200,MC050,2025-10-08,54,54,Completed,2025-10-08 12:00:00,2025-10-08 19:00:00
PRD0014412,CM-FL-V00,MC044,2026-04-29,79,75,Completed,2026-04-29 17:45:00,2026-04-29 22:45:00
PRD0014413,MZ-FG-M500,MC021,2025-09-06,38,24,In Progress,2025-09-06 19:45:00,2025-09-07 20:45:00
PRD0014414,MZ-TG-Y240,MC033,2025-11-26,35,34,Delayed,2025-11-26 04:00:00,2025-11-26 16:00:00
PRD0014415,M-01,MC015,2025-01-09,26,24,Completed,2025-01-09 19:30:00,2025-01-10 00:30:00
PRD0014416,MZ-TG-Y120,MC030,2025-06-12,56,52,Completed,2025-06-12 21:00:00,2025-06-13 02:00:00
PRD0014417,M-01,MC032,2025-05-28,26,24,Delayed,2025-05-28 05:15:00,2025-05-28 10:15:00
PRD0014418,MZ-FG-R300,MC044,2025-12-09,132,131,Delayed,2025-12-09 06:45:00,2025-12-09 09:45:00
PRD0014419,MZ-FG-C21,MC022,2025-01-21,226,226,Completed,2025-01-21 14:45:00,2025-01-21 18:45:00
PRD0014420,MZ-FG-M550,MC002,2026-06-18,98,92,Completed,2026-06-18 15:30:00,2026-06-18 19:30:00
PRD0014421,MZ-FG-R300,MC025,2025-06-24,38,35,Completed,2025-06-24 20:45:00,2025-06-25 03:45:00
PRD0014422,M1,MC042,2026-02-24,27,25,Completed,2026-02-24 08:15:00,2026-02-24 15:15:00
PRD0014423,MZ-TG-Y120,MC004,2026-01-24,45,45,Completed,2026-01-24 11:00:00,2026-01-24 16:00:00
PRD0014424,MZ-TG-A25,MC015,2025-11-03,50,9,Cancelled,2025-11-03 16:30:00,2025-11-03 23:30:00
PRD0014425,MZ-FG-E15,MC046,2025-02-11,20,19,Completed,2025-02-11 16:00:00,2025-02-12 04:00:00
PRD0014426,CM-FL-V00,MC019,2026-05-15,74,73,Completed,2026-05-15 20:15:00,2026-05-16 02:15:00
PRD0014427,MZ-FG-E108,MC014,2026-06-17,108,108,Completed,2026-06-17 05:00:00,2026-06-17 09:00:00
PRD0014428,MZ-TG-A26,MC003,2025-05-18,54,54,Completed,2025-05-18 00:45:00,2025-05-18 04:45:00
PRD0014429,MZ-FG-C990,MC027,2026-04-12,15,13,Completed,2026-04-12 00:00:00,2026-04-12 11:00:00
PRD0014430,MZ-FG-C10,MC011,2025-05-25,77,35,In Progress,2025-05-25 17:15:00,2025-05-26 00:15:00
PRD0014431,M1,MC007,2026-06-09,27,0,Scheduled,2026-06-09 22:45:00,2026-06-10 00:45:00
PRD0014432,MZ-FG-C950,MC001,2026-01-10,33,30,Completed,2026-01-10 04:30:00,2026-01-10 20:30:00
PRD0014433,MZ-FG-E103,MC011,2026-03-13,7,7,Completed,2026-03-13 08:45:00,2026-03-13 17:45:00
PRD0014434,MZ-FG-E102,MC040,2025-07-19,82,77,Completed,2025-07-19 14:00:00,2025-07-19 17:00:00
PRD0014435,MZ-TG-A20,MC014,2025-09-19,99,94,Completed,2025-09-19 14:30:00,2025-09-19 19:30:00
PRD0014436,MZ-TG-E202,MC048,2025-02-25,77,75,Completed,2025-02-25 15:45:00,2025-02-25 22:45:00
PRD0014437,MZ-FG-C900,MC038,2025-12-09,69,41,In Progress,2025-12-09 09:00:00,2025-12-09 19:00:00
PRD0014438,MZ-FG-E102,MC023,2025-08-27,59,54,Completed,2025-08-27 20:00:00,2025-08-28 00:00:00
PRD0014439,MZ-FG-M550,MC019,2026-05-14,76,66,Completed,2026-05-14 01:15:00,2026-05-14 06:15:00
PRD0014440,MZ-FG-P010,MC016,2026-01-20,57,54,Completed,2026-01-20 09:45:00,2026-01-20 23:45:00
PRD0014441,MZ-FG-E16,MC020,2025-02-10,34,32,Delayed,2025-02-10 21:00:00,2025-02-11 04:00:00
PRD0014442,CM-FL-V00,MC001,2025-10-22,202,202,Completed,2025-10-22 17:30:00,2025-10-23 02:30:00
PRD0014443,TG11,MC040,2025-07-04,20,19,Completed,2025-07-04 19:00:00,2025-07-05 00:00:00
PRD0014444,MZ-FG-R100,MC029,2025-02-21,69,65,Completed,2025-02-21 18:45:00,2025-02-21 23:45:00
PRD0014445,MZ-TG-Y200,MC036,2025-11-29,47,45,Completed,2025-11-29 22:45:00,2025-11-30 01:45:00
PRD0014446,MZ-FG-M525,MC018,2026-01-20,52,47,Completed,2026-01-20 23:30:00,2026-01-21 05:30:00
PRD0014447,MZ-FG-C21,MC001,2025-08-27,84,82,Completed,2025-08-27 11:30:00,2025-08-27 16:30:00
PRD0014448,MZ-FG-C950,MC041,2026-05-02,55,49,Completed,2026-05-02 19:15:00,2026-05-03 10:15:00
PRD0014449,MZ-FG-C10,MC019,2025-05-29,79,76,Completed,2025-05-29 10:00:00,2025-05-29 17:00:00
PRD0014450,MZ-FG-R300,MC043,2025-10-25,213,202,Completed,2025-10-25 18:15:00,2025-10-25 21:15:00
PRD0014451,MZ-FG-R200,MC031,2026-03-31,44,42,Completed,2026-03-31 10:00:00,2026-03-31 19:00:00
PRD0014452,MZ-TG-Y240,MC047,2025-10-19,13,12,Completed,2025-10-19 20:30:00,2025-10-20 03:30:00
PRD0014453,MZ-TG-Y200,MC010,2026-02-13,34,15,In Progress,2026-02-13 15:45:00,2026-02-14 01:45:00
PRD0014454,MZ-FG-R300,MC012,2026-04-07,85,82,Completed,2026-04-07 14:15:00,2026-04-07 20:15:00
PRD0014455,CM-FL-V00,MC033,2025-10-13,54,50,Completed,2025-10-13 16:45:00,2025-10-13 20:45:00
PRD0014456,MZ-FG-E15,MC039,2025-12-03,44,42,Completed,2025-12-03 00:45:00,2025-12-03 05:45:00
PRD0014457,MZ-TG-A25,MC009,2025-10-15,58,53,Completed,2025-10-15 09:30:00,2025-10-16 03:30:00
PRD0014458,MZ-TG-Y120,MC024,2025-08-08,14,13,Completed,2025-08-08 23:00:00,2025-08-09 04:00:00
PRD0014459,MZ-TG-A25,MC039,2025-02-26,61,26,In Progress,2025-02-26 19:45:00,2025-02-26 21:45:00
PRD0014460,TG11,MC015,2025-03-05,36,33,Completed,2025-03-05 02:15:00,2025-03-05 05:15:00
PRD0014461,MZ-FG-E16,MC026,2026-01-20,25,23,Completed,2026-01-20 06:30:00,2026-01-20 10:30:00
PRD0014462,MZ-FG-C20,MC024,2026-01-05,66,61,Completed,2026-01-05 23:15:00,2026-01-06 07:15:00
PRD0014463,MZ-FG-R100,MC005,2025-12-03,36,34,Completed,2025-12-03 00:30:00,2025-12-03 03:30:00
PRD0014464,MZ-FG-E103,MC027,2025-07-12,36,36,Completed,2025-07-12 17:00:00,2025-07-13 07:00:00
PRD0014465,MZ-TG-E202,MC044,2026-06-21,46,36,In Progress,2026-06-21 01:30:00,2026-06-21 06:30:00
PRD0014466,CM-FL-V00,MC014,2026-04-04,59,57,Completed,2026-04-04 06:30:00,2026-04-04 15:30:00
PRD0014467,MZ-TG-Y200,MC026,2025-01-04,87,87,Completed,2025-01-04 08:15:00,2025-01-04 15:15:00
PRD0014468,MZ-FG-E101,MC037,2026-04-11,19,17,Delayed,2026-04-11 17:30:00,2026-04-11 20:30:00
