po_item_id,po_id,material_id,quantity,unit_price,total_value,delivery_status
POI00008612,PO0004162,MAT00057,42,175.06,7352.52,Delivered
POI00008613,PO0004163,MAT00294,36,481.69,17340.84,Delivered
POI00008614,PO0004163,MAT00286,2,774.61,1549.22,Delivered
POI00008615,PO0004164,MAT00262,8,721.86,5774.88,Delivered
POI00008616,PO0004164,MAT00262,2,631.77,1263.54,Delivered
POI00008617,PO0004164,MAT00262,52,663.39,34496.28,Delivered
POI00008618,PO0004164,MAT00262,56,721.47,40402.32,Delivered
POI00008619,PO0004165,MAT00082,15,156.78,2351.7,Delivered
POI00008620,PO0004165,MAT00035,7,666.86,4668.02,Delivered
POI00008621,PO0004166,MAT00215,107,135.16,14462.12,Delivered
POI00008622,PO0004167,MAT00163,28,155.31,4348.68,Delivered
POI00008623,PO0004167,MAT00171,49,468.23,22943.27,Delivered
POI00008624,PO0004167,MAT00166,16,158.1,2529.6,Delivered
POI00008625,PO0004168,MAT00058,41,56.86,2331.26,Delivered
POI00008626,PO0004169,MAT00020,10,394.6,3946.0,Delivered
POI00008627,PO0004169,MAT00024,13,106.46,1383.98,Delivered
POI00008628,PO0004170,MAT00039,18,168.62,3035.16,Partially Delivered
POI00008629,PO0004170,MAT00264,32,748.82,23962.24,Delivered
POI00008630,PO0004170,MAT00218,25,62.29,1557.25,Delivered
POI00008631,PO0004170,MAT00201,29,134.51,3900.79,Delivered
POI00008632,PO0004171,MAT00169,5,346.54,1732.7,Partially Delivered
POI00008633,PO0004172,MAT00240,14,644.76,9026.64,Delivered
POI00008634,PO0004173,MAT00222,7,221.84,1552.88,Pending
POI00008635,PO0004173,MAT00219,1,100.05,100.05,Pending
POI00008636,PO0004173,MAT00224,54,1387.93,74948.22,Delivered
POI00008637,PO0004174,MAT00287,5,454.64,2273.2,Delivered
POI00008638,PO0004174,MAT00286,10,838.57,8385.7,Partially Delivered
POI00008639,PO0004175,MAT00178,50,1231.71,61585.5,Delivered
POI00008640,PO0004175,MAT00182,34,62.18,2114.12,Partially Delivered
POI00008641,PO0004176,MAT00048,14,230.48,3226.72,Delivered
POI00008642,PO0004176,MAT00029,7,186.26,1303.82,Delivered
POI00008643,PO0004176,MAT00042,25,45.74,1143.5,Delivered
POI00008644,PO0004177,MAT00231,5,415.72,2078.6,Delivered
POI00008645,PO0004178,MAT00282,9,213.41,1920.69,Delivered
POI00008646,PO0004178,MAT00289,130,227.95,29633.5,Delivered
POI00008647,PO0004178,MAT00027,24,196.98,4727.52,Delivered
POI00008648,PO0004178,MAT00041,4,2680.05,10720.2,Delivered
POI00008649,PO0004179,MAT00242,23,172.74,3973.02,Delivered
POI00008650,PO0004179,MAT00235,17,282.54,4803.18,Delivered
POI00008651,PO0004180,MAT00181,11,197.9,2176.9,Delivered
POI00008652,PO0004181,MAT00012,8,381.39,3051.12,Delivered
POI00008653,PO0004182,MAT00089,47,511.87,24057.89,Delivered
POI00008654,PO0004183,MAT00259,75,248.42,18631.5,Pending
POI00008655,PO0004183,MAT00255,8,1083.7,8669.6,Delivered
POI00008656,PO0004184,MAT00097,18,591.12,10640.16,Delivered
POI00008657,PO0004185,MAT00178,17,1105.34,18790.78,Pending
POI00008658,PO0004185,MAT00182,9,50.19,451.71,Pending
POI00008659,PO0004186,MAT00123,29,493.13,14300.77,Delivered
POI00008660,PO0004186,MAT00120,34,90.86,3089.24,Delivered
POI00008661,PO0004186,MAT00114,46,216.37,9953.02,Delivered
POI00008662,PO0004187,MAT00251,6,147.75,886.5,Delivered
POI00008663,PO0004187,MAT00260,8,349.14,2793.12,Delivered
POI00008664,PO0004188,MAT00266,42,421.83,17716.86,Delivered
POI00008665,PO0004188,MAT00268,43,189.22,8136.46,Pending
POI00008666,PO0004188,MAT00024,41,108.64,4454.24,Pending
POI00008667,PO0004188,MAT00141,12,50.55,606.6,Pending
POI00008668,PO0004189,MAT00048,42,233.97,9826.74,Delivered
POI00008669,PO0004189,MAT00042,59,48.25,2846.75,Cancelled
POI00008670,PO0004190,MAT00122,3,287.58,862.74,Partially Delivered
POI00008671,PO0004190,MAT00039,39,190.42,7426.38,Delivered
POI00008672,PO0004191,MAT00095,5,28.51,142.55,Partially Delivered
POI00008673,PO0004191,MAT00096,38,307.9,11700.2,Pending
POI00008674,PO0004192,MAT00072,73,622.75,45460.75,Delivered
POI00008675,PO0004192,MAT00196,81,469.83,38056.23,Delivered
POI00008676,PO0004193,MAT00178,5,1204.74,6023.7,Partially Delivered
POI00008677,PO0004193,MAT00178,6,1064.23,6385.38,Delivered
POI00008678,PO0004193,MAT00178,105,1150.27,120778.35,Pending
POI00008679,PO0004194,MAT00295,12,102.76,1233.12,Delivered
POI00008680,PO0004194,MAT00083,24,65.49,1571.76,Cancelled
POI00008681,PO0004194,MAT00076,2,73.81,147.62,Partially Delivered
POI00008682,PO0004194,MAT00195,27,142.73,3853.71,Delivered
POI00008683,PO0004195,MAT00001,12,64.83,777.96,Delivered
POI00008684,PO0004195,MAT00140,114,99.28,11317.92,Partially Delivered
POI00008685,PO0004196,MAT00291,55,259.62,14279.1,Delivered
POI00008686,PO0004197,MAT00191,16,779.42,12470.72,Delivered
POI00008687,PO0004198,MAT00057,26,141.9,3689.4,Delivered
POI00008688,PO0004198,MAT00069,6,224.04,1344.24,Delivered
POI00008689,PO0004199,MAT00207,8,184.09,1472.72,Delivered
POI00008690,PO0004199,MAT00204,11,1460.54,16065.94,Delivered
POI00008691,PO0004199,MAT00213,34,352.45,11983.3,Delivered
POI00008692,PO0004200,MAT00259,63,258.9,16310.7,Delivered
POI00008693,PO0004201,MAT00295,14,86.19,1206.66,Delivered
POI00008694,PO0004201,MAT00240,18,683.75,12307.5,Delivered
POI00008695,PO0004202,MAT00129,217,123.18,26730.06,Delivered
POI00008696,PO0004203,MAT00089,27,471.31,12725.37,Pending
POI00008697,PO0004203,MAT00089,8,485.66,3885.28,Delivered
POI00008698,PO0004204,MAT00262,4,737.89,2951.56,Delivered
POI00008699,PO0004205,MAT00089,110,552.5,60775.0,Pending
POI00008700,PO0004205,MAT00089,20,444.62,8892.4,Cancelled
POI00008701,PO0004206,MAT00086,11,90.81,998.91,Delivered
POI00008702,PO0004206,MAT00098,5,361.86,1809.3,Delivered
POI00008703,PO0004206,MAT00087,20,380.36,7607.2,Delivered
POI00008704,PO0004207,MAT00255,45,1307.44,58834.8,Delivered
POI00008705,PO0004207,MAT00264,87,756.87,65847.69,Cancelled
POI00008706,PO0004208,MAT00089,21,456.0,9576.0,Delivered
POI00008707,PO0004208,MAT00089,92,524.12,48219.04,Delivered
POI00008708,PO0004209,MAT00132,32,104.9,3356.8,Delivered
POI00008709,PO0004210,MAT00044,11,530.28,5833.08,Pending
POI00008710,PO0004210,MAT00188,20,137.38,2747.6,Pending
POI00008711,PO0004211,MAT00042,11,54.39,598.29,Delivered
POI00008712,PO0004212,MAT00195,64,139.12,8903.68,Delivered
POI00008713,PO0004213,MAT00239,31,686.31,21275.61,Delivered
POI00008714,PO0004214,MAT00012,62,433.09,26851.58,Delivered
POI00008715,PO0004214,MAT00024,6,126.73,760.38,Delivered
POI00008716,PO0004215,MAT00063,48,206.41,9907.68,Delivered
POI00008717,PO0004216,MAT00087,32,328.71,10518.72,Delivered
POI00008718,PO0004216,MAT00081,40,112.98,4519.2,Delivered
POI00008719,PO0004216,MAT00086,12,85.47,1025.64,Delivered
POI00008720,PO0004216,MAT00098,102,392.1,39994.2,Delivered
POI00008721,PO0004217,MAT00043,34,259.78,8832.52,Delivered
POI00008722,PO0004218,MAT00183,46,18.57,854.22,Partially Delivered
POI00008723,PO0004218,MAT00194,12,792.0,9504.0,Delivered
POI00008724,PO0004218,MAT00005,10,247.6,2476.0,Partially Delivered
POI00008725,PO0004219,MAT00110,13,489.53,6363.89,Delivered
POI00008726,PO0004219,MAT00113,50,1432.25,71612.5,Delivered
POI00008727,PO0004220,MAT00218,5,67.28,336.4,Pending
POI00008728,PO0004221,MAT00078,86,101.22,8704.92,Pending
POI00008729,PO0004221,MAT00099,17,729.87,12407.79,Partially Delivered
POI00008730,PO0004221,MAT00085,31,637.47,19761.57,Pending
POI00008731,PO0004222,MAT00226,61,49.49,3018.89,Delivered
POI00008732,PO0004223,MAT00019,27,315.29,8512.83,Delivered
POI00008733,PO0004223,MAT00002,10,123.08,1230.8,Delivered
POI00008734,PO0004223,MAT00019,33,336.18,11093.94,Delivered
POI00008735,PO0004224,MAT00186,5,267.27,1336.35,Partially Delivered
POI00008736,PO0004224,MAT00186,33,288.92,9534.36,Pending
POI00008737,PO0004224,MAT00186,20,294.04,5880.8,Delivered
POI00008738,PO0004225,MAT00096,13,261.48,3399.24,Delivered
POI00008739,PO0004225,MAT00095,26,26.73,694.98,Delivered
POI00008740,PO0004226,MAT00117,6,152.28,913.68,Delivered
POI00008741,PO0004227,MAT00144,39,92.66,3613.74,Delivered
POI00008742,PO0004227,MAT00147,45,752.54,33864.3,Delivered
POI00008743,PO0004227,MAT00134,4,67.32,269.28,Delivered
POI00008744,PO0004228,MAT00178,25,1277.28,31932.0,Delivered
POI00008745,PO0004228,MAT00182,7,57.48,402.36,Pending
POI00008746,PO0004228,MAT00178,4,1021.87,4087.48,Pending
POI00008747,PO0004228,MAT00178,39,1033.92,40322.88,Cancelled
POI00008748,PO0004229,MAT00177,15,239.29,3589.35,Delivered
POI00008749,PO0004229,MAT00177,13,258.45,3359.85,Delivered
POI00008750,PO0004229,MAT00193,15,92.53,1387.95,Pending
POI00008751,PO0004229,MAT00193,8,73.85,590.8,Pending
POI00008752,PO0004230,MAT00088,21,1269.78,26665.38,Partially Delivered
POI00008753,PO0004231,MAT00194,67,881.96,59091.32,Pending
POI00008754,PO0004231,MAT00194,46,911.93,41948.78,Delivered
POI00008755,PO0004231,MAT00188,111,131.24,14567.64,Pending
POI00008756,PO0004232,MAT00125,7,53.52,374.64,Delivered
POI00008757,PO0004232,MAT00013,73,103.94,7587.62,Partially Delivered
POI00008758,PO0004232,MAT00284,35,290.71,10174.85,Pending
POI00008759,PO0004232,MAT00272,10,1163.15,11631.5,Partially Delivered
POI00008760,PO0004233,MAT00144,26,106.59,2771.34,Delivered
POI00008761,PO0004233,MAT00131,12,240.8,2889.6,Delivered
POI00008762,PO0004234,MAT00157,46,35.52,1633.92,Delivered
POI00008763,PO0004235,MAT00210,35,330.33,11561.55,Delivered
POI00008764,PO0004236,MAT00297,25,202.82,5070.5,Delivered
POI00008765,PO0004237,MAT00139,73,156.52,11425.96,Delivered
POI00008766,PO0004238,MAT00183,13,16.75,217.75,Pending
POI00008767,PO0004238,MAT00184,87,542.37,47186.19,Delivered
POI00008768,PO0004238,MAT00199,51,430.26,21943.26,Pending
POI00008769,PO0004239,MAT00255,2,1260.71,2521.42,Pending
POI00008770,PO0004240,MAT00061,41,306.89,12582.49,Delivered
POI00008771,PO0004241,MAT00092,39,623.9,24332.1,Delivered
POI00008772,PO0004241,MAT00076,16,71.25,1140.0,Delivered
POI00008773,PO0004241,MAT00079,42,678.69,28504.98,Delivered
POI00008774,PO0004241,MAT00091,123,278.93,34308.39,Delivered
POI00008775,PO0004242,MAT00096,31,324.9,10071.9,Delivered
POI00008776,PO0004242,MAT00095,22,29.15,641.3,Delivered
POI00008777,PO0004242,MAT00095,19,26.95,512.05,Delivered
POI00008778,PO0004243,MAT00151,12,252.7,3032.4,Delivered
POI00008779,PO0004243,MAT00155,40,644.11,25764.4,Pending
POI00008780,PO0004243,MAT00161,225,387.68,87228.0,Pending
POI00008781,PO0004243,MAT00175,45,1790.93,80591.85,Delivered
POI00008782,PO0004244,MAT00122,9,277.22,2494.98,Delivered
POI00008783,PO0004244,MAT00108,68,1602.09,108942.12,Delivered
POI00008784,PO0004244,MAT00114,100,228.13,22813.0,Delivered
POI00008785,PO0004245,MAT00224,2,1437.52,2875.04,Delivered
POI00008786,PO0004246,MAT00262,3,654.73,1964.19,Delivered
POI00008787,PO0004246,MAT00262,36,690.67,24864.12,Delivered
POI00008788,PO0004247,MAT00004,59,255.23,15058.57,Partially Delivered
POI00008789,PO0004247,MAT00004,13,220.79,2870.27,Cancelled
POI00008790,PO0004248,MAT00277,77,1327.64,102228.28,Delivered
POI00008791,PO0004248,MAT00106,55,116.97,6433.35,Delivered
POI00008792,PO0004249,MAT00075,4,98.73,394.92,Delivered
POI00008793,PO0004250,MAT00033,15,104.44,1566.6,Pending
POI00008794,PO0004250,MAT00031,9,167.3,1505.7,Partially Delivered
POI00008795,PO0004251,MAT00089,17,527.06,8960.02,Delivered
POI00008796,PO0004252,MAT00044,16,516.98,8271.68,Delivered
POI00008797,PO0004253,MAT00123,23,424.99,9774.77,Partially Delivered
POI00008798,PO0004253,MAT00108,4,1326.45,5305.8,Delivered
POI00008799,PO0004253,MAT00120,7,85.79,600.53,Cancelled
POI00008800,PO0004254,MAT00044,11,511.8,5629.8,Partially Delivered
POI00008801,PO0004254,MAT00236,14,191.08,2675.12,Delivered
POI00008802,PO0004255,MAT00243,4,1324.41,5297.64,Delivered
POI00008803,PO0004256,MAT00079,15,682.29,10234.35,Delivered
POI00008804,PO0004257,MAT00040,15,196.78,2951.7,Pending
POI00008805,PO0004258,MAT00010,10,133.48,1334.8,Delivered
POI00008806,PO0004258,MAT00008,22,110.22,2424.84,Delivered
POI00008807,PO0004259,MAT00252,109,816.45,88993.05,Pending
POI00008808,PO0004259,MAT00252,69,753.29,51977.01,Delivered
POI00008809,PO0004259,MAT00252,13,766.64,9966.32,Pending
POI00008810,PO0004260,MAT00042,48,44.29,2125.92,Pending
POI00008811,PO0004260,MAT00048,19,197.92,3760.48,Delivered
POI00008812,PO0004261,MAT00046,12,421.59,5059.08,Delivered
POI00008813,PO0004262,MAT00073,8,520.3,4162.4,Delivered
POI00008814,PO0004262,MAT00053,21,806.61,16938.81,Delivered
POI00008815,PO0004263,MAT00104,296,444.13,131462.48,Delivered
POI00008816,PO0004263,MAT00118,12,654.01,7848.12,Delivered
POI00008817,PO0004264,MAT00089,2,533.1,1066.2,Pending
POI00008818,PO0004264,MAT00089,22,524.22,11532.84,Pending
POI00008819,PO0004264,MAT00089,22,458.89,10095.58,Delivered
POI00008820,PO0004265,MAT00190,37,1216.41,45007.17,Partially Delivered
POI00008821,PO0004265,MAT00235,44,304.07,13379.08,Pending
POI00008822,PO0004266,MAT00236,15,194.88,2923.2,Delivered
POI00008823,PO0004267,MAT00024,10,127.43,1274.3,Delivered
POI00008824,PO0004267,MAT00012,91,428.17,38963.47,Delivered
POI00008825,PO0004268,MAT00078,12,106.6,1279.2,Delivered
POI00008826,PO0004268,MAT00085,138,534.98,73827.24,Delivered
POI00008827,PO0004269,MAT00290,1,1475.8,1475.8,Delivered
POI00008828,PO0004269,MAT00278,14,1465.51,20517.14,Delivered
POI00008829,PO0004270,MAT00155,4,538.46,2153.84,Delivered
POI00008830,PO0004271,MAT00210,6,353.41,2120.46,Delivered
POI00008831,PO0004271,MAT00210,7,349.92,2449.44,Delivered
POI00008832,PO0004272,MAT00171,78,472.31,36840.18,Partially Delivered
POI00008833,PO0004272,MAT00170,24,69.02,1656.48,Partially Delivered
POI00008834,PO0004272,MAT00166,14,166.93,2337.02,Pending
POI00008835,PO0004272,MAT00163,243,155.95,37895.85,Pending
POI00008836,PO0004273,MAT00044,36,505.82,18209.52,Delivered
POI00008837,PO0004273,MAT00039,41,190.27,7801.07,Delivered
POI00008838,PO0004273,MAT00039,3,165.15,495.45,Delivered
POI00008839,PO0004273,MAT00044,8,466.29,3730.32,Delivered
POI00008840,PO0004274,MAT00004,6,251.86,1511.16,Partially Delivered
POI00008841,PO0004274,MAT00004,15,253.56,3803.4,Partially Delivered
POI00008842,PO0004275,MAT00209,108,264.17,28530.36,Delivered
POI00008843,PO0004275,MAT00220,6,303.68,1822.08,Delivered
POI00008844,PO0004275,MAT00220,2,282.77,565.54,Delivered
POI00008845,PO0004275,MAT00220,18,272.09,4897.62,Delivered
POI00008846,PO0004276,MAT00167,19,176.53,3354.07,Delivered
POI00008847,PO0004276,MAT00162,12,2611.08,31332.96,Delivered
POI00008848,PO0004277,MAT00241,109,139.38,15192.42,Delivered
POI00008849,PO0004277,MAT00226,27,53.17,1435.59,Delivered
POI00008850,PO0004277,MAT00227,47,246.63,11591.61,Delivered
POI00008851,PO0004278,MAT00182,11,54.86,603.46,Delivered
POI00008852,PO0004278,MAT00182,6,50.8,304.8,Delivered
POI00008853,PO0004278,MAT00178,6,1240.58,7443.48,Delivered
POI00008854,PO0004279,MAT00072,48,551.11,26453.28,Pending
POI00008855,PO0004279,MAT00074,36,215.46,7756.56,Pending
POI00008856,PO0004279,MAT00063,40,240.49,9619.6,Partially Delivered
POI00008857,PO0004280,MAT00248,18,542.05,9756.9,Delivered
POI00008858,PO0004281,MAT00211,32,282.34,9034.88,Delivered
POI00008859,PO0004282,MAT00137,8,244.03,1952.24,Delivered
POI00008860,PO0004282,MAT00130,12,84.36,1012.32,Delivered
POI00008861,PO0004283,MAT00113,7,1308.83,9161.81,Delivered
POI00008862,PO0004284,MAT00180,29,248.91,7218.39,Pending
POI00008863,PO0004285,MAT00077,19,517.81,9838.39,Delivered
POI00008864,PO0004285,MAT00100,6,1014.29,6085.74,Pending
POI00008865,PO0004285,MAT00082,5,165.01,825.05,Delivered
POI00008866,PO0004286,MAT00234,31,277.99,8617.69,Delivered
POI00008867,PO0004286,MAT00248,7,551.3,3859.1,Delivered
POI00008868,PO0004287,MAT00076,10,69.48,694.8,Delivered
POI00008869,PO0004287,MAT00079,25,701.95,17548.75,Delivered
POI00008870,PO0004287,MAT00091,5,281.63,1408.15,Delivered
POI00008871,PO0004288,MAT00191,119,809.38,96316.22,Delivered
POI00008872,PO0004288,MAT00191,57,887.03,50560.71,Delivered
POI00008873,PO0004289,MAT00199,15,406.92,6103.8,Delivered
POI00008874,PO0004289,MAT00184,13,537.59,6988.67,Delivered
POI00008875,PO0004290,MAT00061,26,255.66,6647.16,Delivered
POI00008876,PO0004290,MAT00054,19,601.33,11425.27,Delivered
POI00008877,PO0004291,MAT00274,4,303.65,1214.6,Delivered
POI00008878,PO0004292,MAT00283,6,58.78,352.68,Pending
POI00008879,PO0004293,MAT00180,39,273.04,10648.56,Pending
POI00008880,PO0004294,MAT00051,4,69.07,276.28,Delivered
POI00008881,PO0004294,MAT00058,89,55.66,4953.74,Delivered
POI00008882,PO0004294,MAT00052,12,631.52,7578.24,Delivered
POI00008883,PO0004295,MAT00031,46,168.59,7755.14,Delivered
POI00008884,PO0004296,MAT00199,19,503.38,9564.22,Delivered
POI00008885,PO0004297,MAT00019,14,303.75,4252.5,Delivered
POI00008886,PO0004297,MAT00019,500,362.29,181145.0,Delivered
POI00008887,PO0004297,MAT00019,3,341.85,1025.55,Delivered
POI00008888,PO0004298,MAT00021,19,85.67,1627.73,Delivered
POI00008889,PO0004298,MAT00001,7,60.97,426.79,Delivered
POI00008890,PO0004298,MAT00007,51,730.02,37231.02,Delivered
POI00008891,PO0004299,MAT00100,16,969.38,15510.08,Delivered
POI00008892,PO0004300,MAT00107,11,768.26,8450.86,Delivered
POI00008893,PO0004300,MAT00102,3,283.04,849.12,Delivered
POI00008894,PO0004301,MAT00254,30,501.52,15045.6,Pending
POI00008895,PO0004302,MAT00189,11,118.66,1305.26,Cancelled
POI00008896,PO0004302,MAT00189,25,108.2,2705.0,Pending
POI00008897,PO0004302,MAT00189,12,109.32,1311.84,Delivered
POI00008898,PO0004303,MAT00272,41,1175.42,48192.22,Delivered
POI00008899,PO0004303,MAT00089,55,559.36,30764.8,Delivered
POI00008900,PO0004303,MAT00046,43,521.22,22412.46,Delivered
POI00008901,PO0004303,MAT00179,18,85.72,1542.96,Delivered
POI00008902,PO0004304,MAT00018,11,394.61,4340.71,Pending
POI00008903,PO0004304,MAT00003,26,1660.96,43184.96,Pending
POI00008904,PO0004304,MAT00010,107,134.79,14422.53,Pending
POI00008905,PO0004305,MAT00210,7,321.62,2251.34,Delivered
POI00008906,PO0004306,MAT00257,10,506.91,5069.1,Pending
POI00008907,PO0004307,MAT00110,8,496.0,3968.0,Pending
POI00008908,PO0004307,MAT00113,15,1126.19,16892.85,Pending
POI00008909,PO0004307,MAT00110,6,472.51,2835.06,Cancelled
POI00008910,PO0004307,MAT00110,10,503.94,5039.4,Delivered
POI00008911,PO0004308,MAT00247,20,728.65,14573.0,Cancelled
POI00008912,PO0004308,MAT00228,60,65.58,3934.8,Partially Delivered
POI00008913,PO0004309,MAT00203,6,72.07,432.42,Delivered
POI00008914,PO0004310,MAT00219,65,107.41,6981.65,Delivered
POI00008915,PO0004310,MAT00222,30,214.48,6434.4,Delivered
POI00008916,PO0004310,MAT00224,80,1574.37,125949.6,Delivered
POI00008917,PO0004311,MAT00266,8,468.0,3744.0,Delivered
POI00008918,PO0004311,MAT00267,14,742.21,10390.94,Delivered
POI00008919,PO0004312,MAT00134,36,69.91,2516.76,Delivered
POI00008920,PO0004312,MAT00138,124,235.21,29166.04,Delivered
POI00008921,PO0004313,MAT00150,7,208.96,1462.72,Delivered
POI00008922,PO0004313,MAT00216,207,135.14,27973.98,Delivered
POI00008923,PO0004314,MAT00291,8,304.85,2438.8,Delivered
POI00008924,PO0004314,MAT00276,15,58.52,877.8,Delivered
POI00008925,PO0004314,MAT00299,4,83.85,335.4,Partially Delivered
POI00008926,PO0004315,MAT00035,28,777.04,21757.12,Delivered
POI00008927,PO0004316,MAT00230,16,438.15,7010.4,Delivered
POI00008928,PO0004317,MAT00191,27,902.76,24374.52,Delivered
POI00008929,PO0004317,MAT00191,33,838.55,27672.15,Cancelled
POI00008930,PO0004317,MAT00191,31,938.06,29079.86,Delivered
POI00008931,PO0004318,MAT00112,13,487.08,6332.04,Delivered
POI00008932,PO0004319,MAT00151,14,247.0,3458.0,Delivered
POI00008933,PO0004319,MAT00155,3,641.99,1925.97,Delivered
POI00008934,PO0004319,MAT00175,18,1630.63,29351.34,Delivered
POI00008935,PO0004320,MAT00113,3,1328.72,3986.16,Delivered
POI00008936,PO0004321,MAT00236,6,203.38,1220.28,Delivered
POI00008937,PO0004321,MAT00128,11,97.39,1071.29,Delivered
POI00008938,PO0004322,MAT00186,15,268.02,4020.3,Cancelled
POI00008939,PO0004323,MAT00111,15,82.49,1237.35,Delivered
POI00008940,PO0004323,MAT00111,40,70.77,2830.8,Delivered
POI00008941,PO0004324,MAT00054,15,524.89,7873.35,Delivered
POI00008942,PO0004324,MAT00061,41,297.03,12178.23,Delivered
POI00008943,PO0004324,MAT00066,24,134.18,3220.32,Delivered
POI00008944,PO0004324,MAT00061,8,306.9,2455.2,Delivered
POI00008945,PO0004325,MAT00096,30,296.86,8905.8,Delivered
POI00008946,PO0004325,MAT00095,15,26.46,396.9,Delivered
POI00008947,PO0004326,MAT00281,14,66.68,933.52,Delivered
POI00008948,PO0004326,MAT00285,20,64.51,1290.2,Cancelled
POI00008949,PO0004326,MAT00285,34,70.14,2384.76,Delivered
POI00008950,PO0004326,MAT00281,60,77.2,4632.0,Pending
POI00008951,PO0004327,MAT00220,18,291.09,5239.62,Delivered
POI00008952,PO0004327,MAT00220,99,287.42,28454.58,Delivered
POI00008953,PO0004327,MAT00209,108,333.53,36021.24,Delivered
POI00008954,PO0004328,MAT00094,2,108.44,216.88,Cancelled
POI00008955,PO0004329,MAT00229,26,412.64,10728.64,Pending
POI00008956,PO0004329,MAT00230,39,432.62,16872.18,Pending
POI00008957,PO0004330,MAT00111,2,73.83,147.66,Cancelled
POI00008958,PO0004331,MAT00242,29,195.59,5672.11,Partially Delivered
POI00008959,PO0004332,MAT00251,18,140.45,2528.1,Delivered
POI00008960,PO0004333,MAT00169,56,418.96,23461.76,Delivered
POI00008961,PO0004334,MAT00093,11,566.21,6228.31,Delivered
POI00008962,PO0004334,MAT00093,2,531.15,1062.3,Delivered
POI00008963,PO0004335,MAT00113,25,1367.46,34186.5,Delivered
POI00008964,PO0004335,MAT00113,1,1323.69,1323.69,Delivered
POI00008965,PO0004335,MAT00110,32,556.82,17818.24,Delivered
POI00008966,PO0004336,MAT00240,84,632.32,53114.88,Pending
POI00008967,PO0004336,MAT00031,16,156.53,2504.48,Delivered
POI00008968,PO0004336,MAT00057,6,171.89,1031.34,Pending
POI00008969,PO0004337,MAT00158,4,1236.88,4947.52,Partially Delivered
POI00008970,PO0004337,MAT00158,29,1205.67,34964.43,Partially Delivered
POI00008971,PO0004337,MAT00158,20,1228.58,24571.6,Partially Delivered
POI00008972,PO0004337,MAT00158,59,1395.77,82350.43,Pending
POI00008973,PO0004338,MAT00019,7,303.56,2124.92,Delivered
POI00008974,PO0004339,MAT00150,81,196.88,15947.28,Partially Delivered
POI00008975,PO0004339,MAT00129,160,129.15,20664.0,Cancelled
POI00008976,PO0004339,MAT00139,6,148.86,893.16,Delivered
POI00008977,PO0004340,MAT00110,12,491.65,5899.8,Delivered
POI00008978,PO0004341,MAT00099,3,734.29,2202.87,Delivered
POI00008979,PO0004341,MAT00078,4,96.17,384.68,Delivered
POI00008980,PO0004342,MAT00005,5,257.16,1285.8,Cancelled
POI00008981,PO0004343,MAT00044,52,504.01,26208.52,Partially Delivered
POI00008982,PO0004343,MAT00044,37,549.54,20332.98,Pending
POI00008983,PO0004343,MAT00044,15,505.58,7583.7,Pending
POI00008984,PO0004344,MAT00261,19,2819.09,53562.71,Delivered
POI00008985,PO0004344,MAT00253,19,105.59,2006.21,Delivered
POI00008986,PO0004345,MAT00054,12,530.5,6366.0,Delivered
POI00008987,PO0004345,MAT00061,25,279.82,6995.5,Delivered
POI00008988,PO0004346,MAT00068,57,160.4,9142.8,Delivered
POI00008989,PO0004346,MAT00072,17,506.77,8615.09,Pending
POI00008990,PO0004346,MAT00063,19,203.0,3857.0,Delivered
POI00008991,PO0004346,MAT00074,42,235.54,9892.68,Partially Delivered
POI00008992,PO0004347,MAT00046,28,524.02,14672.56,Delivered
POI00008993,PO0004347,MAT00041,44,2689.35,118331.4,Delivered
POI00008994,PO0004347,MAT00038,61,761.82,46471.02,Delivered
POI00008995,PO0004348,MAT00201,15,165.17,2477.55,Delivered
POI00008996,PO0004348,MAT00201,315,158.52,49933.8,Delivered
POI00008997,PO0004348,MAT00201,5,137.27,686.35,Delivered
POI00008998,PO0004349,MAT00156,10,153.8,1538.0,Delivered
POI00008999,PO0004349,MAT00160,17,536.49,9120.33,Delivered
POI00009000,PO0004350,MAT00151,46,293.78,13513.88,Delivered
POI00009001,PO0004350,MAT00175,6,1584.99,9509.94,Delivered
POI00009002,PO0004350,MAT00161,25,363.71,9092.75,Delivered
POI00009003,PO0004350,MAT00155,6,661.49,3968.94,Delivered
POI00009004,PO0004351,MAT00035,104,681.31,70856.24,Delivered
POI00009005,PO0004351,MAT00027,71,208.54,14806.34,Delivered
POI00009006,PO0004352,MAT00218,33,63.84,2106.72,Delivered
POI00009007,PO0004353,MAT00179,4,96.26,385.04,Delivered
POI00009008,PO0004354,MAT00012,80,361.97,28957.6,Delivered
POI00009009,PO0004354,MAT00020,4,420.52,1682.08,Delivered
POI00009010,PO0004354,MAT00024,76,109.44,8317.44,Delivered
POI00009011,PO0004355,MAT00201,33,163.47,5394.51,Delivered
POI00009012,PO0004355,MAT00201,19,159.66,3033.54,Delivered
POI00009013,PO0004355,MAT00201,19,159.11,3023.09,Delivered
POI00009014,PO0004355,MAT00201,8,131.41,1051.28,Delivered
POI00009015,PO0004356,MAT00205,94,152.86,14368.84,Delivered
POI00009016,PO0004356,MAT00223,16,224.44,3591.04,Delivered
POI00009017,PO0004357,MAT00285,29,65.74,1906.46,Pending
POI00009018,PO0004357,MAT00298,10,32.51,325.1,Pending
POI00009019,PO0004358,MAT00269,82,266.82,21879.24,Delivered
POI00009020,PO0004359,MAT00234,86,244.67,21041.62,Cancelled
