po_id,supplier_id,po_date,expected_delivery_date,actual_delivery_date,po_status,total_amount
PO0003757,SUP0074,2026-01-30,2026-03-07,2026-03-04,Completed,25581.6
PO0003758,SUP0027,2025-06-30,2025-07-24,,In Progress,37454.65
PO0003759,SUP0081,2025-06-30,2025-07-21,,In Progress,663.49
PO0003760,SUP0027,2025-01-18,2025-02-12,2025-02-14,Completed,2601.55
PO0003761,SUP0055,2025-09-22,2025-10-24,2025-11-01,Completed,31493.88
PO0003762,SUP0082,2025-03-18,2025-04-18,2025-04-19,Completed,44397.12
PO0003763,SUP0008,2025-01-19,2025-02-02,2025-02-04,Completed,3381.48
PO0003764,SUP0040,2025-01-13,2025-01-19,2025-01-23,Completed,23629.79
PO0003765,SUP0046,2026-02-26,2026-04-14,2026-04-18,Delayed,14595.61
PO0003766,SUP0044,2025-08-31,2025-09-20,,In Progress,9705.19
PO0003767,SUP0011,2026-05-08,2026-05-13,,Pending Approval,7842.02
PO0003768,SUP0052,2026-02-28,2026-03-17,2026-03-13,Completed,656.05
PO0003769,SUP0086,2025-06-05,2025-07-08,,In Progress,49037.95
PO0003770,SUP0019,2025-03-08,2025-04-16,2025-04-18,Completed,16655.21
PO0003771,SUP0098,2026-03-01,2026-03-07,2026-03-08,Completed,4594.05
PO0003772,SUP0061,2025-01-29,2025-03-05,2025-03-11,Delayed,16894.64
PO0003773,SUP0094,2025-08-29,2025-10-14,2025-10-10,Completed,204.6
PO0003774,SUP0074,2026-05-20,2026-06-29,2026-06-30,Delayed,30493.57
PO0003775,SUP0006,2025-08-09,2025-09-09,2025-09-17,Delayed,5626.74
PO0003776,SUP0034,2025-02-03,2025-02-16,,In Progress,13899.3
PO0003777,SUP0096,2026-01-27,2026-02-18,2026-02-17,Completed,7899.73
PO0003778,SUP0042,2026-03-23,2026-03-28,2026-03-24,Completed,268498.12
PO0003779,SUP0042,2025-02-22,2025-03-17,2025-03-18,Completed,46096.16
PO0003780,SUP0005,2026-03-04,2026-04-12,2026-04-12,Completed,17768.19
PO0003781,SUP0029,2026-05-26,2026-06-16,2026-06-21,Completed,11513.88
PO0003782,SUP0012,2025-07-14,2025-07-27,,Cancelled,1826.48
PO0003783,SUP0024,2025-04-09,2025-04-14,,In Progress,16942.86
PO0003784,SUP0092,2026-05-13,2026-05-22,2026-05-17,Completed,4278.91
PO0003785,SUP0004,2026-02-25,2026-03-05,,Pending Approval,17015.81
PO0003786,SUP0033,2026-02-06,2026-03-02,,In Progress,14490.93
PO0003787,SUP0072,2025-10-15,2025-10-30,2025-10-27,Completed,20552.09
PO0003788,SUP0010,2025-01-27,2025-02-10,,In Progress,2809.06
PO0003789,SUP0069,2025-08-06,2025-08-11,,Cancelled,16759.86
PO0003790,SUP0035,2025-09-29,2025-11-09,2025-11-10,Completed,4335.15
PO0003791,SUP0017,2025-11-09,2025-12-01,2025-12-03,Completed,2196.22
PO0003792,SUP0078,2025-08-04,2025-09-06,,Cancelled,18882.73
PO0003793,SUP0098,2025-12-28,2026-01-15,2026-01-17,Completed,41097.0
PO0003794,SUP0091,2025-08-29,2025-09-05,2025-09-08,Completed,10429.41
PO0003795,SUP0009,2026-04-07,2026-05-19,2026-05-20,Completed,34401.46
PO0003796,SUP0060,2025-12-26,2026-01-08,2026-01-14,Completed,2613.78
PO0003797,SUP0016,2026-03-24,2026-04-08,2026-04-25,Delayed,9046.44
PO0003798,SUP0006,2025-07-18,2025-08-16,2025-08-17,Completed,445.96
PO0003799,SUP0039,2026-05-23,2026-06-11,2026-06-13,Completed,124683.51
PO0003800,SUP0025,2026-04-12,2026-05-12,,In Progress,12145.08
PO0003801,SUP0009,2025-03-25,2025-04-18,2025-04-28,Completed,14752.26
PO0003802,SUP0035,2025-02-26,2025-03-18,2025-03-13,Completed,29761.12
PO0003803,SUP0035,2025-03-18,2025-04-02,2025-04-02,Completed,19185.34
PO0003804,SUP0008,2026-01-12,2026-01-23,2026-02-11,Delayed,23824.4
PO0003805,SUP0099,2025-11-26,2025-12-10,2025-12-10,Completed,15180.56
PO0003806,SUP0098,2025-09-02,2025-09-26,,Cancelled,8346.18
PO0003807,SUP0030,2025-03-10,2025-03-30,2025-03-30,Completed,36851.65
PO0003808,SUP0014,2026-05-05,2026-05-23,2026-05-29,Completed,61232.11
PO0003809,SUP0023,2025-07-06,2025-07-29,,In Progress,54192.52
PO0003810,SUP0074,2025-12-16,2026-01-08,2026-01-09,Completed,32857.44
PO0003811,SUP0011,2026-04-13,2026-05-08,2026-05-15,Completed,507.25
PO0003812,SUP0085,2026-03-15,2026-04-17,,In Progress,120824.26
PO0003813,SUP0061,2026-02-27,2026-03-19,2026-03-21,Completed,5447.1
PO0003814,SUP0028,2025-07-13,2025-08-07,2025-08-07,Completed,22918.04
PO0003815,SUP0081,2025-12-04,2025-12-18,,Cancelled,35131.46
PO0003816,SUP0075,2025-12-27,2026-01-10,2026-01-19,Completed,7156.22
PO0003817,SUP0089,2025-09-18,2025-10-03,2025-10-19,Delayed,27346.9
PO0003818,SUP0079,2025-07-19,2025-08-19,2025-08-25,Completed,5773.19
PO0003819,SUP0080,2025-02-25,2025-03-20,2025-03-17,Completed,1796.86
PO0003820,SUP0030,2025-11-25,2026-01-03,2026-01-03,Completed,16035.93
PO0003821,SUP0028,2025-07-19,2025-08-01,,In Progress,4288.08
PO0003822,SUP0001,2025-09-03,2025-09-27,2025-09-26,Completed,23501.92
PO0003823,SUP0048,2026-04-24,2026-05-09,2026-05-04,Completed,15722.15
PO0003824,SUP0089,2025-02-16,2025-03-01,,In Progress,16076.8
PO0003825,SUP0043,2025-10-24,2025-10-29,2025-11-17,Delayed,34455.4
PO0003826,SUP0018,2025-09-30,2025-10-24,,Pending Approval,3415.68
PO0003827,SUP0033,2025-04-24,2025-05-19,2025-06-02,Delayed,2044.98
PO0003828,SUP0066,2025-12-20,2026-01-13,2026-01-08,Completed,38435.66
PO0003829,SUP0094,2026-05-25,2026-06-28,,In Progress,18211.91
PO0003830,SUP0033,2025-12-11,2026-01-19,2026-01-19,Completed,5147.22
PO0003831,SUP0008,2025-12-13,2026-01-01,2026-01-02,Completed,18474.19
PO0003832,SUP0098,2025-06-24,2025-07-13,,Cancelled,1044.89
PO0003833,SUP0049,2025-10-07,2025-11-06,2025-11-05,Completed,426.21
PO0003834,SUP0049,2025-09-27,2025-10-30,2025-10-30,Completed,73515.18
PO0003835,SUP0059,2025-12-19,2026-01-22,2026-02-03,Delayed,14808.43
PO0003836,SUP0063,2026-03-15,2026-04-13,2026-04-13,Completed,7722.13
PO0003837,SUP0010,2025-04-19,2025-04-24,2025-05-09,Delayed,597.6
PO0003838,SUP0089,2025-06-19,2025-06-24,2025-06-21,Completed,19923.8
PO0003839,SUP0043,2025-09-07,2025-09-25,2025-09-20,Completed,16417.16
PO0003840,SUP0020,2025-11-03,2025-11-20,2025-11-18,Completed,9287.51
PO0003841,SUP0070,2025-06-12,2025-07-09,2025-07-04,Completed,10372.86
PO0003842,SUP0054,2026-05-27,2026-06-30,2026-06-30,Delayed,390.9
PO0003843,SUP0094,2025-05-14,2025-06-06,2025-06-25,Delayed,8373.97
PO0003844,SUP0022,2026-05-16,2026-06-03,2026-06-10,Completed,1194.48
PO0003845,SUP0059,2025-09-15,2025-10-22,2025-10-22,Completed,6666.27
PO0003846,SUP0095,2025-01-18,2025-02-17,,In Progress,98760.8
PO0003847,SUP0014,2025-03-24,2025-04-23,2025-04-19,Completed,74669.35
PO0003848,SUP0049,2026-05-16,2026-06-20,2026-06-20,Completed,50531.91
PO0003849,SUP0070,2026-05-12,2026-06-16,2026-06-16,Completed,17701.84
PO0003850,SUP0087,2025-07-15,2025-08-03,,Cancelled,36235.45
PO0003851,SUP0071,2025-07-05,2025-07-29,2025-08-01,Completed,8313.36
PO0003852,SUP0057,2026-04-11,2026-04-30,,In Progress,10208.0
PO0003853,SUP0016,2026-02-15,2026-03-12,2026-03-12,Completed,38274.12
PO0003854,SUP0023,2025-09-12,2025-09-19,2025-09-17,Completed,12761.98
PO0003855,SUP0039,2025-11-09,2025-11-29,,Cancelled,2025.24
PO0003856,SUP0080,2025-11-08,2025-11-25,2025-11-22,Completed,6588.69
PO0003857,SUP0063,2025-04-21,2025-05-21,2025-05-18,Completed,11569.49
PO0003858,SUP0008,2026-01-26,2026-02-14,2026-02-14,Completed,9488.64
PO0003859,SUP0088,2025-09-07,2025-09-23,2025-09-18,Completed,22134.26
PO0003860,SUP0047,2025-11-29,2025-12-27,,Cancelled,99611.82
PO0003861,SUP0017,2025-06-25,2025-07-03,2025-06-30,Completed,14718.79
PO0003862,SUP0013,2026-01-11,2026-01-24,2026-01-26,Completed,50295.66
PO0003863,SUP0054,2025-03-29,2025-04-16,2025-04-22,Completed,2112.08
PO0003864,SUP0007,2025-02-28,2025-03-19,2025-03-14,Completed,4662.0
PO0003865,SUP0049,2025-07-18,2025-08-08,2025-08-06,Completed,9663.92
PO0003866,SUP0060,2025-01-15,2025-02-03,,In Progress,12761.35
PO0003867,SUP0090,2025-08-19,2025-08-26,2025-08-26,Completed,31226.54
PO0003868,SUP0094,2025-01-05,2025-01-31,2025-02-02,Completed,2678.06
PO0003869,SUP0007,2026-05-03,2026-06-01,2026-06-18,Delayed,39713.54
PO0003870,SUP0097,2025-12-20,2026-01-18,2026-01-22,Completed,11089.32
PO0003871,SUP0073,2025-01-18,2025-02-01,2025-01-30,Completed,15947.8
PO0003872,SUP0058,2025-07-31,2025-08-25,,Pending Approval,3418.61
PO0003873,SUP0077,2025-06-22,2025-07-20,2025-07-21,Completed,159835.61
PO0003874,SUP0014,2025-09-20,2025-11-01,2025-11-01,Completed,99106.12
PO0003875,SUP0085,2025-09-15,2025-10-04,2025-09-29,Completed,27625.94
PO0003876,SUP0033,2026-05-27,2026-06-01,,Cancelled,398.45
PO0003877,SUP0090,2025-09-09,2025-10-09,2025-10-09,Completed,3308.46
PO0003878,SUP0049,2025-07-30,2025-08-23,2025-08-22,Completed,75785.13
PO0003879,SUP0014,2026-01-06,2026-01-24,2026-02-01,Delayed,14682.76
PO0003880,SUP0044,2026-01-21,2026-01-26,2026-01-29,Completed,12168.34
PO0003881,SUP0026,2026-04-22,2026-05-24,2026-05-24,Completed,58824.24
PO0003882,SUP0093,2025-11-10,2025-12-19,2025-12-19,Completed,22552.56
PO0003883,SUP0088,2025-01-08,2025-02-10,2025-02-08,Completed,20102.3
PO0003884,SUP0045,2025-10-05,2025-11-16,,Cancelled,48645.9
PO0003885,SUP0071,2025-01-27,2025-03-07,,In Progress,11270.04
PO0003886,SUP0004,2025-01-30,2025-02-24,,Pending Approval,3464.09
PO0003887,SUP0078,2025-02-20,2025-03-26,2025-03-29,Completed,2298.78
PO0003888,SUP0014,2025-09-19,2025-10-09,2025-10-25,Delayed,60899.02
PO0003889,SUP0042,2025-10-18,2025-11-18,2025-11-23,Completed,38894.88
PO0003890,SUP0051,2025-10-25,2025-11-29,2025-11-28,Completed,7338.72
PO0003891,SUP0042,2025-03-11,2025-04-15,2025-05-01,Delayed,1164.16
PO0003892,SUP0089,2025-08-12,2025-09-13,,In Progress,15738.97
PO0003893,SUP0013,2025-12-30,2026-01-19,2026-02-04,Delayed,14170.72
PO0003894,SUP0034,2025-09-19,2025-11-01,2025-11-01,Completed,5205.3
PO0003895,SUP0081,2025-05-24,2025-05-29,2025-05-29,Completed,2519.95
PO0003896,SUP0053,2025-01-26,2025-03-01,,In Progress,33653.68
PO0003897,SUP0011,2026-03-10,2026-04-01,2026-04-01,Completed,3412.48
PO0003898,SUP0099,2025-01-14,2025-02-14,2025-02-14,Completed,15101.0
PO0003899,SUP0084,2025-10-11,2025-10-29,,In Progress,10300.09
PO0003900,SUP0009,2025-09-27,2025-10-14,2025-10-11,Completed,3637.2
PO0003901,SUP0034,2025-04-30,2025-05-31,,Cancelled,12173.85
PO0003902,SUP0080,2025-05-13,2025-06-14,2025-06-15,Completed,14339.68
PO0003903,SUP0058,2025-03-20,2025-04-20,,In Progress,13833.85
PO0003904,SUP0087,2025-02-08,2025-02-16,2025-02-16,Completed,7901.05
PO0003905,SUP0068,2025-03-04,2025-04-21,2025-04-26,Delayed,90167.56
PO0003906,SUP0084,2025-11-05,2025-11-28,2025-11-29,Completed,9298.42
PO0003907,SUP0097,2025-03-11,2025-03-26,2025-03-24,Completed,16911.29
PO0003908,SUP0077,2025-11-24,2025-12-30,2026-01-07,Completed,43054.05
PO0003909,SUP0041,2025-03-25,2025-04-11,2025-04-16,Completed,29512.4
PO0003910,SUP0098,2026-05-06,2026-06-12,2026-06-10,Completed,1949.78
PO0003911,SUP0065,2026-03-20,2026-04-12,2026-04-29,Delayed,20908.5
PO0003912,SUP0027,2026-04-06,2026-05-04,,In Progress,7442.74
PO0003913,SUP0072,2025-10-21,2025-11-18,,In Progress,46392.44
PO0003914,SUP0056,2026-01-09,2026-02-02,,Cancelled,6524.2
PO0003915,SUP0027,2026-05-16,2026-06-21,2026-06-25,Completed,102566.28
PO0003916,SUP0072,2025-06-16,2025-06-27,,In Progress,42845.65
PO0003917,SUP0023,2025-06-24,2025-07-09,,In Progress,450.26
PO0003918,SUP0066,2025-01-08,2025-02-08,2025-02-12,Delayed,81321.9
PO0003919,SUP0083,2025-06-20,2025-07-28,,In Progress,1267.65
PO0003920,SUP0046,2025-08-10,2025-09-09,2025-09-09,Completed,23055.3
PO0003921,SUP0053,2026-03-06,2026-04-04,2026-04-21,Delayed,38432.44
PO0003922,SUP0029,2025-05-19,2025-06-09,2025-06-21,Delayed,5819.16
PO0003923,SUP0056,2025-12-08,2026-01-11,2026-01-12,Completed,10217.87
PO0003924,SUP0100,2026-04-25,2026-05-12,,In Progress,6657.34
PO0003925,SUP0041,2026-04-26,2026-05-20,2026-05-20,Completed,11475.65
PO0003926,SUP0071,2025-08-02,2025-08-27,2025-08-31,Completed,16003.02
PO0003927,SUP0035,2025-07-10,2025-08-03,2025-08-03,Completed,15193.95
PO0003928,SUP0071,2026-02-13,2026-03-05,2026-03-23,Delayed,35951.27
PO0003929,SUP0074,2025-04-16,2025-05-08,2025-05-16,Completed,8106.9
PO0003930,SUP0016,2025-05-06,2025-06-08,2025-06-03,Completed,4904.69
PO0003931,SUP0006,2026-04-09,2026-05-16,2026-05-22,Completed,1371.75
PO0003932,SUP0033,2025-09-22,2025-10-20,2025-10-28,Delayed,26198.31
PO0003933,SUP0048,2025-06-05,2025-06-10,2025-06-10,Completed,15517.99
PO0003934,SUP0027,2025-10-29,2025-11-17,2025-11-24,Completed,30192.32
PO0003935,SUP0010,2026-02-21,2026-03-12,2026-03-11,Completed,7265.28
PO0003936,SUP0084,2026-01-30,2026-02-22,2026-03-02,Completed,1235.64
PO0003937,SUP0081,2026-05-24,2026-06-12,2026-06-21,Completed,9563.13
PO0003938,SUP0021,2025-06-25,2025-08-06,2025-08-08,Completed,21180.28
PO0003939,SUP0045,2025-11-17,2025-12-13,2025-12-08,Completed,6520.14
PO0003940,SUP0025,2025-11-07,2025-11-17,2025-11-18,Completed,7288.75
PO0003941,SUP0027,2026-03-31,2026-04-28,,In Progress,37563.3
PO0003942,SUP0059,2025-01-24,2025-02-21,,Cancelled,5272.39
PO0003943,SUP0040,2026-02-25,2026-03-22,2026-03-29,Completed,15621.12
PO0003944,SUP0047,2025-04-14,2025-05-02,,In Progress,31500.3
PO0003945,SUP0023,2025-11-03,2025-12-16,,In Progress,124512.91
PO0003946,SUP0050,2025-06-15,2025-07-03,2025-06-28,Completed,2522.19
PO0003947,SUP0019,2026-02-26,2026-03-16,,In Progress,82403.04
PO0003948,SUP0054,2025-07-14,2025-08-01,2025-08-05,Completed,47194.99
PO0003949,SUP0071,2026-02-23,2026-03-24,2026-03-29,Completed,41685.2
PO0003950,SUP0021,2026-05-19,2026-06-22,2026-06-30,Delayed,1861.09
PO0003951,SUP0031,2025-10-23,2025-12-04,2025-12-23,Delayed,13397.25
PO0003952,SUP0003,2025-09-01,2025-10-13,,In Progress,6484.96
PO0003953,SUP0085,2026-01-10,2026-02-03,2026-02-02,Completed,9723.26
PO0003954,SUP0066,2026-01-31,2026-03-12,2026-03-31,Delayed,58815.38
PO0003955,SUP0065,2025-01-30,2025-02-14,2025-02-09,Completed,25895.44
PO0003956,SUP0100,2025-03-06,2025-03-25,2025-04-07,Delayed,12890.8
PO0003957,SUP0017,2025-06-16,2025-07-11,2025-07-06,Completed,7075.74
PO0003958,SUP0077,2025-04-21,2025-05-24,,In Progress,46470.07
PO0003959,SUP0055,2026-05-10,2026-05-28,2026-05-25,Completed,16261.72
PO0003960,SUP0096,2026-01-17,2026-02-13,2026-02-20,Completed,5529.65
PO0003961,SUP0025,2025-10-06,2025-11-07,,Cancelled,22788.62
PO0003962,SUP0092,2025-06-01,2025-07-16,2025-07-13,Completed,919.98
PO0003963,SUP0022,2025-05-18,2025-06-11,,In Progress,12276.66
PO0003964,SUP0036,2025-06-29,2025-07-13,2025-07-08,Completed,10830.93
PO0003965,SUP0017,2025-05-18,2025-06-10,,In Progress,6968.66
PO0003966,SUP0092,2025-09-15,2025-10-18,2025-10-29,Delayed,3219.7
PO0003967,SUP0026,2025-09-25,2025-09-30,,In Progress,15024.72
PO0003968,SUP0091,2026-02-07,2026-03-02,2026-02-28,Completed,96651.44
PO0003969,SUP0021,2025-02-27,2025-03-30,2025-04-01,Completed,21884.62
PO0003970,SUP0055,2026-05-13,2026-06-09,,In Progress,33994.24
PO0003971,SUP0031,2025-12-13,2026-01-06,2026-01-08,Completed,12943.8
PO0003972,SUP0048,2025-09-20,2025-09-28,2025-10-04,Completed,7600.96
PO0003973,SUP0081,2025-07-09,2025-07-31,2025-08-14,Delayed,30.88
PO0003974,SUP0047,2026-02-23,2026-03-12,2026-03-11,Completed,48075.58
PO0003975,SUP0026,2025-04-01,2025-04-14,2025-05-04,Delayed,43864.84
PO0003976,SUP0050,2026-03-15,2026-03-30,,In Progress,46101.65
PO0003977,SUP0053,2026-04-15,2026-05-01,2026-05-21,Delayed,29552.56
PO0003978,SUP0016,2026-04-20,2026-05-10,2026-05-05,Completed,944.64
PO0003979,SUP0088,2025-05-13,2025-06-22,2025-06-22,Completed,12142.26
PO0003980,SUP0076,2025-01-25,2025-03-09,2025-03-19,Delayed,4427.48
PO0003981,SUP0032,2025-11-19,2025-12-15,2025-12-15,Completed,82153.57
PO0003982,SUP0001,2025-12-15,2026-01-08,2026-01-06,Completed,8863.36
PO0003983,SUP0077,2025-04-19,2025-04-24,2025-04-20,Completed,16522.66
PO0003984,SUP0073,2025-08-17,2025-09-06,2025-09-10,Completed,11275.66
PO0003985,SUP0049,2025-09-12,2025-09-21,2025-09-19,Completed,61956.05
PO0003986,SUP0016,2025-02-12,2025-03-06,2025-03-06,Completed,8186.3
PO0003987,SUP0021,2025-10-31,2025-11-30,2025-11-29,Completed,17070.6
PO0003988,SUP0013,2026-01-04,2026-01-27,,In Progress,33052.1
PO0003989,SUP0078,2025-02-12,2025-03-10,,In Progress,13033.82
PO0003990,SUP0036,2025-08-08,2025-09-04,2025-09-07,Completed,11410.56
PO0003991,SUP0086,2025-04-02,2025-04-19,2025-04-14,Completed,1880.81
PO0003992,SUP0009,2026-03-23,2026-04-17,2026-04-12,Completed,580.72
PO0003993,SUP0070,2026-05-28,2026-06-17,2026-06-16,Completed,39996.82
PO0003994,SUP0055,2025-10-29,2025-12-03,2025-12-04,Completed,45461.69
PO0003995,SUP0050,2025-07-23,2025-07-28,,In Progress,1525.0
PO0003996,SUP0054,2026-02-26,2026-04-08,,In Progress,441.14
PO0003997,SUP0028,2026-05-08,2026-05-23,2026-05-27,Completed,32770.51
PO0003998,SUP0036,2025-08-24,2025-10-01,,In Progress,25403.52
PO0003999,SUP0052,2025-08-10,2025-09-09,2025-09-25,Delayed,3540.16
PO0004000,SUP0017,2025-05-06,2025-06-11,2025-06-13,Completed,2144.26
PO0004001,SUP0067,2025-01-07,2025-02-01,2025-02-07,Completed,46982.13
PO0004002,SUP0084,2026-05-30,2026-06-20,2026-06-20,Completed,278.72
PO0004003,SUP0076,2026-04-20,2026-05-14,2026-05-17,Completed,60599.57
PO0004004,SUP0059,2025-07-24,2025-08-07,2025-08-08,Completed,12990.12
PO0004005,SUP0056,2026-04-09,2026-04-24,2026-04-22,Completed,89963.21
PO0004006,SUP0078,2025-04-15,2025-04-29,,In Progress,42410.72
PO0004007,SUP0031,2025-10-01,2025-10-08,2025-10-11,Delayed,11063.52
PO0004008,SUP0061,2026-02-13,2026-03-09,2026-03-08,Completed,9627.4
PO0004009,SUP0043,2026-03-24,2026-04-14,2026-04-15,Completed,2202.2
PO0004010,SUP0033,2025-06-19,2025-07-16,2025-07-13,Completed,5377.95
PO0004011,SUP0014,2025-03-26,2025-04-08,2025-04-09,Completed,22149.0
PO0004012,SUP0083,2025-06-10,2025-07-12,2025-07-30,Delayed,19534.83
PO0004013,SUP0027,2025-01-20,2025-02-06,,Pending Approval,1186.8
PO0004014,SUP0045,2026-03-31,2026-04-11,,Cancelled,5722.16
PO0004015,SUP0099,2025-01-30,2025-03-06,,In Progress,18313.37
PO0004016,SUP0041,2026-02-07,2026-02-26,,Cancelled,237.18
PO0004017,SUP0072,2026-05-07,2026-06-09,2026-06-11,Completed,5468.2
PO0004018,SUP0017,2025-06-28,2025-08-08,2025-08-14,Completed,5376.28
PO0004019,SUP0066,2025-11-01,2025-11-08,2025-11-10,Completed,8805.3
PO0004020,SUP0049,2025-01-12,2025-02-12,2025-02-10,Completed,62678.53
PO0004021,SUP0016,2026-05-25,2026-06-06,,Cancelled,90917.91
PO0004022,SUP0024,2026-01-29,2026-03-08,2026-03-07,Completed,13729.78
PO0004023,SUP0026,2025-10-07,2025-11-03,2025-11-03,Completed,1901.35
PO0004024,SUP0052,2025-08-02,2025-08-29,,In Progress,16819.98
PO0004025,SUP0032,2026-02-16,2026-02-22,2026-02-27,Delayed,53456.69
PO0004026,SUP0057,2025-03-05,2025-03-28,2025-03-31,Completed,14262.47
PO0004027,SUP0027,2025-10-03,2025-11-02,2025-11-07,Completed,1732.44
PO0004028,SUP0025,2025-02-26,2025-03-16,2025-03-16,Completed,897.72
PO0004029,SUP0088,2025-03-20,2025-04-15,2025-04-12,Completed,25593.14
PO0004030,SUP0094,2025-04-08,2025-04-28,2025-04-28,Completed,1296.07
PO0004031,SUP0093,2026-03-07,2026-03-28,2026-03-27,Completed,8969.64
PO0004032,SUP0071,2025-11-01,2025-12-01,,In Progress,112974.95
PO0004033,SUP0042,2026-02-05,2026-02-19,,In Progress,21280.16
PO0004034,SUP0079,2026-01-05,2026-01-15,2026-01-17,Completed,8171.96
PO0004035,SUP0075,2025-12-16,2026-01-22,,In Progress,9329.92
PO0004036,SUP0023,2026-02-10,2026-02-28,,In Progress,75554.31
PO0004037,SUP0030,2026-04-18,2026-05-27,2026-06-06,Delayed,10064.1
PO0004038,SUP0094,2025-09-06,2025-10-05,2025-10-03,Completed,11512.86
PO0004039,SUP0041,2025-09-24,2025-10-04,2025-10-04,Completed,114708.52
PO0004040,SUP0066,2025-02-16,2025-02-28,,In Progress,7317.97
PO0004041,SUP0063,2026-04-17,2026-05-10,2026-05-08,Completed,4237.66
PO0004042,SUP0023,2025-08-15,2025-09-02,2025-09-03,Completed,108256.64
PO0004043,SUP0064,2025-09-03,2025-09-25,2025-09-25,Completed,9006.49
PO0004044,SUP0052,2026-03-14,2026-04-22,,In Progress,16994.1
PO0004045,SUP0068,2025-03-01,2025-03-25,2025-03-22,Completed,283185.0
PO0004046,SUP0057,2025-06-05,2025-07-07,2025-07-06,Completed,9415.64
PO0004047,SUP0083,2026-04-20,2026-05-26,2026-05-30,Delayed,5240.34
PO0004048,SUP0046,2025-05-17,2025-05-31,2025-05-31,Completed,8558.42
PO0004049,SUP0100,2025-10-06,2025-11-05,,In Progress,13356.18
PO0004050,SUP0021,2026-05-28,2026-06-15,2026-06-24,Delayed,11649.92
PO0004051,SUP0013,2025-04-30,2025-06-01,,In Progress,46905.65
PO0004052,SUP0021,2025-04-19,2025-05-14,2025-05-11,Completed,1154.28
PO0004053,SUP0081,2025-05-14,2025-05-27,2025-05-30,Completed,52635.45
PO0004054,SUP0048,2025-07-24,2025-09-02,2025-08-31,Completed,1179.29
PO0004055,SUP0014,2025-01-13,2025-02-25,2025-02-28,Completed,106249.44
PO0004056,SUP0052,2025-05-13,2025-06-05,,Cancelled,8549.28
PO0004057,SUP0020,2026-02-27,2026-04-13,,Pending Approval,14967.79
PO0004058,SUP0012,2025-04-17,2025-05-07,2025-05-08,Completed,14469.98
PO0004059,SUP0085,2025-04-30,2025-06-10,,Cancelled,27149.37
PO0004060,SUP0045,2026-03-03,2026-03-26,2026-03-26,Completed,8579.76
PO0004061,SUP0079,2025-01-13,2025-02-06,2025-02-16,Delayed,787.08
PO0004062,SUP0019,2025-06-24,2025-07-11,2025-07-19,Delayed,30713.18
PO0004063,SUP0025,2026-02-27,2026-03-29,2026-03-28,Completed,3539.28
PO0004064,SUP0017,2025-12-15,2026-01-01,,In Progress,1968.6
PO0004065,SUP0023,2026-04-20,2026-05-18,2026-05-18,Completed,118941.04
PO0004066,SUP0022,2025-02-23,2025-03-08,2025-03-08,Completed,5748.49
PO0004067,SUP0028,2025-01-09,2025-01-28,2025-02-09,Delayed,42657.87
PO0004068,SUP0035,2025-06-22,2025-07-30,2025-07-29,Completed,6820.96
PO0004069,SUP0075,2025-01-29,2025-02-20,2025-02-21,Completed,61855.67
PO0004070,SUP0008,2026-02-08,2026-03-12,2026-03-31,Delayed,38573.22
PO0004071,SUP0026,2025-12-11,2026-01-12,2026-01-07,Completed,19326.01
PO0004072,SUP0100,2025-01-27,2025-02-11,2025-02-12,Completed,33002.01
PO0004073,SUP0021,2025-05-01,2025-05-23,2025-05-22,Completed,14947.57
PO0004074,SUP0011,2026-03-16,2026-04-21,2026-04-20,Completed,755.04
PO0004075,SUP0050,2025-10-13,2025-11-15,2025-11-18,Completed,11394.6
PO0004076,SUP0001,2026-01-16,2026-03-02,,Cancelled,32896.44
PO0004077,SUP0053,2025-10-11,2025-10-24,2025-10-20,Completed,33439.93
PO0004078,SUP0011,2025-08-05,2025-08-31,2025-09-02,Completed,15866.55
PO0004079,SUP0038,2026-04-09,2026-04-26,2026-05-01,Delayed,2162.58
PO0004080,SUP0039,2025-12-19,2026-01-19,,Cancelled,26672.19
PO0004081,SUP0025,2025-08-30,2025-10-01,2025-10-04,Delayed,8426.38
PO0004082,SUP0053,2025-12-02,2025-12-09,,In Progress,15471.06
PO0004083,SUP0087,2025-11-11,2025-11-29,2025-12-08,Delayed,5297.96
PO0004084,SUP0060,2025-08-26,2025-09-11,2025-09-23,Delayed,8114.4
PO0004085,SUP0032,2025-11-15,2025-12-10,2025-12-16,Delayed,60062.06
PO0004086,SUP0030,2026-03-28,2026-04-24,,Cancelled,2888.16
PO0004087,SUP0086,2025-11-23,2025-12-17,2025-12-18,Completed,14821.32
PO0004088,SUP0056,2025-07-18,2025-08-13,,In Progress,1557.76
PO0004089,SUP0021,2026-01-23,2026-02-04,2026-01-30,Completed,5199.32
PO0004090,SUP0052,2025-08-29,2025-09-20,2025-09-15,Completed,12641.16
PO0004091,SUP0051,2025-06-30,2025-07-05,2025-07-23,Delayed,17503.29
PO0004092,SUP0097,2025-12-08,2025-12-31,2025-12-31,Completed,16104.96
PO0004093,SUP0022,2026-05-31,2026-06-19,2026-06-14,Completed,38640.29
PO0004094,SUP0012,2025-10-06,2025-10-31,2025-10-28,Completed,1076.57
PO0004095,SUP0083,2025-04-21,2025-04-30,2025-04-25,Completed,11962.77
PO0004096,SUP0014,2025-09-17,2025-10-01,2025-10-01,Completed,15240.08
PO0004097,SUP0014,2025-10-16,2025-11-23,2025-11-27,Completed,3403.7
