downtime_id,machine_id,production_order_id,start_time,end_time,downtime_minutes,reason,downtime_category
DT003631,MC036,,2025-12-30 19:10:00,2025-12-30 19:27:00,17,Calibration,Planned
DT003632,MC015,PRD0003627,2025-12-21 04:40:00,2025-12-21 04:51:00,11,Operator Break,Planned
DT003633,MC012,PRD0003185,2025-09-30 18:00:00,2025-09-30 19:18:00,78,Software/PLC Fault,Unplanned
DT003634,MC011,,2025-06-15 14:10:00,2025-06-15 14:31:00,21,Calibration,Planned
DT003635,MC036,PRD0013981,2026-05-14 19:10:00,2026-05-14 20:01:00,51,Electrical Fault,Unplanned
DT003636,MC008,,2025-01-22 21:00:00,2025-01-22 23:31:00,151,Material Shortage,Unplanned
DT003637,MC018,,2025-02-14 14:20:00,2025-02-14 16:07:00,107,Software/PLC Fault,Unplanned
DT003638,MC001,PRD0016508,2025-09-08 08:30:00,2025-09-08 08:56:00,26,Operator Break,Planned
DT003639,MC037,,2025-03-02 00:30:00,2025-03-02 01:24:00,54,Scheduled Maintenance,Planned
DT003640,MC015,,2026-02-21 22:30:00,2026-02-21 23:07:00,37,Scheduled Maintenance,Planned
DT003641,MC025,,2025-09-18 17:20:00,2025-09-18 18:22:00,62,Electrical Fault,Unplanned
DT003642,MC028,PRD0019523,2025-11-01 22:30:00,2025-11-01 23:01:00,31,Material Shortage,Unplanned
DT003643,MC009,PRD0016661,2025-04-08 05:30:00,2025-04-08 05:39:00,9,Electrical Fault,Unplanned
DT003644,MC001,PRD0005875,2026-02-04 10:10:00,2026-02-04 10:38:00,28,Scheduled Maintenance,Planned
DT003645,MC002,PRD0019788,2025-02-09 03:00:00,2025-02-09 03:10:00,10,Tooling Change,Planned
DT003646,MC035,PRD0011086,2025-07-18 21:50:00,2025-07-18 22:00:00,10,Software/PLC Fault,Unplanned
DT003647,MC011,PRD0002208,2025-01-21 20:50:00,2025-01-21 21:32:00,42,Tooling Change,Planned
DT003648,MC007,PRD0007021,2025-03-20 10:30:00,2025-03-20 11:59:00,89,Software/PLC Fault,Unplanned
DT003649,MC039,PRD0018566,2025-12-06 04:30:00,2025-12-06 04:47:00,17,Power Outage,Unplanned
DT003650,MC047,,2025-05-13 16:20:00,2025-05-13 18:23:00,123,Material Shortage,Unplanned
DT003651,MC049,PRD0013883,2026-02-21 20:20:00,2026-02-21 20:30:00,10,Mechanical Failure,Unplanned
DT003652,MC023,PRD0014771,2025-01-04 00:10:00,2025-01-04 00:52:00,42,Power Outage,Unplanned
DT003653,MC018,PRD0000104,2025-03-12 14:00:00,2025-03-12 14:29:00,29,Operator Break,Planned
DT003654,MC018,,2025-08-12 02:50:00,2025-08-12 03:55:00,65,Scheduled Maintenance,Planned
DT003655,MC025,PRD0013351,2026-05-08 04:00:00,2026-05-08 04:49:00,49,Tooling Change,Planned
DT003656,MC004,PRD0011584,2026-03-15 21:40:00,2026-03-16 01:22:00,222,Software/PLC Fault,Unplanned
DT003657,MC029,,2025-05-25 01:20:00,2025-05-25 01:43:00,23,Software/PLC Fault,Unplanned
DT003658,MC033,PRD0002220,2026-03-08 18:00:00,2026-03-08 18:13:00,13,Software/PLC Fault,Unplanned
DT003659,MC048,,2026-04-04 10:00:00,2026-04-04 10:51:00,51,Mechanical Failure,Unplanned
DT003660,MC017,PRD0015664,2026-03-12 01:50:00,2026-03-12 01:57:00,7,Software/PLC Fault,Unplanned
DT003661,MC035,PRD0006066,2026-02-16 08:00:00,2026-02-16 08:20:00,20,Electrical Fault,Unplanned
DT003662,MC005,PRD0012507,2026-05-09 14:10:00,2026-05-09 15:00:00,50,Operator Break,Planned
DT003663,MC001,PRD0002639,2025-01-26 08:00:00,2025-01-26 08:48:00,48,Tooling Change,Planned
DT003664,MC033,,2025-07-15 19:10:00,2025-07-15 19:55:00,45,Operator Break,Planned
DT003665,MC019,PRD0000190,2025-01-03 14:50:00,2025-01-03 15:13:00,23,Mechanical Failure,Unplanned
DT003666,MC024,,2025-03-29 08:40:00,2025-03-29 09:11:00,31,Software/PLC Fault,Unplanned
DT003667,MC035,PRD0000545,2025-05-17 06:00:00,2025-05-17 07:43:00,103,Power Outage,Unplanned
DT003668,MC029,PRD0015008,2025-03-03 19:10:00,2025-03-03 19:31:00,21,Operator Break,Planned
DT003669,MC030,PRD0006540,2025-01-10 00:10:00,2025-01-10 01:02:00,52,Tooling Change,Planned
DT003670,MC039,PRD0012261,2026-04-19 06:10:00,2026-04-19 07:15:00,65,Operator Break,Planned
DT003671,MC006,PRD0014729,2026-05-22 12:50:00,2026-05-22 13:46:00,56,Scheduled Maintenance,Planned
DT003672,MC009,PRD0012658,2025-02-11 13:10:00,2025-02-11 13:32:00,22,Scheduled Maintenance,Planned
DT003673,MC025,,2025-05-31 15:10:00,2025-05-31 15:51:00,41,Electrical Fault,Unplanned
DT003674,MC020,PRD0007355,2025-06-21 03:50:00,2025-06-21 04:09:00,19,Tooling Change,Planned
DT003675,MC046,,2025-01-02 03:30:00,2025-01-02 04:13:00,43,Power Outage,Unplanned
DT003676,MC021,PRD0006044,2025-09-09 04:50:00,2025-09-09 05:39:00,49,Material Shortage,Unplanned
DT003677,MC044,,2025-01-27 05:10:00,2025-01-27 06:06:00,56,Power Outage,Unplanned
DT003678,MC020,PRD0011984,2025-10-23 07:40:00,2025-10-23 08:14:00,34,Software/PLC Fault,Unplanned
DT003679,MC050,PRD0010762,2025-10-26 10:20:00,2025-10-26 11:03:00,43,Mechanical Failure,Unplanned
DT003680,MC047,PRD0018447,2025-09-16 00:20:00,2025-09-16 03:17:00,177,Electrical Fault,Unplanned
DT003681,MC033,PRD0015659,2026-03-31 13:00:00,2026-03-31 13:33:00,33,Calibration,Planned
DT003682,MC016,PRD0011738,2025-06-12 12:40:00,2025-06-12 13:08:00,28,Calibration,Planned
DT003683,MC049,,2025-04-15 05:40:00,2025-04-15 06:30:00,50,Operator Break,Planned
DT003684,MC042,,2025-07-14 18:10:00,2025-07-14 18:41:00,31,Operator Break,Planned
DT003685,MC011,PRD0010652,2025-09-24 05:50:00,2025-09-24 06:27:00,37,Mechanical Failure,Unplanned
DT003686,MC004,PRD0002954,2026-01-13 00:30:00,2026-01-13 02:12:00,102,Power Outage,Unplanned
DT003687,MC021,PRD0014738,2025-08-04 18:10:00,2025-08-04 18:57:00,47,Scheduled Maintenance,Planned
DT003688,MC034,PRD0017477,2026-05-24 01:40:00,2026-05-24 01:59:00,19,Electrical Fault,Unplanned
DT003689,MC004,,2026-01-10 02:40:00,2026-01-10 02:53:00,13,Operator Break,Planned
DT003690,MC004,,2025-02-22 20:20:00,2025-02-22 20:51:00,31,Software/PLC Fault,Unplanned
DT003691,MC022,PRD0016659,2025-07-24 06:00:00,2025-07-24 07:01:00,61,Calibration,Planned
DT003692,MC001,,2026-05-09 18:00:00,2026-05-09 19:42:00,102,Material Shortage,Unplanned
DT003693,MC038,PRD0011880,2025-11-12 06:50:00,2025-11-12 07:54:00,64,Power Outage,Unplanned
DT003694,MC003,PRD0008066,2026-05-03 15:30:00,2026-05-03 16:16:00,46,Tooling Change,Planned
DT003695,MC046,PRD0005277,2025-08-17 01:40:00,2025-08-17 02:24:00,44,Mechanical Failure,Unplanned
DT003696,MC043,PRD0007600,2025-08-03 02:10:00,2025-08-03 03:02:00,52,Electrical Fault,Unplanned
DT003697,MC015,,2025-11-03 08:10:00,2025-11-03 08:41:00,31,Scheduled Maintenance,Planned
DT003698,MC024,PRD0011963,2025-05-14 05:30:00,2025-05-14 06:27:00,57,Scheduled Maintenance,Planned
DT003699,MC042,PRD0013910,2025-10-28 02:10:00,2025-10-28 03:12:00,62,Calibration,Planned
DT003700,MC021,PRD0012150,2025-06-22 10:10:00,2025-06-22 10:43:00,33,Calibration,Planned
DT003701,MC034,PRD0018700,2026-05-09 20:40:00,2026-05-09 20:50:00,10,Operator Break,Planned
DT003702,MC018,PRD0008908,2025-03-10 16:00:00,2025-03-10 17:20:00,80,Software/PLC Fault,Unplanned
DT003703,MC023,PRD0000939,2025-10-05 03:10:00,2025-10-05 03:41:00,31,Operator Break,Planned
DT003704,MC028,,2025-03-07 00:40:00,2025-03-07 04:26:00,226,Software/PLC Fault,Unplanned
DT003705,MC012,PRD0008638,2026-02-25 22:10:00,2026-02-25 22:58:00,48,Operator Break,Planned
DT003706,MC019,PRD0013591,2026-01-06 11:20:00,2026-01-06 11:45:00,25,Scheduled Maintenance,Planned
DT003707,MC038,PRD0012545,2025-09-27 15:10:00,2025-09-27 15:52:00,42,Tooling Change,Planned
DT003708,MC030,PRD0017476,2025-01-17 05:30:00,2025-01-17 07:28:00,118,Software/PLC Fault,Unplanned
DT003709,MC024,PRD0016044,2025-01-11 15:50:00,2025-01-11 16:12:00,22,Tooling Change,Planned
DT003710,MC033,PRD0006007,2025-10-10 13:40:00,2025-10-10 14:26:00,46,Operator Break,Planned
DT003711,MC049,,2026-05-28 05:40:00,2026-05-28 06:15:00,35,Material Shortage,Unplanned
DT003712,MC022,PRD0002243,2026-04-15 00:40:00,2026-04-15 04:17:00,217,Electrical Fault,Unplanned
DT003713,MC034,,2026-02-04 02:10:00,2026-02-04 03:56:00,106,Material Shortage,Unplanned
DT003714,MC005,,2025-05-16 19:10:00,2025-05-16 19:51:00,41,Power Outage,Unplanned
DT003715,MC047,PRD0006069,2025-08-09 20:00:00,2025-08-09 21:36:00,96,Software/PLC Fault,Unplanned
DT003716,MC009,PRD0007994,2025-06-02 06:30:00,2025-06-02 07:24:00,54,Operator Break,Planned
DT003717,MC020,PRD0018620,2026-01-03 01:40:00,2026-01-03 06:22:00,282,Power Outage,Unplanned
DT003718,MC034,,2026-06-11 20:40:00,2026-06-11 21:50:00,70,Scheduled Maintenance,Planned
DT003719,MC038,PRD0008010,2026-06-13 10:40:00,2026-06-13 11:39:00,59,Tooling Change,Planned
DT003720,MC016,PRD0012037,2025-07-06 16:40:00,2025-07-06 17:53:00,73,Calibration,Planned
DT003721,MC024,PRD0007523,2025-10-11 10:40:00,2025-10-11 11:28:00,48,Material Shortage,Unplanned
DT003722,MC049,PRD0014473,2025-11-13 04:30:00,2025-11-13 08:04:00,214,Material Shortage,Unplanned
DT003723,MC015,PRD0013268,2026-06-20 03:20:00,2026-06-20 04:45:00,85,Operator Break,Planned
DT003724,MC045,PRD0004512,2025-08-13 07:00:00,2025-08-13 08:52:00,112,Software/PLC Fault,Unplanned
DT003725,MC018,PRD0012285,2026-06-19 13:10:00,2026-06-19 13:59:00,49,Scheduled Maintenance,Planned
DT003726,MC036,PRD0004411,2025-08-31 05:50:00,2025-08-31 06:11:00,21,Calibration,Planned
DT003727,MC013,PRD0004156,2025-04-17 19:10:00,2025-04-17 19:32:00,22,Material Shortage,Unplanned
DT003728,MC007,PRD0010093,2025-05-04 09:20:00,2025-05-04 11:54:00,154,Material Shortage,Unplanned
DT003729,MC032,PRD0004757,2025-07-25 12:00:00,2025-07-25 14:43:00,163,Mechanical Failure,Unplanned
DT003730,MC012,PRD0008913,2025-05-02 03:50:00,2025-05-02 04:09:00,19,Power Outage,Unplanned
DT003731,MC017,,2026-04-18 00:50:00,2026-04-18 01:49:00,59,Mechanical Failure,Unplanned
DT003732,MC001,,2025-07-14 11:50:00,2025-07-14 12:19:00,29,Scheduled Maintenance,Planned
DT003733,MC046,,2025-03-08 14:50:00,2025-03-08 15:16:00,26,Calibration,Planned
DT003734,MC048,,2025-12-19 01:20:00,2025-12-19 02:19:00,59,Tooling Change,Planned
DT003735,MC016,PRD0002471,2025-07-17 15:30:00,2025-07-17 16:48:00,78,Operator Break,Planned
DT003736,MC014,PRD0000484,2025-01-03 09:40:00,2025-01-03 10:43:00,63,Operator Break,Planned
DT003737,MC006,PRD0000145,2025-12-11 02:40:00,2025-12-11 03:34:00,54,Software/PLC Fault,Unplanned
DT003738,MC022,PRD0011431,2025-10-07 09:00:00,2025-10-07 09:59:00,59,Operator Break,Planned
DT003739,MC021,,2025-12-17 04:50:00,2025-12-17 05:53:00,63,Tooling Change,Planned
DT003740,MC032,PRD0007731,2025-12-28 03:40:00,2025-12-28 04:34:00,54,Scheduled Maintenance,Planned
DT003741,MC042,,2025-07-09 16:20:00,2025-07-09 16:44:00,24,Material Shortage,Unplanned
DT003742,MC030,,2025-10-26 03:00:00,2025-10-26 03:19:00,19,Scheduled Maintenance,Planned
DT003743,MC026,PRD0016929,2025-05-11 06:20:00,2025-05-11 07:34:00,74,Scheduled Maintenance,Planned
DT003744,MC049,,2025-10-17 19:20:00,2025-10-17 19:58:00,38,Tooling Change,Planned
DT003745,MC026,,2026-01-21 02:30:00,2026-01-21 03:25:00,55,Scheduled Maintenance,Planned
DT003746,MC025,PRD0018635,2026-02-04 21:40:00,2026-02-04 22:23:00,43,Operator Break,Planned
DT003747,MC010,PRD0011255,2025-06-16 15:10:00,2025-06-16 20:41:00,331,Power Outage,Unplanned
DT003748,MC029,PRD0006043,2026-01-04 16:50:00,2026-01-04 17:55:00,65,Tooling Change,Planned
DT003749,MC015,PRD0010603,2025-06-16 07:00:00,2025-06-16 08:38:00,98,Material Shortage,Unplanned
DT003750,MC044,,2025-03-23 03:30:00,2025-03-23 04:11:00,41,Operator Break,Planned
DT003751,MC024,PRD0018633,2025-07-21 02:40:00,2025-07-21 03:48:00,68,Tooling Change,Planned
DT003752,MC029,PRD0005153,2025-09-08 10:50:00,2025-09-08 11:46:00,56,Material Shortage,Unplanned
DT003753,MC034,,2025-01-04 06:20:00,2025-01-04 06:48:00,28,Tooling Change,Planned
DT003754,MC025,PRD0019813,2025-09-17 03:20:00,2025-09-17 07:29:00,249,Electrical Fault,Unplanned
DT003755,MC039,,2026-05-27 11:00:00,2026-05-27 11:31:00,31,Mechanical Failure,Unplanned
DT003756,MC022,PRD0011029,2026-02-26 00:20:00,2026-02-26 01:04:00,44,Software/PLC Fault,Unplanned
DT003757,MC047,,2025-04-24 18:00:00,2025-04-24 20:12:00,132,Software/PLC Fault,Unplanned
DT003758,MC025,PRD0012124,2025-08-23 02:30:00,2025-08-23 03:29:00,59,Calibration,Planned
DT003759,MC036,PRD0003345,2025-12-30 15:10:00,2025-12-30 16:59:00,109,Material Shortage,Unplanned
DT003760,MC010,,2026-01-19 00:30:00,2026-01-19 01:13:00,43,Operator Break,Planned
DT003761,MC033,,2025-07-13 20:10:00,2025-07-13 20:37:00,27,Scheduled Maintenance,Planned
DT003762,MC037,PRD0015103,2025-11-21 15:30:00,2025-11-21 15:52:00,22,Material Shortage,Unplanned
DT003763,MC050,PRD0002100,2026-01-22 04:30:00,2026-01-22 04:42:00,12,Power Outage,Unplanned
DT003764,MC015,PRD0003202,2026-04-10 01:50:00,2026-04-10 02:21:00,31,Material Shortage,Unplanned
DT003765,MC017,PRD0004334,2025-08-06 07:00:00,2025-08-06 07:23:00,23,Scheduled Maintenance,Planned
DT003766,MC016,PRD0018935,2025-07-22 04:30:00,2025-07-22 09:32:00,302,Electrical Fault,Unplanned
DT003767,MC027,PRD0012886,2025-05-27 01:30:00,2025-05-27 03:23:00,113,Material Shortage,Unplanned
DT003768,MC034,,2026-06-28 05:20:00,2026-06-28 06:12:00,52,Material Shortage,Unplanned
DT003769,MC042,PRD0017917,2025-02-07 01:00:00,2025-02-07 01:26:00,26,Material Shortage,Unplanned
DT003770,MC042,PRD0009350,2026-03-05 13:40:00,2026-03-05 14:09:00,29,Scheduled Maintenance,Planned
DT003771,MC043,PRD0004684,2025-11-21 03:20:00,2025-11-21 04:43:00,83,Material Shortage,Unplanned
DT003772,MC028,PRD0018828,2026-01-27 06:40:00,2026-01-27 07:28:00,48,Material Shortage,Unplanned
DT003773,MC043,,2026-05-03 13:40:00,2026-05-03 14:25:00,45,Operator Break,Planned
DT003774,MC027,PRD0009290,2025-10-04 19:00:00,2025-10-04 19:24:00,24,Tooling Change,Planned
DT003775,MC042,PRD0003118,2025-01-30 14:30:00,2025-01-30 14:50:00,20,Power Outage,Unplanned
DT003776,MC007,PRD0008235,2026-03-27 12:00:00,2026-03-27 12:42:00,42,Calibration,Planned
DT003777,MC043,,2026-06-28 18:00:00,2026-06-28 19:23:00,83,Calibration,Planned
DT003778,MC030,,2026-02-24 11:10:00,2026-02-24 11:45:00,35,Power Outage,Unplanned
DT003779,MC002,PRD0019643,2026-06-28 18:50:00,2026-06-28 19:14:00,24,Mechanical Failure,Unplanned
DT003780,MC023,,2025-01-02 18:00:00,2025-01-02 18:25:00,25,Scheduled Maintenance,Planned
DT003781,MC019,,2025-12-08 08:20:00,2025-12-08 08:49:00,29,Software/PLC Fault,Unplanned
DT003782,MC039,PRD0018806,2025-10-06 09:20:00,2025-10-06 10:07:00,47,Power Outage,Unplanned
DT003783,MC017,PRD0009226,2026-05-28 22:50:00,2026-05-29 00:30:00,100,Electrical Fault,Unplanned
DT003784,MC008,PRD0010381,2025-01-25 20:20:00,2025-01-25 20:50:00,30,Software/PLC Fault,Unplanned
DT003785,MC022,PRD0012853,2026-05-15 00:10:00,2026-05-15 01:52:00,102,Electrical Fault,Unplanned
DT003786,MC020,,2026-06-14 14:20:00,2026-06-14 14:57:00,37,Power Outage,Unplanned
DT003787,MC012,PRD0001831,2025-12-04 05:00:00,2025-12-04 05:31:00,31,Calibration,Planned
DT003788,MC046,PRD0017686,2025-02-16 11:20:00,2025-02-16 11:50:00,30,Calibration,Planned
DT003789,MC010,PRD0019142,2026-01-03 19:00:00,2026-01-03 21:57:00,177,Software/PLC Fault,Unplanned
DT003790,MC044,PRD0015859,2025-11-15 16:10:00,2025-11-15 16:29:00,19,Material Shortage,Unplanned
DT003791,MC025,PRD0014680,2025-09-06 22:30:00,2025-09-06 23:35:00,65,Scheduled Maintenance,Planned
DT003792,MC024,PRD0010199,2025-10-11 20:20:00,2025-10-11 21:03:00,43,Operator Break,Planned
DT003793,MC049,PRD0006591,2025-12-19 09:20:00,2025-12-19 10:10:00,50,Electrical Fault,Unplanned
DT003794,MC015,PRD0004387,2026-06-30 04:20:00,2026-06-30 04:45:00,25,Electrical Fault,Unplanned
DT003795,MC002,,2025-06-25 15:40:00,2025-06-25 15:58:00,18,Mechanical Failure,Unplanned
DT003796,MC046,,2025-01-14 09:10:00,2025-01-14 09:52:00,42,Scheduled Maintenance,Planned
DT003797,MC045,PRD0017873,2025-08-11 19:50:00,2025-08-11 20:09:00,19,Electrical Fault,Unplanned
DT003798,MC013,PRD0009869,2026-01-17 19:30:00,2026-01-17 20:44:00,74,Operator Break,Planned
DT003799,MC017,PRD0007230,2025-06-06 00:40:00,2025-06-06 01:27:00,47,Electrical Fault,Unplanned
DT003800,MC010,,2026-05-28 09:20:00,2026-05-28 09:39:00,19,Calibration,Planned
DT003801,MC004,PRD0008741,2026-05-01 01:00:00,2026-05-01 02:48:00,108,Software/PLC Fault,Unplanned
DT003802,MC015,PRD0015614,2025-03-02 09:00:00,2025-03-02 09:14:00,14,Material Shortage,Unplanned
DT003803,MC016,PRD0013802,2025-07-28 17:00:00,2025-07-28 17:22:00,22,Operator Break,Planned
DT003804,MC019,,2025-03-12 07:00:00,2025-03-12 07:18:00,18,Mechanical Failure,Unplanned
DT003805,MC017,PRD0015511,2026-01-01 16:20:00,2026-01-01 16:57:00,37,Calibration,Planned
DT003806,MC005,PRD0014379,2026-05-15 06:20:00,2026-05-15 07:08:00,48,Tooling Change,Planned
DT003807,MC041,PRD0000633,2026-02-11 10:40:00,2026-02-11 10:50:00,10,Scheduled Maintenance,Planned
DT003808,MC011,,2025-01-22 21:40:00,2025-01-22 23:15:00,95,Power Outage,Unplanned
DT003809,MC023,PRD0005601,2025-04-27 06:50:00,2025-04-27 08:07:00,77,Tooling Change,Planned
DT003810,MC028,PRD0001026,2025-03-03 04:20:00,2025-03-03 04:55:00,35,Material Shortage,Unplanned
DT003811,MC030,,2025-09-16 22:30:00,2025-09-16 23:26:00,56,Operator Break,Planned
DT003812,MC021,PRD0012753,2025-02-22 02:10:00,2025-02-22 02:31:00,21,Operator Break,Planned
DT003813,MC018,,2025-08-09 12:40:00,2025-08-09 12:52:00,12,Electrical Fault,Unplanned
DT003814,MC028,PRD0000060,2025-02-28 06:30:00,2025-02-28 08:06:00,96,Scheduled Maintenance,Planned
DT003815,MC026,PRD0012161,2025-04-17 00:50:00,2025-04-17 01:33:00,43,Tooling Change,Planned
DT003816,MC007,PRD0017296,2025-04-13 19:10:00,2025-04-13 20:12:00,62,Scheduled Maintenance,Planned
DT003817,MC026,PRD0015808,2026-01-13 14:00:00,2026-01-13 14:37:00,37,Software/PLC Fault,Unplanned
DT003818,MC026,,2025-10-24 00:20:00,2025-10-24 01:08:00,48,Tooling Change,Planned
DT003819,MC027,,2025-08-05 05:10:00,2025-08-05 05:40:00,30,Power Outage,Unplanned
DT003820,MC020,,2026-05-23 11:20:00,2026-05-23 11:41:00,21,Material Shortage,Unplanned
DT003821,MC039,PRD0015336,2025-11-19 03:30:00,2025-11-19 04:19:00,49,Operator Break,Planned
DT003822,MC009,PRD0000063,2025-06-27 18:30:00,2025-06-27 18:56:00,26,Tooling Change,Planned
DT003823,MC028,,2025-04-13 12:00:00,2025-04-13 12:25:00,25,Scheduled Maintenance,Planned
DT003824,MC003,PRD0010617,2026-03-08 01:00:00,2026-03-08 02:12:00,72,Calibration,Planned
DT003825,MC002,PRD0009942,2025-11-11 22:00:00,2025-11-11 22:30:00,30,Mechanical Failure,Unplanned
DT003826,MC005,PRD0010189,2026-03-06 19:50:00,2026-03-06 20:15:00,25,Scheduled Maintenance,Planned
DT003827,MC023,PRD0009382,2026-06-17 01:20:00,2026-06-17 01:41:00,21,Scheduled Maintenance,Planned
DT003828,MC050,PRD0014411,2025-10-08 13:00:00,2025-10-08 13:15:00,15,Material Shortage,Unplanned
DT003829,MC040,,2026-03-14 03:40:00,2026-03-14 04:45:00,65,Calibration,Planned
DT003830,MC049,PRD0001120,2025-11-19 16:00:00,2025-11-19 17:05:00,65,Scheduled Maintenance,Planned
DT003831,MC047,PRD0001176,2025-04-09 11:00:00,2025-04-09 11:44:00,44,Material Shortage,Unplanned
DT003832,MC020,,2025-02-09 15:30:00,2025-02-09 15:47:00,17,Tooling Change,Planned
DT003833,MC005,PRD0018126,2025-08-13 00:00:00,2025-08-13 00:49:00,49,Scheduled Maintenance,Planned
DT003834,MC027,PRD0001637,2025-05-29 05:20:00,2025-05-29 06:24:00,64,Scheduled Maintenance,Planned
DT003835,MC038,,2025-12-01 19:10:00,2025-12-01 19:37:00,27,Power Outage,Unplanned
DT003836,MC002,PRD0011912,2025-02-23 22:30:00,2025-02-23 23:37:00,67,Electrical Fault,Unplanned
DT003837,MC045,,2025-10-08 19:50:00,2025-10-08 20:18:00,28,Operator Break,Planned
DT003838,MC035,PRD0009875,2025-11-05 09:10:00,2025-11-05 10:10:00,60,Tooling Change,Planned
DT003839,MC011,,2025-03-24 10:20:00,2025-03-24 10:57:00,37,Calibration,Planned
DT003840,MC012,PRD0003895,2025-09-14 20:40:00,2025-09-14 20:51:00,11,Material Shortage,Unplanned
DT003841,MC025,PRD0017184,2025-10-02 02:20:00,2025-10-02 04:13:00,113,Mechanical Failure,Unplanned
DT003842,MC019,,2025-02-05 10:00:00,2025-02-05 12:13:00,133,Power Outage,Unplanned
DT003843,MC002,PRD0016258,2026-04-03 04:10:00,2026-04-03 04:31:00,21,Mechanical Failure,Unplanned
DT003844,MC039,PRD0003282,2025-03-27 20:30:00,2025-03-27 21:40:00,70,Electrical Fault,Unplanned
DT003845,MC004,PRD0013850,2026-04-23 00:30:00,2026-04-23 01:11:00,41,Scheduled Maintenance,Planned
DT003846,MC028,,2025-08-16 19:50:00,2025-08-16 20:11:00,21,Mechanical Failure,Unplanned
DT003847,MC020,PRD0005772,2025-11-18 06:00:00,2025-11-18 06:17:00,17,Operator Break,Planned
DT003848,MC021,PRD0015456,2025-02-18 02:50:00,2025-02-18 04:38:00,108,Mechanical Failure,Unplanned
DT003849,MC049,,2026-05-02 17:10:00,2026-05-02 18:17:00,67,Tooling Change,Planned
DT003850,MC018,PRD0007059,2025-12-23 20:40:00,2025-12-23 21:11:00,31,Material Shortage,Unplanned
DT003851,MC004,PRD0019031,2025-09-15 14:20:00,2025-09-15 14:58:00,38,Operator Break,Planned
DT003852,MC007,,2026-03-09 12:30:00,2026-03-09 13:09:00,39,Tooling Change,Planned
DT003853,MC031,PRD0017732,2026-04-29 15:00:00,2026-04-29 16:20:00,80,Power Outage,Unplanned
DT003854,MC042,,2025-05-27 15:20:00,2025-05-27 16:21:00,61,Calibration,Planned
DT003855,MC031,PRD0017538,2025-03-21 07:50:00,2025-03-21 08:25:00,35,Operator Break,Planned
DT003856,MC006,PRD0003694,2025-05-09 12:00:00,2025-05-09 13:25:00,85,Power Outage,Unplanned
DT003857,MC041,PRD0005270,2025-10-04 05:30:00,2025-10-04 05:39:00,9,Power Outage,Unplanned
DT003858,MC015,PRD0011608,2025-09-27 01:10:00,2025-09-27 01:22:00,12,Scheduled Maintenance,Planned
DT003859,MC045,,2025-10-10 06:30:00,2025-10-10 06:57:00,27,Operator Break,Planned
DT003860,MC010,,2026-05-15 05:50:00,2026-05-15 06:20:00,30,Electrical Fault,Unplanned
DT003861,MC035,PRD0007630,2026-02-03 21:10:00,2026-02-03 21:24:00,14,Scheduled Maintenance,Planned
DT003862,MC010,,2025-03-19 09:30:00,2025-03-19 09:56:00,26,Software/PLC Fault,Unplanned
DT003863,MC028,PRD0004461,2025-11-24 03:30:00,2025-11-24 07:08:00,218,Software/PLC Fault,Unplanned
DT003864,MC046,PRD0000207,2025-02-19 13:40:00,2025-02-19 15:36:00,116,Mechanical Failure,Unplanned
DT003865,MC027,PRD0009234,2026-02-12 05:50:00,2026-02-12 06:27:00,37,Power Outage,Unplanned
DT003866,MC010,PRD0000663,2025-04-01 12:20:00,2025-04-01 12:48:00,28,Tooling Change,Planned
DT003867,MC039,,2025-06-12 07:50:00,2025-06-12 08:00:00,10,Operator Break,Planned
DT003868,MC026,PRD0014239,2026-01-08 04:50:00,2026-01-08 05:50:00,60,Software/PLC Fault,Unplanned
DT003869,MC011,PRD0018478,2025-09-26 22:30:00,2025-09-26 23:15:00,45,Software/PLC Fault,Unplanned
DT003870,MC037,PRD0005935,2026-03-09 15:20:00,2026-03-09 16:53:00,93,Software/PLC Fault,Unplanned
DT003871,MC003,PRD0002413,2025-04-17 02:10:00,2025-04-17 04:39:00,149,Software/PLC Fault,Unplanned
DT003872,MC024,,2025-12-10 11:10:00,2025-12-10 11:52:00,42,Electrical Fault,Unplanned
DT003873,MC011,PRD0004017,2025-12-08 09:50:00,2025-12-08 11:24:00,94,Mechanical Failure,Unplanned
DT003874,MC036,,2026-05-22 16:50:00,2026-05-22 17:49:00,59,Scheduled Maintenance,Planned
DT003875,MC043,,2025-12-12 09:00:00,2025-12-12 10:16:00,76,Power Outage,Unplanned
DT003876,MC018,,2026-03-28 20:10:00,2026-03-28 21:08:00,58,Scheduled Maintenance,Planned
DT003877,MC038,PRD0000686,2026-01-06 08:10:00,2026-01-06 08:28:00,18,Tooling Change,Planned
DT003878,MC025,,2026-05-18 04:50:00,2026-05-18 05:36:00,46,Electrical Fault,Unplanned
DT003879,MC020,,2025-11-06 02:40:00,2025-11-06 03:59:00,79,Software/PLC Fault,Unplanned
DT003880,MC009,PRD0012658,2025-02-11 14:20:00,2025-02-11 14:28:00,8,Material Shortage,Unplanned
DT003881,MC022,,2025-04-16 21:20:00,2025-04-16 22:16:00,56,Power Outage,Unplanned
DT003882,MC031,PRD0019754,2025-12-04 11:30:00,2025-12-04 11:37:00,7,Software/PLC Fault,Unplanned
DT003883,MC009,PRD0001744,2026-01-07 01:00:00,2026-01-07 02:25:00,85,Mechanical Failure,Unplanned
DT003884,MC030,,2025-12-21 02:50:00,2025-12-21 04:46:00,116,Software/PLC Fault,Unplanned
