alarm_id,elevator_id,timestamp,alarm_code,alarm_type,severity,resolved_flag,resolution_time_minutes
ALM0016860,ELV00493,2025-08-16 15:00:19,E707,Communication Loss,Medium,Y,28
ALM0016861,ELV00350,2025-12-09 17:57:24,E606,Brake Fault,High,Y,20
ALM0016862,ELV00355,2026-01-09 02:05:54,E101,Door Fault,High,N,
ALM0016863,ELV00357,2025-12-22 20:36:19,E303,Motor Overheat,Medium,Y,33
ALM0016864,ELV00191,2026-06-13 16:06:15,E505,Power Fault,Low,Y,59
ALM0016865,ELV00440,2026-04-02 10:07:15,E909,Leveling Error,Low,Y,48
ALM0016866,ELV00490,2025-03-29 14:03:18,E404,Excess Vibration,High,Y,97
ALM0016867,ELV00397,2026-04-12 16:53:59,E202,Overload,Medium,Y,8
ALM0016868,ELV00338,2026-06-21 08:10:08,E909,Leveling Error,Low,Y,9
ALM0016869,ELV00394,2026-02-13 01:15:35,E303,Motor Overheat,Medium,Y,17
ALM0016870,ELV00156,2025-09-27 04:13:33,E202,Overload,Low,Y,9
ALM0016871,ELV00175,2025-02-28 02:41:31,E505,Power Fault,High,Y,49
ALM0016872,ELV00140,2026-05-31 17:09:44,E909,Leveling Error,Medium,N,
ALM0016873,ELV00148,2025-12-26 23:53:18,E101,Door Fault,High,Y,55
ALM0016874,ELV00412,2026-05-19 05:53:34,E404,Excess Vibration,Medium,Y,28
ALM0016875,ELV00318,2026-01-18 12:37:12,E505,Power Fault,Low,N,
ALM0016876,ELV00240,2025-05-22 23:31:29,E505,Power Fault,Medium,Y,14
ALM0016877,ELV00153,2025-05-14 21:17:57,E505,Power Fault,Low,Y,28
ALM0016878,ELV00164,2025-05-20 16:46:57,E505,Power Fault,High,Y,102
ALM0016879,ELV00026,2026-04-26 02:04:30,E202,Overload,High,N,
ALM0016880,ELV00371,2025-12-05 23:02:13,E505,Power Fault,Medium,Y,46
ALM0016881,ELV00341,2025-11-09 16:51:31,E707,Communication Loss,Medium,Y,11
ALM0016882,ELV00422,2025-09-04 13:42:40,E202,Overload,Low,Y,33
ALM0016883,ELV00068,2025-07-07 03:21:37,E909,Leveling Error,Medium,Y,26
ALM0016884,ELV00059,2025-05-10 16:05:06,E303,Motor Overheat,Medium,Y,25
ALM0016885,ELV00152,2025-12-15 17:35:19,E606,Brake Fault,Low,Y,119
ALM0016886,ELV00034,2026-02-20 11:39:01,E707,Communication Loss,Medium,Y,25
ALM0016887,ELV00100,2025-01-10 02:47:36,E707,Communication Loss,Critical,Y,201
ALM0016888,ELV00232,2026-05-19 02:35:25,E303,Motor Overheat,Medium,Y,8
ALM0016889,ELV00438,2025-03-18 09:38:35,E606,Brake Fault,Low,N,
ALM0016890,ELV00456,2026-03-25 08:17:06,E707,Communication Loss,High,Y,15
ALM0016891,ELV00104,2025-05-05 07:06:52,E303,Motor Overheat,High,Y,104
ALM0016892,ELV00387,2025-07-15 23:33:13,E707,Communication Loss,Medium,Y,9
ALM0016893,ELV00468,2025-04-03 11:05:49,E707,Communication Loss,High,Y,90
ALM0016894,ELV00253,2026-03-25 05:54:10,E505,Power Fault,Low,Y,17
ALM0016895,ELV00113,2025-07-14 02:20:07,E101,Door Fault,Low,Y,25
ALM0016896,ELV00161,2025-10-12 19:22:52,E101,Door Fault,Medium,Y,33
ALM0016897,ELV00133,2026-04-07 16:37:05,E707,Communication Loss,Low,Y,19
ALM0016898,ELV00448,2025-03-24 02:12:36,E101,Door Fault,Low,Y,12
ALM0016899,ELV00457,2025-06-25 12:30:57,E909,Leveling Error,Medium,Y,14
ALM0016900,ELV00265,2026-03-18 04:50:29,E101,Door Fault,Medium,Y,15
ALM0016901,ELV00189,2025-01-15 05:10:46,E808,Speed Deviation,Medium,Y,20
ALM0016902,ELV00432,2025-08-31 23:26:32,E404,Excess Vibration,Medium,Y,22
ALM0016903,ELV00222,2025-04-04 03:54:49,E606,Brake Fault,Low,Y,18
ALM0016904,ELV00334,2025-06-12 21:09:53,E606,Brake Fault,Low,Y,12
ALM0016905,ELV00386,2026-06-19 17:43:56,E303,Motor Overheat,Medium,Y,10
ALM0016906,ELV00260,2025-10-12 18:45:26,E101,Door Fault,Low,Y,20
ALM0016907,ELV00204,2025-10-14 01:33:31,E101,Door Fault,Low,Y,41
ALM0016908,ELV00028,2026-04-04 05:08:03,E101,Door Fault,Medium,Y,40
ALM0016909,ELV00079,2025-10-01 05:50:54,E404,Excess Vibration,Low,Y,19
ALM0016910,ELV00095,2026-06-06 22:40:28,E808,Speed Deviation,Medium,Y,53
ALM0016911,ELV00359,2025-09-23 08:53:36,E909,Leveling Error,Medium,Y,44
ALM0016912,ELV00343,2025-12-06 16:50:35,E606,Brake Fault,High,Y,62
ALM0016913,ELV00230,2025-07-09 15:11:20,E808,Speed Deviation,High,Y,145
ALM0016914,ELV00069,2025-10-07 15:53:18,E303,Motor Overheat,Low,Y,11
ALM0016915,ELV00355,2025-12-20 02:59:49,E101,Door Fault,Medium,Y,41
ALM0016916,ELV00400,2025-04-29 16:11:56,E101,Door Fault,Low,Y,32
ALM0016917,ELV00338,2025-10-20 00:56:56,E808,Speed Deviation,Critical,Y,15
ALM0016918,ELV00380,2026-01-04 20:36:17,E808,Speed Deviation,Low,N,
ALM0016919,ELV00344,2025-09-25 03:37:41,E202,Overload,High,Y,66
ALM0016920,ELV00293,2026-06-13 12:56:08,E303,Motor Overheat,Critical,N,
ALM0016921,ELV00368,2025-09-27 20:56:58,E909,Leveling Error,Low,Y,24
ALM0016922,ELV00023,2025-01-06 11:21:52,E808,Speed Deviation,Medium,Y,25
ALM0016923,ELV00081,2025-02-15 13:39:39,E101,Door Fault,Low,Y,20
ALM0016924,ELV00357,2026-04-12 01:25:34,E202,Overload,Medium,Y,14
ALM0016925,ELV00404,2025-03-04 01:23:24,E606,Brake Fault,Medium,Y,18
ALM0016926,ELV00124,2025-08-30 09:49:19,E707,Communication Loss,Low,Y,18
ALM0016927,ELV00127,2026-01-31 03:52:56,E404,Excess Vibration,Medium,Y,50
ALM0016928,ELV00309,2026-01-16 23:04:25,E202,Overload,Low,Y,74
ALM0016929,ELV00158,2026-02-28 03:08:38,E101,Door Fault,Low,N,
ALM0016930,ELV00416,2026-04-11 19:48:36,E808,Speed Deviation,Low,Y,32
ALM0016931,ELV00075,2025-04-22 18:58:07,E202,Overload,High,Y,65
ALM0016932,ELV00016,2026-02-04 21:10:39,E202,Overload,Low,Y,17
ALM0016933,ELV00022,2025-09-03 18:04:36,E606,Brake Fault,High,Y,158
ALM0016934,ELV00401,2025-02-12 13:44:02,E303,Motor Overheat,Low,Y,14
ALM0016935,ELV00402,2025-05-14 13:18:44,E303,Motor Overheat,High,Y,22
ALM0016936,ELV00417,2025-11-25 08:53:58,E909,Leveling Error,Critical,Y,149
ALM0016937,ELV00229,2025-07-16 01:42:56,E606,Brake Fault,Low,Y,8
ALM0016938,ELV00213,2026-06-20 11:49:09,E303,Motor Overheat,Low,Y,43
ALM0016939,ELV00029,2026-03-29 03:45:16,E707,Communication Loss,Low,Y,39
ALM0016940,ELV00395,2026-01-24 14:04:38,E202,Overload,Medium,Y,13
ALM0016941,ELV00090,2025-02-25 09:29:33,E404,Excess Vibration,Low,Y,41
ALM0016942,ELV00419,2025-10-28 08:50:17,E606,Brake Fault,Medium,Y,70
ALM0016943,ELV00494,2025-07-14 08:29:23,E909,Leveling Error,Low,Y,43
ALM0016944,ELV00447,2026-01-07 22:13:43,E101,Door Fault,Medium,N,
ALM0016945,ELV00329,2025-10-24 11:33:28,E808,Speed Deviation,Medium,Y,19
ALM0016946,ELV00027,2026-06-13 10:47:50,E404,Excess Vibration,Medium,Y,21
ALM0016947,ELV00055,2026-03-05 04:52:09,E909,Leveling Error,Medium,Y,10
ALM0016948,ELV00244,2026-04-29 01:24:41,E606,Brake Fault,Medium,Y,40
ALM0016949,ELV00039,2025-09-22 02:03:13,E303,Motor Overheat,High,Y,85
ALM0016950,ELV00245,2026-01-26 22:45:22,E909,Leveling Error,Low,Y,35
ALM0016951,ELV00067,2026-02-17 09:19:43,E303,Motor Overheat,Medium,Y,27
ALM0016952,ELV00293,2025-03-22 02:49:58,E101,Door Fault,Low,Y,48
ALM0016953,ELV00269,2025-05-04 01:03:47,E707,Communication Loss,High,Y,164
ALM0016954,ELV00431,2026-03-08 03:02:28,E202,Overload,High,N,
ALM0016955,ELV00230,2026-02-11 14:04:15,E202,Overload,Medium,Y,21
ALM0016956,ELV00194,2026-01-29 12:45:00,E909,Leveling Error,Low,Y,26
ALM0016957,ELV00036,2025-08-29 23:33:58,E404,Excess Vibration,Low,Y,21
ALM0016958,ELV00303,2026-02-27 14:19:24,E707,Communication Loss,High,Y,25
ALM0016959,ELV00446,2025-05-25 14:50:39,E303,Motor Overheat,Low,Y,28
ALM0016960,ELV00473,2026-03-13 20:11:55,E909,Leveling Error,High,Y,53
ALM0016961,ELV00425,2025-02-26 06:11:54,E505,Power Fault,Medium,Y,12
ALM0016962,ELV00420,2026-04-18 07:54:16,E808,Speed Deviation,Low,Y,18
ALM0016963,ELV00394,2025-06-11 04:38:16,E404,Excess Vibration,Low,Y,12
ALM0016964,ELV00195,2026-05-02 03:14:23,E707,Communication Loss,Low,Y,23
ALM0016965,ELV00121,2026-03-20 01:32:51,E202,Overload,Medium,Y,22
ALM0016966,ELV00040,2026-05-27 10:22:25,E404,Excess Vibration,Medium,Y,12
ALM0016967,ELV00386,2025-01-14 03:52:20,E101,Door Fault,Medium,Y,22
ALM0016968,ELV00155,2025-12-09 15:01:48,E808,Speed Deviation,Low,Y,20
ALM0016969,ELV00342,2025-02-26 23:32:23,E202,Overload,High,Y,62
ALM0016970,ELV00308,2025-12-14 09:18:51,E606,Brake Fault,Medium,N,
ALM0016971,ELV00350,2025-06-26 07:46:18,E707,Communication Loss,Medium,Y,21
ALM0016972,ELV00430,2025-09-26 02:20:15,E404,Excess Vibration,Medium,Y,21
ALM0016973,ELV00342,2025-11-04 12:29:16,E404,Excess Vibration,Low,Y,39
ALM0016974,ELV00474,2026-02-23 12:15:07,E909,Leveling Error,Low,N,
ALM0016975,ELV00085,2025-10-26 19:59:56,E202,Overload,Low,Y,15
ALM0016976,ELV00024,2026-02-22 15:01:56,E404,Excess Vibration,High,Y,69
ALM0016977,ELV00445,2025-09-30 07:34:25,E707,Communication Loss,Low,Y,19
ALM0016978,ELV00087,2026-05-10 07:36:03,E303,Motor Overheat,Low,Y,14
ALM0016979,ELV00486,2025-11-23 09:59:54,E505,Power Fault,Medium,Y,27
ALM0016980,ELV00064,2025-09-05 09:02:03,E909,Leveling Error,Medium,Y,14
ALM0016981,ELV00269,2026-06-25 09:05:00,E909,Leveling Error,Medium,Y,16
ALM0016982,ELV00062,2026-01-30 19:45:00,E303,Motor Overheat,Low,Y,14
ALM0016983,ELV00205,2025-07-10 09:29:12,E303,Motor Overheat,Medium,Y,15
ALM0016984,ELV00400,2026-06-19 22:47:06,E202,Overload,Low,Y,13
ALM0016985,ELV00446,2026-05-30 18:00:05,E404,Excess Vibration,Low,Y,17
ALM0016986,ELV00233,2026-03-29 00:46:19,E606,Brake Fault,High,N,
ALM0016987,ELV00225,2025-06-07 09:09:55,E707,Communication Loss,High,Y,52
ALM0016988,ELV00355,2026-02-28 10:17:52,E505,Power Fault,Low,Y,20
ALM0016989,ELV00127,2025-09-22 14:18:18,E707,Communication Loss,Low,Y,6
ALM0016990,ELV00003,2025-03-18 12:10:31,E202,Overload,High,Y,82
ALM0016991,ELV00349,2026-05-26 20:59:39,E808,Speed Deviation,High,Y,98
ALM0016992,ELV00450,2025-07-30 01:23:47,E808,Speed Deviation,Medium,Y,23
ALM0016993,ELV00269,2026-05-15 09:31:19,E101,Door Fault,Critical,Y,94
ALM0016994,ELV00457,2025-10-04 23:52:18,E303,Motor Overheat,Low,Y,30
ALM0016995,ELV00312,2025-05-16 11:30:25,E707,Communication Loss,Medium,N,
ALM0016996,ELV00199,2025-10-03 22:29:39,E909,Leveling Error,Medium,Y,14
ALM0016997,ELV00121,2025-03-03 05:16:56,E404,Excess Vibration,Medium,Y,23
ALM0016998,ELV00126,2025-11-24 01:48:12,E808,Speed Deviation,High,Y,117
ALM0016999,ELV00026,2025-11-08 13:31:37,E808,Speed Deviation,Medium,Y,10
ALM0017000,ELV00179,2026-04-12 08:59:58,E808,Speed Deviation,High,Y,41
ALM0017001,ELV00390,2025-04-09 00:48:14,E707,Communication Loss,Medium,Y,16
ALM0017002,ELV00203,2025-02-06 04:48:30,E202,Overload,Low,Y,18
ALM0017003,ELV00113,2025-07-06 13:09:45,E505,Power Fault,Medium,Y,8
ALM0017004,ELV00438,2025-12-24 17:29:07,E606,Brake Fault,High,Y,80
ALM0017005,ELV00426,2026-03-21 11:01:47,E101,Door Fault,Medium,Y,26
ALM0017006,ELV00079,2026-06-15 04:55:05,E404,Excess Vibration,High,Y,19
ALM0017007,ELV00297,2025-05-12 11:09:58,E909,Leveling Error,Low,Y,20
ALM0017008,ELV00036,2025-09-18 05:48:33,E707,Communication Loss,Medium,N,
ALM0017009,ELV00437,2025-05-29 19:55:23,E303,Motor Overheat,Medium,Y,21
ALM0017010,ELV00430,2026-01-28 15:14:02,E404,Excess Vibration,Medium,Y,47
ALM0017011,ELV00301,2025-01-26 15:18:12,E202,Overload,Low,N,
ALM0017012,ELV00175,2025-08-18 10:34:53,E202,Overload,Low,Y,17
ALM0017013,ELV00297,2026-04-15 10:49:29,E303,Motor Overheat,High,Y,121
ALM0017014,ELV00364,2025-07-08 17:46:10,E909,Leveling Error,Low,N,
ALM0017015,ELV00189,2025-05-23 02:34:56,E606,Brake Fault,Low,Y,25
ALM0017016,ELV00432,2026-04-23 14:27:53,E202,Overload,Medium,Y,71
ALM0017017,ELV00369,2025-04-25 19:17:59,E404,Excess Vibration,Medium,Y,8
ALM0017018,ELV00063,2026-03-26 13:01:35,E606,Brake Fault,Low,N,
ALM0017019,ELV00381,2026-01-08 10:18:30,E606,Brake Fault,Low,Y,19
ALM0017020,ELV00295,2025-11-24 21:44:03,E909,Leveling Error,Low,Y,21
ALM0017021,ELV00185,2025-03-23 06:50:59,E505,Power Fault,Low,Y,47
ALM0017022,ELV00040,2026-02-28 05:37:14,E909,Leveling Error,Medium,Y,14
ALM0017023,ELV00400,2026-05-09 23:41:57,E909,Leveling Error,Low,Y,37
ALM0017024,ELV00140,2026-04-27 23:10:34,E202,Overload,Low,Y,20
ALM0017025,ELV00328,2025-08-01 17:22:43,E505,Power Fault,High,Y,369
ALM0017026,ELV00040,2026-05-13 15:54:44,E202,Overload,Medium,Y,23
ALM0017027,ELV00233,2025-07-27 00:50:49,E808,Speed Deviation,Low,Y,21
ALM0017028,ELV00382,2025-03-21 06:01:41,E909,Leveling Error,Low,Y,48
ALM0017029,ELV00444,2025-03-19 21:19:33,E202,Overload,Low,Y,24
ALM0017030,ELV00058,2025-10-10 07:08:14,E808,Speed Deviation,Low,Y,33
ALM0017031,ELV00364,2025-03-16 12:40:14,E202,Overload,Low,Y,25
ALM0017032,ELV00358,2025-06-10 02:43:42,E101,Door Fault,Low,Y,18
ALM0017033,ELV00211,2026-01-11 10:28:02,E404,Excess Vibration,Low,Y,25
ALM0017034,ELV00446,2026-05-17 02:53:50,E707,Communication Loss,Low,Y,14
ALM0017035,ELV00375,2025-03-23 11:17:46,E303,Motor Overheat,High,Y,84
ALM0017036,ELV00474,2026-01-05 11:53:57,E404,Excess Vibration,Medium,Y,47
ALM0017037,ELV00078,2025-09-11 04:34:29,E606,Brake Fault,High,Y,342
ALM0017038,ELV00324,2026-01-27 18:24:07,E404,Excess Vibration,High,N,
ALM0017039,ELV00185,2025-03-15 22:13:31,E303,Motor Overheat,Medium,Y,18
ALM0017040,ELV00209,2026-04-06 11:56:10,E101,Door Fault,High,Y,49
ALM0017041,ELV00470,2025-04-14 08:17:44,E808,Speed Deviation,High,Y,83
ALM0017042,ELV00400,2025-02-02 23:31:57,E808,Speed Deviation,Low,Y,19
ALM0017043,ELV00435,2025-10-31 09:23:16,E505,Power Fault,Medium,Y,29
ALM0017044,ELV00255,2025-10-01 19:38:19,E909,Leveling Error,Low,Y,12
ALM0017045,ELV00260,2026-05-04 07:26:16,E202,Overload,High,Y,15
ALM0017046,ELV00142,2026-04-20 18:12:03,E606,Brake Fault,Medium,Y,20
ALM0017047,ELV00414,2026-06-08 18:44:17,E202,Overload,Medium,Y,36
ALM0017048,ELV00350,2025-11-20 13:06:17,E202,Overload,Low,Y,56
ALM0017049,ELV00365,2025-03-24 22:38:50,E101,Door Fault,Low,Y,39
ALM0017050,ELV00283,2025-08-02 10:08:11,E606,Brake Fault,Low,Y,23
ALM0017051,ELV00160,2025-02-11 18:57:29,E101,Door Fault,High,Y,76
ALM0017052,ELV00129,2026-03-04 12:28:52,E404,Excess Vibration,Low,Y,12
ALM0017053,ELV00355,2026-02-27 16:13:31,E909,Leveling Error,Low,Y,39
ALM0017054,ELV00271,2025-10-22 17:16:47,E303,Motor Overheat,Medium,Y,14
ALM0017055,ELV00407,2025-01-15 23:18:40,E606,Brake Fault,Low,Y,6
ALM0017056,ELV00328,2025-08-24 03:56:00,E707,Communication Loss,Low,Y,11
ALM0017057,ELV00305,2025-11-20 16:57:22,E101,Door Fault,Medium,Y,63
ALM0017058,ELV00271,2025-10-13 08:40:33,E707,Communication Loss,Low,Y,10
ALM0017059,ELV00256,2026-02-21 11:12:11,E606,Brake Fault,Low,Y,14
ALM0017060,ELV00447,2025-01-30 17:36:22,E404,Excess Vibration,Medium,Y,7
ALM0017061,ELV00380,2025-11-22 04:32:48,E303,Motor Overheat,High,Y,76
ALM0017062,ELV00279,2025-12-21 05:53:26,E202,Overload,Low,Y,15
ALM0017063,ELV00457,2025-12-01 16:56:45,E505,Power Fault,Medium,Y,15
ALM0017064,ELV00025,2025-06-26 10:22:57,E505,Power Fault,High,Y,167
ALM0017065,ELV00034,2026-06-02 13:00:46,E101,Door Fault,Medium,Y,49
ALM0017066,ELV00443,2025-06-12 23:41:01,E909,Leveling Error,Low,Y,17
ALM0017067,ELV00433,2026-02-19 17:13:03,E404,Excess Vibration,High,Y,22
ALM0017068,ELV00350,2025-03-21 08:47:46,E707,Communication Loss,High,N,
ALM0017069,ELV00089,2025-11-12 03:42:28,E909,Leveling Error,Low,Y,51
ALM0017070,ELV00027,2026-05-11 18:27:21,E909,Leveling Error,Medium,Y,10
ALM0017071,ELV00446,2025-11-28 21:14:58,E505,Power Fault,Low,Y,14
ALM0017072,ELV00119,2025-12-29 05:32:12,E707,Communication Loss,High,Y,126
ALM0017073,ELV00255,2026-02-21 03:14:07,E404,Excess Vibration,Medium,Y,26
ALM0017074,ELV00451,2025-09-24 04:19:27,E909,Leveling Error,Low,Y,19
ALM0017075,ELV00270,2025-07-24 23:44:35,E404,Excess Vibration,Medium,Y,15
ALM0017076,ELV00276,2026-05-04 09:24:18,E101,Door Fault,Medium,Y,29
ALM0017077,ELV00419,2026-02-12 13:31:36,E303,Motor Overheat,Low,Y,16
ALM0017078,ELV00221,2025-01-18 09:46:40,E404,Excess Vibration,High,Y,70
ALM0017079,ELV00403,2026-06-01 20:00:57,E303,Motor Overheat,Low,Y,12
ALM0017080,ELV00327,2025-10-07 00:33:12,E404,Excess Vibration,Low,N,
ALM0017081,ELV00453,2025-04-16 19:04:35,E505,Power Fault,Low,Y,11
ALM0017082,ELV00067,2025-12-02 21:59:36,E202,Overload,High,Y,15
ALM0017083,ELV00058,2025-08-11 22:06:00,E404,Excess Vibration,Low,Y,18
ALM0017084,ELV00408,2025-06-12 01:00:29,E909,Leveling Error,Medium,Y,38
ALM0017085,ELV00296,2025-11-11 20:30:38,E101,Door Fault,High,N,
ALM0017086,ELV00299,2025-01-07 23:32:39,E909,Leveling Error,Low,Y,29
ALM0017087,ELV00233,2026-06-23 17:11:28,E101,Door Fault,High,Y,47
ALM0017088,ELV00357,2025-11-21 15:36:19,E909,Leveling Error,Low,Y,11
ALM0017089,ELV00438,2025-09-19 21:31:42,E404,Excess Vibration,Medium,Y,29
ALM0017090,ELV00410,2025-03-03 00:37:31,E707,Communication Loss,Medium,Y,29
ALM0017091,ELV00500,2025-05-16 15:16:52,E202,Overload,Critical,N,
ALM0017092,ELV00388,2026-03-10 00:33:52,E909,Leveling Error,Critical,Y,107
ALM0017093,ELV00477,2025-08-09 12:51:44,E707,Communication Loss,Low,Y,15
ALM0017094,ELV00159,2026-05-01 08:36:26,E101,Door Fault,Low,Y,6
ALM0017095,ELV00191,2026-06-11 07:36:37,E707,Communication Loss,Low,Y,35
ALM0017096,ELV00226,2025-07-04 12:16:07,E808,Speed Deviation,High,Y,19
ALM0017097,ELV00413,2026-06-05 02:21:01,E707,Communication Loss,Medium,Y,7
ALM0017098,ELV00118,2025-10-17 08:58:04,E808,Speed Deviation,Medium,Y,16
ALM0017099,ELV00024,2026-02-05 06:45:58,E707,Communication Loss,Low,Y,15
ALM0017100,ELV00319,2025-07-31 05:17:34,E707,Communication Loss,Low,Y,11
ALM0017101,ELV00149,2026-01-27 15:44:31,E101,Door Fault,Critical,Y,77
ALM0017102,ELV00359,2026-03-26 08:22:42,E101,Door Fault,High,N,
ALM0017103,ELV00009,2025-08-15 21:48:12,E404,Excess Vibration,Low,Y,42
ALM0017104,ELV00190,2026-01-30 02:20:41,E202,Overload,Medium,Y,15
ALM0017105,ELV00190,2026-01-31 06:19:26,E707,Communication Loss,High,Y,47
ALM0017106,ELV00334,2025-09-30 16:15:56,E202,Overload,Low,Y,21
ALM0017107,ELV00053,2026-03-05 09:24:15,E606,Brake Fault,Critical,Y,83
ALM0017108,ELV00257,2026-05-29 21:57:26,E303,Motor Overheat,Low,Y,28
ALM0017109,ELV00362,2026-02-06 16:28:58,E606,Brake Fault,Low,Y,30
ALM0017110,ELV00460,2025-02-16 18:21:06,E909,Leveling Error,Medium,Y,18
ALM0017111,ELV00376,2026-06-05 01:06:45,E606,Brake Fault,Critical,Y,42
ALM0017112,ELV00470,2025-03-23 07:17:07,E505,Power Fault,Low,Y,16
ALM0017113,ELV00195,2026-01-03 14:17:48,E202,Overload,Medium,Y,15
ALM0017114,ELV00152,2026-01-10 14:24:14,E202,Overload,Low,Y,11
ALM0017115,ELV00043,2025-10-20 03:51:05,E505,Power Fault,High,Y,160
ALM0017116,ELV00127,2026-01-13 06:02:55,E101,Door Fault,Medium,Y,12
ALM0017117,ELV00306,2025-02-23 07:25:26,E101,Door Fault,Medium,Y,18
ALM0017118,ELV00078,2025-04-25 18:43:31,E707,Communication Loss,High,Y,32
ALM0017119,ELV00011,2025-06-22 17:00:43,E303,Motor Overheat,Low,Y,27
ALM0017120,ELV00199,2026-05-31 09:10:45,E606,Brake Fault,Low,Y,28
ALM0017121,ELV00432,2026-01-24 07:20:04,E303,Motor Overheat,High,Y,15
ALM0017122,ELV00002,2025-06-05 11:11:20,E505,Power Fault,Low,Y,12
ALM0017123,ELV00448,2026-05-14 03:18:46,E202,Overload,Critical,Y,24
ALM0017124,ELV00040,2026-04-14 00:25:40,E101,Door Fault,Low,Y,31
ALM0017125,ELV00397,2025-08-01 15:50:19,E505,Power Fault,Low,Y,28
ALM0017126,ELV00417,2026-01-18 10:57:43,E101,Door Fault,Low,N,
ALM0017127,ELV00009,2025-11-04 14:52:12,E303,Motor Overheat,Low,Y,26
ALM0017128,ELV00098,2025-04-16 01:27:31,E808,Speed Deviation,Critical,N,
ALM0017129,ELV00248,2025-07-09 17:05:11,E202,Overload,Medium,Y,49
ALM0017130,ELV00207,2026-04-02 10:24:08,E707,Communication Loss,Low,Y,19
ALM0017131,ELV00408,2026-02-10 06:41:56,E808,Speed Deviation,High,Y,532
ALM0017132,ELV00042,2026-06-28 07:45:06,E606,Brake Fault,Medium,Y,46
ALM0017133,ELV00143,2025-05-06 19:31:25,E303,Motor Overheat,Low,Y,8
ALM0017134,ELV00377,2026-06-08 19:37:29,E101,Door Fault,High,Y,42
ALM0017135,ELV00141,2026-03-03 16:38:41,E505,Power Fault,Medium,Y,11
ALM0017136,ELV00351,2025-05-13 07:32:10,E404,Excess Vibration,Critical,N,
ALM0017137,ELV00242,2025-02-03 23:26:06,E202,Overload,High,Y,15
ALM0017138,ELV00420,2026-05-08 05:06:16,E404,Excess Vibration,High,Y,70
ALM0017139,ELV00209,2025-06-17 17:00:06,E101,Door Fault,High,Y,42
ALM0017140,ELV00215,2026-05-23 00:46:11,E101,Door Fault,Medium,Y,5
ALM0017141,ELV00226,2025-06-09 02:17:19,E606,Brake Fault,Medium,Y,63
ALM0017142,ELV00367,2026-05-21 20:45:41,E202,Overload,Medium,Y,19
ALM0017143,ELV00271,2026-04-26 07:16:35,E101,Door Fault,High,Y,24
ALM0017144,ELV00144,2026-02-02 09:45:27,E404,Excess Vibration,Medium,Y,20
ALM0017145,ELV00214,2025-08-30 21:50:15,E202,Overload,Critical,Y,18
ALM0017146,ELV00350,2025-02-28 19:02:36,E505,Power Fault,Medium,Y,18
ALM0017147,ELV00204,2026-04-28 08:21:08,E505,Power Fault,Medium,Y,22
ALM0017148,ELV00496,2025-06-13 12:36:06,E808,Speed Deviation,High,Y,31
ALM0017149,ELV00012,2025-11-02 21:23:51,E303,Motor Overheat,Low,Y,39
ALM0017150,ELV00164,2025-06-05 23:30:12,E202,Overload,Critical,N,
ALM0017151,ELV00482,2026-05-29 21:37:05,E303,Motor Overheat,Medium,Y,46
ALM0017152,ELV00150,2025-11-08 00:33:38,E909,Leveling Error,Medium,Y,39
ALM0017153,ELV00352,2025-07-25 03:23:47,E303,Motor Overheat,High,Y,29
ALM0017154,ELV00295,2025-05-13 19:04:27,E202,Overload,Medium,Y,20
ALM0017155,ELV00040,2026-05-04 17:02:11,E404,Excess Vibration,Low,Y,24
ALM0017156,ELV00247,2025-03-30 23:08:51,E505,Power Fault,Medium,Y,6
ALM0017157,ELV00073,2025-03-11 15:10:27,E303,Motor Overheat,High,Y,66
ALM0017158,ELV00040,2026-06-20 07:36:32,E404,Excess Vibration,Medium,Y,35
ALM0017159,ELV00469,2026-06-29 06:19:36,E505,Power Fault,Low,Y,12
ALM0017160,ELV00458,2026-05-25 12:10:20,E808,Speed Deviation,Low,Y,6
ALM0017161,ELV00343,2025-11-21 02:33:35,E202,Overload,Medium,Y,90
ALM0017162,ELV00127,2026-06-06 17:20:31,E505,Power Fault,Low,Y,20
ALM0017163,ELV00456,2026-05-04 04:49:06,E606,Brake Fault,Medium,Y,7
ALM0017164,ELV00253,2025-05-19 10:43:44,E909,Leveling Error,High,Y,49
ALM0017165,ELV00272,2025-12-19 04:52:46,E303,Motor Overheat,Low,Y,10
ALM0017166,ELV00493,2025-01-04 14:31:03,E606,Brake Fault,Critical,Y,115
ALM0017167,ELV00162,2026-05-17 02:42:57,E808,Speed Deviation,Low,Y,7
ALM0017168,ELV00460,2025-09-27 01:03:07,E606,Brake Fault,Low,Y,38
ALM0017169,ELV00401,2025-02-05 17:33:43,E101,Door Fault,Critical,Y,79
ALM0017170,ELV00402,2025-08-01 01:29:39,E909,Leveling Error,Medium,Y,21
ALM0017171,ELV00391,2026-01-28 21:33:42,E909,Leveling Error,Low,Y,36
ALM0017172,ELV00298,2026-01-21 11:31:26,E909,Leveling Error,Medium,Y,11
ALM0017173,ELV00131,2025-12-16 06:43:34,E101,Door Fault,High,Y,24
ALM0017174,ELV00415,2025-08-08 13:13:27,E606,Brake Fault,High,N,
ALM0017175,ELV00162,2025-11-18 06:50:57,E606,Brake Fault,Medium,Y,8
ALM0017176,ELV00088,2025-09-14 22:22:17,E404,Excess Vibration,Medium,Y,50
ALM0017177,ELV00282,2025-10-18 01:22:50,E808,Speed Deviation,Medium,Y,18
ALM0017178,ELV00362,2026-06-29 01:48:37,E505,Power Fault,Medium,Y,27
