inspection_id,production_order_id,product_id,inspection_date,inspected_quantity,defect_quantity,defect_rate,quality_status,defect_type
QI0014063,PRD0014063,TG11,2025-08-29,126,2,0.0159,Pass,Material Crack
QI0014064,PRD0014064,MZ-TG-A27,2025-10-18,19,1,0.0526,Conditional Pass,Dimensional Deviation
QI0014065,PRD0014065,MZ-TG-A26,2025-08-19,79,3,0.038,Conditional Pass,Dimensional Deviation
QI0014066,PRD0014066,MZ-TG-Y120,2025-03-04,62,3,0.0484,Conditional Pass,Electrical Fault
QI0014067,PRD0014067,MZ-FG-M550,2026-04-25,69,3,0.0435,Conditional Pass,Paint Inconsistency
QI0014068,PRD0014068,M-01,2025-05-06,39,2,0.0513,Conditional Pass,Wiring Fault
QI0014069,PRD0014069,MZ-FG-C21,2025-07-17,109,7,0.0642,Conditional Pass,Dimensional Deviation
QI0014070,PRD0014070,FG226,2026-02-24,58,1,0.0172,Pass,Paint Inconsistency
QI0014071,PRD0014071,MZ-FG-R200,2025-01-15,37,1,0.027,Pass,Material Crack
QI0014072,PRD0014072,MZ-FG-P010,2025-07-25,38,0,0.0,Pass,None
QI0014073,PRD0014073,MZ-TG-SR01,2026-04-24,124,17,0.1371,Fail,Dimensional Deviation
QI0014074,PRD0014074,MZ-TG-SR01,2025-12-29,38,2,0.0526,Conditional Pass,Paint Inconsistency
QI0014075,PRD0014075,MZ-FG-R300,2025-10-21,29,1,0.0345,Conditional Pass,Surface Scratch
QI0014076,PRD0014076,MZ-FG-C21,2025-07-11,18,0,0.0,Pass,None
QI0014077,PRD0014077,MZ-TG-SR01,2025-08-30,36,2,0.0556,Conditional Pass,Wiring Fault
QI0014078,PRD0014078,MZ-TG-E202,2025-12-11,43,1,0.0233,Pass,Weld Defect
QI0014079,PRD0014079,MZ-FG-M550,2025-08-16,4,0,0.0,Pass,None
QI0014080,PRD0014080,MZ-FG-R200,2025-02-26,33,0,0.0,Pass,None
QI0014081,PRD0014081,CM-FL-V00,2025-11-10,32,2,0.0625,Conditional Pass,Material Crack
QI0014082,PRD0014082,MZ-FG-M500,2026-05-26,36,1,0.0278,Pass,Assembly Misalignment
QI0014083,PRD0014083,MZ-FG-M500,2026-02-01,79,1,0.0127,Pass,Wiring Fault
QI0014084,PRD0014084,MZ-FG-M500,2025-10-07,69,4,0.058,Conditional Pass,Paint Inconsistency
QI0014085,PRD0014085,M1,2026-01-23,40,2,0.05,Conditional Pass,Electrical Fault
QI0014086,PRD0014086,MZ-TG-A25,2025-09-19,15,1,0.0667,Conditional Pass,Weld Defect
QI0014087,PRD0014087,MZ-FG-R200,2026-03-21,1,0,0.0,Pass,None
QI0014088,PRD0014088,MZ-FG-E103,2026-01-25,18,0,0.0,Pass,None
QI0014089,PRD0014089,MZ-FG-C900,2026-02-10,123,7,0.0569,Conditional Pass,Electrical Fault
QI0014090,PRD0014090,MZ-FG-E15,2025-08-13,8,0,0.0,Pass,None
QI0014091,PRD0014091,MZ-TG-A25,2026-04-02,11,1,0.0909,Conditional Pass,Wiring Fault
QI0014092,PRD0014092,MZ-FG-E17,2025-10-08,83,2,0.0241,Pass,Material Crack
QI0014093,PRD0014093,MZ-TG-A20,2025-02-21,55,2,0.0364,Conditional Pass,Wiring Fault
QI0014094,PRD0014094,M1,2026-03-29,157,9,0.0573,Conditional Pass,Dimensional Deviation
QI0014095,PRD0014095,CM-FL-V00,2026-05-17,71,1,0.0141,Pass,Assembly Misalignment
QI0014096,PRD0014096,MZ-TG-A27,2025-12-26,109,3,0.0275,Pass,Paint Inconsistency
QI0014097,PRD0014097,TG11,2025-08-13,15,1,0.0667,Conditional Pass,Surface Scratch
QI0014098,PRD0014098,MZ-FG-E17,2025-07-16,102,1,0.0098,Pass,Dimensional Deviation
QI0014099,PRD0014099,MZ-FG-R300,2025-01-02,69,8,0.1159,Fail,Weld Defect
QI0014100,PRD0014100,MZ-FG-C990,2025-03-28,80,1,0.0125,Pass,Dimensional Deviation
QI0014101,PRD0014101,MZ-TG-Y120,2026-06-12,14,0,0.0,Pass,None
QI0014102,PRD0014102,MZ-FG-C990,2025-11-28,25,0,0.0,Pass,None
QI0014103,PRD0014103,MZ-FG-C10,2025-06-30,77,3,0.039,Conditional Pass,Assembly Misalignment
QI0014104,PRD0014104,MZ-FG-C21,2025-01-03,91,9,0.0989,Conditional Pass,Assembly Misalignment
QI0014105,PRD0014105,MZ-TG-Y120,2025-01-06,139,9,0.0647,Conditional Pass,Weld Defect
QI0014106,PRD0014106,M-01,2026-01-30,17,0,0.0,Pass,None
QI0014107,PRD0014107,M-01,2025-05-02,40,0,0.0,Pass,None
QI0014108,PRD0014108,MZ-FG-M500,2025-02-24,115,2,0.0174,Pass,Surface Scratch
QI0014109,PRD0014109,MZ-FG-E16,2026-03-26,20,0,0.0,Pass,None
QI0014110,PRD0014110,MZ-FG-C950,2025-10-01,28,1,0.0357,Conditional Pass,Electrical Fault
QI0014111,PRD0014111,MZ-FG-M500,2025-02-20,63,2,0.0317,Conditional Pass,Paint Inconsistency
QI0014112,PRD0014112,M-01,2025-01-11,73,1,0.0137,Pass,Surface Scratch
QI0014113,PRD0014113,MZ-FG-M550,2025-06-18,58,10,0.1724,Fail,Surface Scratch
QI0014114,PRD0014114,MZ-TG-E202,2025-04-13,67,2,0.0299,Pass,Electrical Fault
QI0014115,PRD0014115,MZ-FG-R300,2025-05-06,34,1,0.0294,Pass,Dimensional Deviation
QI0014116,PRD0014116,MZ-TG-A25,2025-10-24,6,1,0.1667,Fail,Assembly Misalignment
QI0014117,PRD0014117,TG11,2025-10-20,62,2,0.0323,Conditional Pass,Wiring Fault
QI0014118,PRD0014118,MZ-FG-P010,2025-09-19,148,13,0.0878,Conditional Pass,Dimensional Deviation
QI0014119,PRD0014119,MZ-TG-Y200,2026-05-23,35,4,0.1143,Fail,Paint Inconsistency
QI0014120,PRD0014120,MZ-FG-C21,2026-04-28,23,2,0.087,Conditional Pass,Paint Inconsistency
QI0014121,PRD0014121,M1,2026-03-11,84,3,0.0357,Conditional Pass,Assembly Misalignment
QI0014122,PRD0014122,MZ-FG-E101,2025-08-06,66,3,0.0455,Conditional Pass,Wiring Fault
QI0014123,PRD0014123,MZ-FG-C10,2025-12-17,32,9,0.2812,Fail,Wiring Fault
QI0014124,PRD0014124,M1,2026-01-22,34,4,0.1176,Fail,Surface Scratch
QI0014125,PRD0014125,MZ-FG-R300,2025-02-28,19,0,0.0,Pass,None
QI0014126,PRD0014126,MZ-TG-A25,2025-07-24,82,2,0.0244,Pass,Weld Defect
QI0014127,PRD0014127,MZ-TG-A26,2025-10-28,124,2,0.0161,Pass,Paint Inconsistency
QI0014128,PRD0014128,MZ-FG-M500,2026-04-12,151,6,0.0397,Conditional Pass,Material Crack
QI0014129,PRD0014129,MZ-FG-C10,2025-05-11,62,4,0.0645,Conditional Pass,Weld Defect
QI0014130,PRD0014130,MZ-TG-A20,2025-02-06,56,2,0.0357,Conditional Pass,Assembly Misalignment
QI0014131,PRD0014131,MZ-FG-E17,2025-10-12,63,1,0.0159,Pass,Paint Inconsistency
QI0014132,PRD0014132,MZ-TG-A20,2025-11-19,21,1,0.0476,Conditional Pass,Assembly Misalignment
QI0014133,PRD0014133,MZ-TG-A25,2025-08-01,36,1,0.0278,Pass,Weld Defect
QI0014134,PRD0014134,M1,2025-08-20,38,1,0.0263,Pass,Paint Inconsistency
QI0014135,PRD0014135,MZ-TG-A27,2025-03-01,43,3,0.0698,Conditional Pass,Paint Inconsistency
QI0014136,PRD0014136,MZ-FG-M550,2025-08-30,14,0,0.0,Pass,None
QI0014137,PRD0014137,MZ-TG-Y200,2026-02-06,23,2,0.087,Conditional Pass,Assembly Misalignment
QI0014138,PRD0014138,MZ-TG-Y240,2026-04-12,13,1,0.0769,Conditional Pass,Surface Scratch
QI0014139,PRD0014139,MZ-TG-A27,2026-04-28,34,4,0.1176,Fail,Electrical Fault
QI0014140,PRD0014140,MZ-FG-P010,2025-06-04,21,1,0.0476,Conditional Pass,Electrical Fault
QI0014141,PRD0014141,MZ-FG-E103,2025-11-26,32,2,0.0625,Conditional Pass,Surface Scratch
QI0014142,PRD0014142,CM-FL-V00,2025-06-27,20,0,0.0,Pass,None
QI0014143,PRD0014143,TG11,2026-01-12,29,0,0.0,Pass,None
QI0014144,PRD0014144,MZ-FG-E17,2025-01-17,313,29,0.0927,Conditional Pass,Wiring Fault
QI0014145,PRD0014145,MZ-FG-M550,2025-04-21,45,1,0.0222,Pass,Assembly Misalignment
QI0014146,PRD0014146,MZ-TG-Y120,2025-12-10,13,2,0.1538,Fail,Paint Inconsistency
QI0014147,PRD0014147,MZ-FG-M550,2025-11-12,46,3,0.0652,Conditional Pass,Wiring Fault
QI0014148,PRD0014148,M-01,2026-01-01,51,1,0.0196,Pass,Paint Inconsistency
QI0014149,PRD0014149,MZ-TG-Y200,2026-03-14,145,51,0.3517,Fail,Wiring Fault
QI0014150,PRD0014150,MZ-FG-C20,2025-12-10,68,2,0.0294,Pass,Weld Defect
QI0014151,PRD0014151,MZ-FG-C20,2025-09-12,110,2,0.0182,Pass,Weld Defect
QI0014152,PRD0014152,MZ-FG-E17,2026-02-26,26,0,0.0,Pass,None
QI0014153,PRD0014153,MZ-FG-E15,2025-02-18,69,2,0.029,Pass,Wiring Fault
QI0014154,PRD0014154,MZ-FG-M500,2025-04-19,51,1,0.0196,Pass,Weld Defect
QI0014155,PRD0014155,MZ-TG-Y120,2026-03-08,38,5,0.1316,Fail,Electrical Fault
QI0014156,PRD0014156,MZ-FG-C900,2025-09-03,13,1,0.0769,Conditional Pass,Wiring Fault
QI0014157,PRD0014157,MZ-FG-E108,2025-07-11,31,7,0.2258,Fail,Weld Defect
QI0014158,PRD0014158,MZ-FG-E101,2025-02-26,43,1,0.0233,Pass,Paint Inconsistency
QI0014159,PRD0014159,MZ-TG-E202,2026-04-03,98,4,0.0408,Conditional Pass,Weld Defect
QI0014160,PRD0014160,MZ-FG-E101,2025-10-20,31,1,0.0323,Conditional Pass,Material Crack
QI0014161,PRD0014161,MZ-FG-M500,2025-05-01,50,3,0.06,Conditional Pass,Wiring Fault
QI0014162,PRD0014162,MZ-FG-R200,2025-11-21,23,1,0.0435,Conditional Pass,Weld Defect
QI0014163,PRD0014163,MZ-TG-A26,2025-05-09,67,2,0.0299,Pass,Dimensional Deviation
QI0014164,PRD0014164,MZ-TG-A27,2026-02-26,76,2,0.0263,Pass,Assembly Misalignment
QI0014165,PRD0014165,MZ-TG-Y120,2025-12-02,4,0,0.0,Pass,None
QI0014166,PRD0014166,MZ-FG-R100,2026-05-06,71,4,0.0563,Conditional Pass,Wiring Fault
QI0014167,PRD0014167,MZ-FG-M550,2025-11-28,45,2,0.0444,Conditional Pass,Material Crack
QI0014168,PRD0014168,MZ-TG-E202,2025-04-03,70,2,0.0286,Pass,Electrical Fault
QI0014169,PRD0014169,MZ-FG-E101,2026-04-25,21,1,0.0476,Conditional Pass,Electrical Fault
QI0014170,PRD0014170,MZ-TG-Y200,2025-03-03,85,7,0.0824,Conditional Pass,Dimensional Deviation
QI0014171,PRD0014171,MZ-FG-M550,2026-06-02,42,1,0.0238,Pass,Electrical Fault
QI0014172,PRD0014172,MZ-FG-E16,2025-11-12,13,0,0.0,Pass,None
QI0014173,PRD0014173,MZ-TG-Y240,2025-02-12,22,3,0.1364,Fail,Surface Scratch
QI0014174,PRD0014174,MZ-FG-M525,2026-01-28,45,6,0.1333,Fail,Assembly Misalignment
QI0014175,PRD0014175,MZ-FG-P010,2026-03-23,48,1,0.0208,Pass,Material Crack
QI0014176,PRD0014176,MZ-FG-C950,2025-09-20,54,6,0.1111,Fail,Weld Defect
QI0014177,PRD0014177,MZ-FG-E108,2025-05-27,56,5,0.0893,Conditional Pass,Weld Defect
QI0014178,PRD0014178,TG11,2025-06-16,74,2,0.027,Pass,Weld Defect
QI0014179,PRD0014179,FG226,2025-11-25,29,0,0.0,Pass,None
QI0014180,PRD0014180,MZ-FG-M550,2025-02-03,3,0,0.0,Pass,None
QI0014181,PRD0014181,MZ-FG-C21,2026-05-24,97,2,0.0206,Pass,Weld Defect
QI0014182,PRD0014182,MZ-TG-Y240,2026-04-17,34,1,0.0294,Pass,Assembly Misalignment
QI0014183,PRD0014183,MZ-FG-P010,2025-01-24,80,5,0.0625,Conditional Pass,Paint Inconsistency
QI0014184,PRD0014184,FG226,2025-12-14,16,0,0.0,Pass,None
QI0014185,PRD0014185,MZ-FG-M500,2025-07-28,10,1,0.1,Fail,Assembly Misalignment
QI0014186,PRD0014186,MZ-FG-E16,2026-02-02,67,1,0.0149,Pass,Assembly Misalignment
QI0014187,PRD0014187,MZ-FG-E103,2025-06-24,20,7,0.35,Fail,Material Crack
QI0014188,PRD0014188,MZ-TG-Y200,2025-12-18,55,4,0.0727,Conditional Pass,Assembly Misalignment
QI0014189,PRD0014189,MZ-TG-E202,2026-04-12,31,9,0.2903,Fail,Wiring Fault
QI0014190,PRD0014190,MZ-FG-C10,2025-10-10,41,2,0.0488,Conditional Pass,Surface Scratch
QI0014191,PRD0014191,MZ-FG-E102,2026-04-09,58,6,0.1034,Fail,Electrical Fault
QI0014192,PRD0014192,MZ-FG-C21,2025-10-24,121,2,0.0165,Pass,Surface Scratch
QI0014193,PRD0014193,MZ-FG-R300,2025-01-31,11,0,0.0,Pass,None
QI0014194,PRD0014194,MZ-FG-E101,2025-03-27,18,1,0.0556,Conditional Pass,Electrical Fault
QI0014195,PRD0014195,MZ-FG-E16,2025-09-18,45,9,0.2,Fail,Dimensional Deviation
QI0014196,PRD0014196,MZ-TG-A20,2026-06-16,34,3,0.0882,Conditional Pass,Material Crack
QI0014197,PRD0014197,MZ-TG-Y200,2026-04-19,58,1,0.0172,Pass,Material Crack
QI0014198,PRD0014198,MZ-FG-C950,2026-02-13,50,1,0.02,Pass,Dimensional Deviation
QI0014199,PRD0014199,M-01,2025-10-19,15,2,0.1333,Fail,Material Crack
QI0014200,PRD0014200,MZ-TG-A26,2025-11-13,24,1,0.0417,Conditional Pass,Electrical Fault
QI0014201,PRD0014201,MZ-FG-E16,2025-10-23,92,20,0.2174,Fail,Electrical Fault
QI0014202,PRD0014202,M-01,2025-01-21,36,0,0.0,Pass,None
QI0014203,PRD0014203,MZ-FG-E102,2026-06-13,45,1,0.0222,Pass,Material Crack
QI0014204,PRD0014204,MZ-TG-Y200,2026-03-27,143,11,0.0769,Conditional Pass,Dimensional Deviation
QI0014205,PRD0014205,MZ-TG-E202,2025-10-19,52,4,0.0769,Conditional Pass,Electrical Fault
QI0014206,PRD0014206,MZ-FG-C900,2025-09-20,62,1,0.0161,Pass,Surface Scratch
QI0014207,PRD0014207,MZ-FG-E16,2025-05-12,59,9,0.1525,Fail,Material Crack
QI0014208,PRD0014208,MZ-FG-M550,2025-06-03,52,11,0.2115,Fail,Wiring Fault
QI0014209,PRD0014209,MZ-TG-A26,2026-04-06,21,1,0.0476,Conditional Pass,Weld Defect
QI0014210,PRD0014210,MZ-TG-Y240,2025-05-23,11,0,0.0,Pass,None
QI0014211,PRD0014211,TG11,2026-05-19,26,1,0.0385,Conditional Pass,Paint Inconsistency
QI0014212,PRD0014212,MZ-TG-A26,2025-03-12,71,2,0.0282,Pass,Assembly Misalignment
QI0014213,PRD0014213,MZ-FG-E103,2025-09-08,17,3,0.1765,Fail,Electrical Fault
QI0014214,PRD0014214,M1,2025-07-17,43,1,0.0233,Pass,Surface Scratch
QI0014215,PRD0014215,MZ-FG-R300,2026-05-25,42,3,0.0714,Conditional Pass,Paint Inconsistency
QI0014216,PRD0014216,MZ-FG-E16,2025-06-21,79,2,0.0253,Pass,Material Crack
QI0014217,PRD0014217,MZ-FG-M500,2025-08-02,24,2,0.0833,Conditional Pass,Electrical Fault
QI0014218,PRD0014218,MZ-FG-M500,2025-06-21,93,2,0.0215,Pass,Weld Defect
QI0014219,PRD0014219,MZ-FG-C950,2025-12-14,13,0,0.0,Pass,None
QI0014220,PRD0014220,MZ-FG-C21,2025-02-04,106,6,0.0566,Conditional Pass,Surface Scratch
QI0014221,PRD0014221,MZ-TG-A25,2025-09-05,13,1,0.0769,Conditional Pass,Paint Inconsistency
QI0014222,PRD0014222,MZ-TG-Y240,2025-11-30,6,0,0.0,Pass,None
QI0014223,PRD0014223,MZ-FG-R300,2025-01-25,148,8,0.0541,Conditional Pass,Surface Scratch
QI0014224,PRD0014224,M1,2025-09-22,44,2,0.0455,Conditional Pass,Dimensional Deviation
QI0014225,PRD0014225,MZ-FG-M550,2025-10-27,141,6,0.0426,Conditional Pass,Material Crack
QI0014226,PRD0014226,FG226,2025-06-17,62,4,0.0645,Conditional Pass,Wiring Fault
QI0014227,PRD0014227,MZ-TG-Y120,2025-04-18,87,7,0.0805,Conditional Pass,Paint Inconsistency
QI0014228,PRD0014228,MZ-TG-Y120,2025-12-01,316,20,0.0633,Conditional Pass,Electrical Fault
QI0014229,PRD0014229,MZ-FG-M525,2026-02-08,37,1,0.027,Pass,Surface Scratch
QI0014230,PRD0014230,MZ-FG-E103,2025-03-08,142,14,0.0986,Conditional Pass,Electrical Fault
QI0014231,PRD0014231,MZ-TG-A20,2025-02-07,94,3,0.0319,Conditional Pass,Material Crack
QI0014232,PRD0014232,MZ-FG-E16,2025-02-04,93,2,0.0215,Pass,Surface Scratch
QI0014233,PRD0014233,MZ-TG-A20,2025-03-06,73,1,0.0137,Pass,Material Crack
QI0014234,PRD0014234,MZ-TG-A26,2025-02-22,116,3,0.0259,Pass,Assembly Misalignment
QI0014235,PRD0014235,MZ-FG-E15,2025-03-01,15,1,0.0667,Conditional Pass,Surface Scratch
QI0014236,PRD0014236,MZ-FG-E101,2025-09-26,80,9,0.1125,Fail,Weld Defect
QI0014237,PRD0014237,MZ-TG-E202,2025-09-28,14,1,0.0714,Conditional Pass,Weld Defect
QI0014238,PRD0014238,MZ-TG-A27,2026-03-24,27,2,0.0741,Conditional Pass,Surface Scratch
QI0014239,PRD0014239,MZ-FG-E15,2026-01-08,14,1,0.0714,Conditional Pass,Weld Defect
QI0014240,PRD0014240,MZ-TG-Y240,2026-02-02,61,1,0.0164,Pass,Electrical Fault
QI0014241,PRD0014241,MZ-FG-E16,2026-04-19,24,8,0.3333,Fail,Wiring Fault
QI0014242,PRD0014242,M-01,2025-05-27,163,6,0.0368,Conditional Pass,Dimensional Deviation
QI0014243,PRD0014243,MZ-FG-E102,2026-05-01,3,0,0.0,Pass,None
QI0014244,PRD0014244,MZ-FG-C21,2025-11-18,44,1,0.0227,Pass,Wiring Fault
QI0014245,PRD0014245,MZ-FG-E15,2026-04-24,186,6,0.0323,Conditional Pass,Dimensional Deviation
QI0014246,PRD0014246,MZ-TG-A25,2026-03-13,8,1,0.125,Fail,Wiring Fault
QI0014247,PRD0014247,CM-FL-V00,2025-04-23,28,1,0.0357,Conditional Pass,Weld Defect
QI0014248,PRD0014248,MZ-TG-A26,2025-08-12,47,8,0.1702,Fail,Electrical Fault
QI0014249,PRD0014249,MZ-TG-E202,2025-04-26,56,0,0.0,Pass,None
QI0014250,PRD0014250,MZ-TG-Y240,2025-05-23,35,1,0.0286,Pass,Paint Inconsistency
QI0014251,PRD0014251,MZ-FG-R300,2025-11-28,33,2,0.0606,Conditional Pass,Electrical Fault
QI0014252,PRD0014252,MZ-FG-M525,2026-04-06,29,2,0.069,Conditional Pass,Material Crack
QI0014253,PRD0014253,MZ-FG-R300,2025-12-09,96,8,0.0833,Conditional Pass,Surface Scratch
QI0014254,PRD0014254,MZ-FG-E16,2025-12-07,122,3,0.0246,Pass,Material Crack
QI0014255,PRD0014255,M1,2026-01-01,33,2,0.0606,Conditional Pass,Assembly Misalignment
QI0014256,PRD0014256,MZ-FG-E102,2026-03-06,4,0,0.0,Pass,None
QI0014257,PRD0014257,MZ-FG-E108,2026-03-14,26,1,0.0385,Conditional Pass,Weld Defect
QI0014258,PRD0014258,MZ-FG-C950,2025-10-08,78,6,0.0769,Conditional Pass,Electrical Fault
QI0014259,PRD0014259,MZ-FG-C20,2026-02-04,106,2,0.0189,Pass,Surface Scratch
QI0014260,PRD0014260,MZ-FG-E17,2025-04-11,70,2,0.0286,Pass,Material Crack
QI0014261,PRD0014261,MZ-TG-Y120,2025-07-19,63,2,0.0317,Conditional Pass,Electrical Fault
QI0014262,PRD0014262,MZ-FG-E15,2025-02-01,28,1,0.0357,Conditional Pass,Weld Defect
QI0014263,PRD0014263,MZ-FG-E16,2025-12-02,106,6,0.0566,Conditional Pass,Assembly Misalignment
QI0014264,PRD0014264,MZ-FG-E17,2025-02-11,55,10,0.1818,Fail,Surface Scratch
QI0014265,PRD0014265,MZ-FG-E102,2025-05-28,3,0,0.0,Pass,None
QI0014266,PRD0014266,MZ-TG-E202,2025-04-25,212,18,0.0849,Conditional Pass,Weld Defect
QI0014267,PRD0014267,TG11,2026-02-11,34,0,0.0,Pass,None
QI0014268,PRD0014268,MZ-FG-E17,2025-07-06,61,0,0.0,Pass,None
QI0014269,PRD0014269,MZ-TG-E202,2026-02-15,105,2,0.019,Pass,Assembly Misalignment
QI0014270,PRD0014270,MZ-FG-R100,2026-01-24,119,8,0.0672,Conditional Pass,Material Crack
QI0014271,PRD0014271,MZ-FG-E15,2025-10-06,19,1,0.0526,Conditional Pass,Material Crack
QI0014272,PRD0014272,MZ-TG-Y200,2025-09-05,29,3,0.1034,Fail,Wiring Fault
QI0014273,PRD0014273,M-01,2025-10-31,72,6,0.0833,Conditional Pass,Electrical Fault
QI0014274,PRD0014274,FG226,2025-05-29,62,11,0.1774,Fail,Weld Defect
QI0014275,PRD0014275,MZ-FG-E101,2026-01-11,82,3,0.0366,Conditional Pass,Surface Scratch
QI0014276,PRD0014276,MZ-FG-M550,2026-01-05,61,1,0.0164,Pass,Dimensional Deviation
QI0014277,PRD0014277,MZ-FG-E15,2025-11-24,58,1,0.0172,Pass,Surface Scratch
QI0014278,PRD0014278,MZ-FG-M500,2025-04-08,34,2,0.0588,Conditional Pass,Paint Inconsistency
QI0014279,PRD0014279,MZ-TG-Y200,2026-04-08,18,1,0.0556,Conditional Pass,Assembly Misalignment
QI0014280,PRD0014280,MZ-FG-R100,2026-05-08,23,1,0.0435,Conditional Pass,Paint Inconsistency
QI0014281,PRD0014281,MZ-FG-C10,2025-04-14,152,1,0.0066,Pass,Dimensional Deviation
QI0014282,PRD0014282,MZ-FG-R100,2025-06-21,12,0,0.0,Pass,None
QI0014283,PRD0014283,MZ-FG-E17,2025-10-15,38,4,0.1053,Fail,Assembly Misalignment
QI0014284,PRD0014284,MZ-FG-R200,2025-05-01,42,1,0.0238,Pass,Wiring Fault
QI0014285,PRD0014285,MZ-FG-E102,2025-03-23,62,8,0.129,Fail,Material Crack
QI0014286,PRD0014286,MZ-FG-C20,2026-01-14,39,2,0.0513,Conditional Pass,Surface Scratch
QI0014287,PRD0014287,MZ-FG-R200,2025-11-22,39,3,0.0769,Conditional Pass,Paint Inconsistency
QI0014288,PRD0014288,MZ-FG-P010,2025-08-14,32,3,0.0938,Conditional Pass,Electrical Fault
QI0014289,PRD0014289,MZ-FG-R300,2026-02-19,27,1,0.037,Conditional Pass,Weld Defect
QI0014290,PRD0014290,MZ-FG-M500,2025-10-14,25,1,0.04,Conditional Pass,Paint Inconsistency
QI0014291,PRD0014291,MZ-FG-R100,2025-05-23,44,1,0.0227,Pass,Electrical Fault
QI0014292,PRD0014292,MZ-FG-E15,2026-06-26,31,3,0.0968,Conditional Pass,Surface Scratch
QI0014293,PRD0014293,MZ-FG-R200,2025-04-22,102,18,0.1765,Fail,Weld Defect
QI0014294,PRD0014294,MZ-FG-R300,2026-03-22,66,2,0.0303,Conditional Pass,Wiring Fault
QI0014295,PRD0014295,MZ-FG-E17,2026-04-03,4,0,0.0,Pass,None
QI0014296,PRD0014296,MZ-TG-SR01,2026-01-24,127,4,0.0315,Conditional Pass,Dimensional Deviation
QI0014297,PRD0014297,CM-FL-V00,2026-02-01,27,2,0.0741,Conditional Pass,Wiring Fault
QI0014298,PRD0014298,MZ-TG-Y240,2025-07-30,27,0,0.0,Pass,None
QI0014299,PRD0014299,FG226,2026-04-04,36,2,0.0556,Conditional Pass,Weld Defect
QI0014300,PRD0014300,MZ-TG-SR01,2026-05-21,2,0,0.0,Pass,None
QI0014301,PRD0014301,MZ-FG-C990,2025-05-04,73,4,0.0548,Conditional Pass,Paint Inconsistency
QI0014302,PRD0014302,MZ-FG-R200,2025-09-28,73,10,0.137,Fail,Assembly Misalignment
QI0014303,PRD0014303,MZ-TG-SR01,2025-12-16,73,4,0.0548,Conditional Pass,Assembly Misalignment
QI0014304,PRD0014304,CM-FL-V00,2026-05-21,63,2,0.0317,Conditional Pass,Material Crack
QI0014305,PRD0014305,MZ-FG-C10,2025-11-29,61,5,0.082,Conditional Pass,Dimensional Deviation
QI0014306,PRD0014306,MZ-FG-E101,2025-07-02,21,1,0.0476,Conditional Pass,Material Crack
QI0014307,PRD0014307,MZ-TG-A20,2026-03-10,69,3,0.0435,Conditional Pass,Surface Scratch
QI0014308,PRD0014308,MZ-FG-C990,2025-06-03,5,0,0.0,Pass,None
QI0014309,PRD0014309,MZ-FG-E103,2025-09-25,24,7,0.2917,Fail,Surface Scratch
QI0014310,PRD0014310,MZ-FG-R300,2026-02-12,18,1,0.0556,Conditional Pass,Paint Inconsistency
QI0014311,PRD0014311,MZ-TG-A26,2025-01-23,25,1,0.04,Conditional Pass,Material Crack
QI0014312,PRD0014312,TG11,2026-04-03,37,1,0.027,Pass,Electrical Fault
QI0014313,PRD0014313,MZ-FG-C990,2025-06-18,29,1,0.0345,Conditional Pass,Assembly Misalignment
QI0014314,PRD0014314,MZ-FG-C21,2026-02-10,11,1,0.0909,Conditional Pass,Assembly Misalignment
QI0014315,PRD0014315,MZ-FG-R300,2025-09-27,72,6,0.0833,Conditional Pass,Wiring Fault
QI0014316,PRD0014316,MZ-TG-E202,2025-03-07,40,1,0.025,Pass,Paint Inconsistency
QI0014317,PRD0014317,MZ-TG-A25,2026-04-06,20,1,0.05,Conditional Pass,Weld Defect
QI0014318,PRD0014318,MZ-TG-A27,2026-04-03,26,0,0.0,Pass,None
QI0014319,PRD0014319,MZ-TG-Y120,2026-02-02,42,0,0.0,Pass,None
QI0014320,PRD0014320,M-01,2025-11-13,56,2,0.0357,Conditional Pass,Assembly Misalignment
QI0014321,PRD0014321,MZ-FG-C950,2025-01-03,64,2,0.0312,Conditional Pass,Material Crack
QI0014322,PRD0014322,MZ-FG-E17,2026-05-03,6,0,0.0,Pass,None
QI0014323,PRD0014323,MZ-FG-M525,2025-11-25,19,3,0.1579,Fail,Wiring Fault
QI0014324,PRD0014324,MZ-TG-E202,2026-03-04,16,0,0.0,Pass,None
QI0014325,PRD0014325,MZ-FG-E102,2025-03-10,44,8,0.1818,Fail,Weld Defect
QI0014326,PRD0014326,MZ-FG-M500,2025-11-07,47,2,0.0426,Conditional Pass,Assembly Misalignment
QI0014327,PRD0014327,MZ-TG-A26,2026-06-12,43,2,0.0465,Conditional Pass,Wiring Fault
QI0014328,PRD0014328,MZ-FG-C20,2025-05-29,45,3,0.0667,Conditional Pass,Material Crack
QI0014329,PRD0014329,MZ-FG-R200,2025-11-14,62,2,0.0323,Conditional Pass,Material Crack
QI0014330,PRD0014330,MZ-FG-R100,2026-04-23,68,3,0.0441,Conditional Pass,Surface Scratch
QI0014331,PRD0014331,MZ-TG-A27,2025-06-08,35,5,0.1429,Fail,Material Crack
QI0014332,PRD0014332,MZ-TG-A20,2025-06-20,102,1,0.0098,Pass,Dimensional Deviation
QI0014333,PRD0014333,MZ-FG-C10,2025-02-01,51,1,0.0196,Pass,Material Crack
QI0014334,PRD0014334,MZ-TG-Y240,2025-11-10,34,1,0.0294,Pass,Surface Scratch
