maintenance_id,elevator_id,maintenance_date,maintenance_type,issue_category,issue_description,technician_id,maintenance_status,downtime_hours,repair_cost,parts_cost,total_cost
MNT0017008,ELV00090,2025-10-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,0.8,69.37,1382.5,1451.87
MNT0026172,ELV00135,2025-12-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH085,Completed,3.2,86.89,3528.29,3615.18
MNT0017960,ELV00333,2025-07-11,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH011,Scheduled,2.1,76.48,716.16,792.64
MNT0027245,ELV00487,2025-04-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH030,Completed,1.3,69.95,640.35,710.3
MNT0022515,ELV00251,2025-11-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH075,Completed,1.7,104.62,92.69,197.31
MNT0005766,ELV00103,2025-11-13,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH030,Scheduled,1.4,208.77,802.61,1011.38
MNT0028556,ELV00015,2026-06-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH009,Completed,0.7,107.8,0.0,107.8
MNT0010770,ELV00019,2025-01-19,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH039,Completed,1.1,54.08,251.97,306.05
MNT0017363,ELV00169,2026-06-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,2.1,127.26,0.0,127.26
MNT0015788,ELV00491,2026-04-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH025,Completed,1.0,95.53,874.32,969.85
MNT0011376,ELV00185,2025-02-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH037,Completed,2.5,108.6,186.77,295.37
MNT0011252,ELV00203,2026-01-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,2.6,50.0,749.7,799.7
MNT0027392,ELV00086,2025-06-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH078,Scheduled,1.8,131.83,50.0,181.83
MNT0004064,ELV00014,2026-03-21,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH011,Completed,1.3,1251.13,1212.62,2463.75
MNT0000494,ELV00233,2026-06-28,Emergency,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for emergency action.,TCH011,Completed,1.1,559.79,410.22,970.01
MNT0020913,ELV00489,2025-06-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH011,Completed,1.1,130.83,562.88,693.71
MNT0026425,ELV00430,2026-01-19,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH031,Completed,1.5,50.0,645.73,695.73
MNT0010899,ELV00348,2025-10-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH028,Completed,0.8,81.86,698.86,780.72
MNT0006769,ELV00086,2025-09-10,Emergency,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for emergency action.,TCH046,Completed,1.0,404.3,0.0,404.3
MNT0027719,ELV00079,2025-02-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,1.5,87.21,0.0,87.21
MNT0027395,ELV00020,2026-03-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH073,Completed,0.7,66.65,1029.96,1096.61
MNT0011525,ELV00356,2026-05-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH050,Completed,1.2,119.85,5591.04,5710.89
MNT0012071,ELV00245,2025-10-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH061,Completed,1.5,54.02,284.35,338.37
MNT0003795,ELV00207,2025-04-17,Emergency,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for emergency action.,TCH085,Completed,2.5,748.96,56.74,805.7
MNT0015213,ELV00369,2025-09-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH080,Completed,1.4,129.49,704.45,833.94
MNT0001438,ELV00332,2025-01-21,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH006,Completed,1.1,232.95,824.56,1057.51
MNT0013257,ELV00213,2026-06-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH020,Completed,1.2,74.81,511.26,586.07
MNT0021634,ELV00363,2025-05-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH077,Completed,1.2,93.55,3033.48,3127.03
MNT0029658,ELV00070,2025-10-19,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH022,Completed,1.9,173.15,447.12,620.27
MNT0027088,ELV00476,2025-01-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,1.1,87.13,63.01,150.14
MNT0025252,ELV00442,2025-05-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH025,Completed,0.8,81.13,2361.74,2442.87
MNT0013799,ELV00117,2026-06-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH091,Completed,0.8,79.88,3348.45,3428.33
MNT0025590,ELV00497,2025-04-29,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH017,Completed,0.7,149.83,295.35,445.18
MNT0016663,ELV00194,2025-11-11,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH049,Completed,1.2,142.51,162.13,304.64
MNT0018629,ELV00087,2025-10-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH088,Completed,1.4,50.0,2012.05,2062.05
MNT0023874,ELV00493,2025-04-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,2.4,121.61,174.33,295.94
MNT0015838,ELV00257,2025-03-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH091,Completed,1.2,83.2,245.82,329.02
MNT0005626,ELV00304,2025-07-09,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH007,Completed,1.7,714.47,992.63,1707.1
MNT0020642,ELV00373,2025-07-05,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH038,Completed,1.9,50.0,812.07,862.07
MNT0027135,ELV00330,2026-01-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH094,Completed,2.2,50.0,3881.87,3931.87
MNT0000461,ELV00476,2025-01-06,Emergency,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for emergency action.,TCH098,Scheduled,2.5,368.92,949.25,1318.17
MNT0003744,ELV00278,2025-06-26,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH031,Completed,2.2,295.13,547.35,842.48
MNT0020377,ELV00252,2026-05-31,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH068,Completed,1.6,196.56,657.74,854.3
MNT0015294,ELV00308,2025-08-11,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH084,Completed,2.4,50.0,719.93,769.93
MNT0017776,ELV00117,2026-06-16,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH034,Completed,0.5,56.68,1015.62,1072.3
MNT0008146,ELV00002,2025-10-21,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH084,Completed,2.5,1040.25,172.27,1212.52
MNT0019206,ELV00069,2026-01-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH052,Completed,0.8,50.0,727.24,777.24
MNT0004416,ELV00339,2025-04-03,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH020,Completed,1.4,559.13,501.55,1060.68
MNT0013315,ELV00267,2025-07-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH087,Completed,1.4,50.0,734.69,784.69
MNT0026618,ELV00445,2025-07-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,0.9,79.87,10546.74,10626.61
MNT0006415,ELV00038,2026-06-25,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH087,Completed,6.0,2365.49,194.98,2560.47
MNT0021475,ELV00338,2025-12-01,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH068,Completed,0.8,57.77,1546.62,1604.39
MNT0011193,ELV00457,2026-05-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH018,Completed,0.9,50.0,1560.97,1610.97
MNT0024383,ELV00168,2025-07-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,2.4,110.3,413.21,523.51
MNT0024351,ELV00272,2025-03-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH045,Completed,1.2,71.5,678.17,749.67
MNT0011612,ELV00011,2025-05-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH051,Completed,1.3,50.0,143.39,193.39
MNT0013000,ELV00047,2025-02-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH056,Completed,1.3,74.53,389.84,464.37
MNT0020975,ELV00155,2026-06-28,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH040,Completed,0.5,74.26,419.6,493.86
MNT0009722,ELV00400,2026-04-18,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH093,Completed,7.1,265.91,434.72,700.63
MNT0015165,ELV00054,2026-01-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH066,Completed,2.2,50.0,683.18,733.18
MNT0003717,ELV00444,2025-02-02,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH091,Completed,1.9,224.32,610.69,835.01
MNT0028489,ELV00164,2025-07-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH025,Completed,2.0,106.56,194.55,301.11
MNT0003471,ELV00036,2025-10-05,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH041,Scheduled,1.5,339.38,355.04,694.42
MNT0003854,ELV00041,2025-09-13,Emergency,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for emergency action.,TCH014,Completed,1.2,776.83,2582.34,3359.17
MNT0000500,ELV00338,2026-06-15,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH056,Completed,0.5,165.84,0.0,165.84
MNT0000121,ELV00254,2025-12-27,Corrective,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for corrective action.,TCH054,Completed,0.6,377.98,2457.27,2835.25
MNT0006603,ELV00050,2025-08-03,Emergency,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for emergency action.,TCH086,Completed,1.4,344.4,320.78,665.18
MNT0007172,ELV00293,2025-07-24,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH008,Completed,2.8,592.87,1436.67,2029.54
MNT0023287,ELV00011,2025-11-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH092,Completed,1.6,60.53,385.5,446.03
MNT0026906,ELV00139,2026-03-29,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH079,Completed,1.3,130.0,0.0,130.0
MNT0028159,ELV00122,2025-06-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH068,Completed,0.5,80.51,1229.16,1309.67
MNT0007478,ELV00493,2026-03-03,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH098,Completed,2.2,546.83,89.18,636.01
MNT0006161,ELV00454,2025-07-20,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH094,Scheduled,2.2,628.46,611.2,1239.66
MNT0008643,ELV00143,2025-08-27,Emergency,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for emergency action.,TCH007,Completed,1.0,686.17,643.55,1329.72
MNT0013657,ELV00031,2026-04-16,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH063,Completed,2.3,50.0,3726.8,3776.8
MNT0027660,ELV00346,2025-05-31,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH035,Completed,2.2,50.0,1328.0,1378.0
MNT0017907,ELV00221,2026-01-29,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH040,Completed,0.5,61.11,1533.4,1594.51
MNT0012172,ELV00292,2025-11-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH054,Completed,1.9,50.0,0.0,50.0
MNT0001357,ELV00265,2025-02-13,Corrective,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for corrective action.,TCH009,Completed,2.2,236.0,1053.24,1289.24
MNT0000567,ELV00409,2025-06-21,Corrective,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for corrective action.,TCH032,Completed,1.4,702.37,476.61,1178.98
MNT0013309,ELV00204,2025-02-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH056,Completed,1.5,135.52,785.75,921.27
MNT0019543,ELV00186,2025-02-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH070,Completed,1.9,106.62,2011.17,2117.79
MNT0007178,ELV00433,2025-06-22,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH047,Completed,0.5,101.98,107.25,209.23
MNT0004780,ELV00497,2026-06-27,Corrective,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for corrective action.,TCH010,Completed,1.1,173.0,1175.62,1348.62
MNT0010947,ELV00189,2025-12-19,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH061,Completed,2.4,78.93,176.31,255.24
MNT0029397,ELV00447,2025-09-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH087,Completed,1.1,116.7,677.02,793.72
MNT0024630,ELV00378,2025-08-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH081,Completed,1.5,120.52,1018.3,1138.82
MNT0019481,ELV00227,2026-05-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH047,Completed,1.4,50.0,595.63,645.63
MNT0006177,ELV00190,2026-04-14,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH009,Completed,1.6,296.52,4938.24,5234.76
MNT0013710,ELV00041,2025-11-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH026,Completed,2.0,50.41,243.71,294.12
MNT0003091,ELV00086,2025-09-09,Corrective,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for corrective action.,TCH005,Completed,1.4,149.01,1875.97,2024.98
MNT0010303,ELV00409,2026-02-21,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH032,In Progress,1.8,528.73,172.86,701.59
MNT0010698,ELV00279,2026-03-26,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH081,Completed,1.2,1413.6,80.12,1493.72
MNT0012334,ELV00246,2026-01-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH070,Completed,0.6,65.96,1497.62,1563.58
MNT0001665,ELV00464,2025-11-12,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH079,In Progress,1.1,176.85,134.19,311.04
MNT0011384,ELV00154,2026-03-08,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH100,Completed,1.2,102.67,1433.02,1535.69
MNT0022315,ELV00472,2025-07-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH072,Completed,1.0,91.53,1219.52,1311.05
MNT0005462,ELV00384,2026-03-31,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH014,Completed,2.9,1726.34,651.01,2377.35
MNT0015389,ELV00274,2026-04-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,1.1,92.99,625.61,718.6
MNT0017283,ELV00113,2025-12-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,1.6,106.13,120.07,226.2
MNT0025015,ELV00392,2026-02-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH004,Completed,2.0,61.63,659.44,721.07
MNT0023643,ELV00302,2026-03-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH080,Completed,1.6,75.92,0.0,75.92
MNT0014939,ELV00131,2025-04-22,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,1.3,82.22,345.66,427.88
MNT0025538,ELV00074,2025-08-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH056,Scheduled,2.2,96.7,262.89,359.59
MNT0005509,ELV00052,2026-02-28,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH052,Completed,3.5,380.8,200.3,581.1
MNT0016651,ELV00250,2025-08-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH014,Completed,1.1,122.91,533.1,656.01
MNT0024690,ELV00018,2025-10-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH063,Completed,2.2,105.23,412.82,518.05
MNT0016376,ELV00371,2026-03-05,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH082,Completed,1.4,203.16,719.21,922.37
MNT0016913,ELV00151,2025-03-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH054,Completed,1.4,78.34,0.0,78.34
MNT0006259,ELV00354,2025-01-23,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH040,Completed,3.6,547.37,0.0,547.37
MNT0016592,ELV00188,2026-02-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH028,Completed,2.0,50.0,0.0,50.0
MNT0001061,ELV00243,2026-05-31,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH071,Completed,1.3,952.78,560.47,1513.25
MNT0003074,ELV00163,2025-02-20,Corrective,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for corrective action.,TCH080,Completed,0.7,250.79,190.33,441.12
MNT0024694,ELV00351,2025-05-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH057,Completed,2.8,78.71,614.64,693.35
MNT0022330,ELV00335,2026-02-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH034,Completed,1.6,64.61,1455.97,1520.58
MNT0024385,ELV00055,2026-03-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH050,Completed,1.8,53.19,2331.9,2385.09
MNT0004768,ELV00488,2025-10-18,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH020,Completed,1.3,516.9,130.27,647.17
MNT0014595,ELV00323,2026-06-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH031,Completed,2.1,50.0,427.57,477.57
MNT0021081,ELV00250,2026-02-05,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH057,Completed,1.7,65.47,398.54,464.01
MNT0021332,ELV00172,2025-07-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH034,Completed,2.7,85.03,339.06,424.09
MNT0000033,ELV00404,2025-04-07,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH068,Completed,0.9,826.35,0.0,826.35
MNT0002349,ELV00454,2025-05-21,Corrective,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for corrective action.,TCH056,Completed,1.4,221.08,1236.08,1457.16
MNT0016422,ELV00494,2025-04-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH051,Completed,1.3,50.0,68.02,118.02
MNT0023919,ELV00267,2026-06-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH033,Completed,1.1,59.03,2745.08,2804.11
MNT0026007,ELV00049,2025-09-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH024,Completed,1.5,93.32,475.1,568.42
MNT0002259,ELV00257,2025-06-04,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH091,Completed,1.0,958.09,0.0,958.09
MNT0000663,ELV00327,2025-11-09,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH080,Completed,1.7,966.65,928.77,1895.42
MNT0019516,ELV00392,2025-12-05,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH003,Completed,1.2,86.32,51.35,137.67
MNT0022722,ELV00035,2026-02-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH070,Completed,1.4,127.49,656.18,783.67
MNT0020321,ELV00461,2026-02-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH007,Completed,1.1,50.0,302.22,352.22
MNT0009714,ELV00302,2026-01-11,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH001,Completed,1.5,561.87,667.94,1229.81
MNT0023023,ELV00274,2025-07-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,2.5,248.05,968.64,1216.69
MNT0023345,ELV00263,2025-03-29,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH059,Completed,0.8,65.69,680.09,745.78
MNT0025330,ELV00237,2025-06-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH068,Completed,0.5,50.0,3149.71,3199.71
MNT0014419,ELV00336,2025-01-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH044,Completed,1.5,56.79,2167.43,2224.22
MNT0018694,ELV00465,2026-06-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH072,Completed,0.5,91.6,0.0,91.6
MNT0002714,ELV00334,2025-05-25,Emergency,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for emergency action.,TCH084,Completed,3.5,362.72,1646.55,2009.27
MNT0001407,ELV00200,2025-12-22,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH050,Completed,4.8,681.0,1157.88,1838.88
MNT0025860,ELV00043,2026-02-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH020,Completed,2.1,59.21,375.08,434.29
MNT0009587,ELV00343,2025-09-27,Emergency,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for emergency action.,TCH036,Completed,1.3,448.12,739.39,1187.51
MNT0025726,ELV00423,2026-01-01,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH056,Completed,1.9,50.0,486.55,536.55
MNT0004676,ELV00407,2026-01-23,Corrective,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for corrective action.,TCH096,Completed,1.2,192.18,187.06,379.24
MNT0019012,ELV00060,2025-03-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH010,Completed,1.4,70.42,829.56,899.98
MNT0001432,ELV00425,2026-06-07,Corrective,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for corrective action.,TCH074,In Progress,0.7,277.04,271.01,548.05
MNT0022374,ELV00015,2025-08-28,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH009,Completed,1.3,93.21,391.04,484.25
MNT0024382,ELV00261,2026-03-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH092,Completed,1.3,71.37,412.52,483.89
MNT0006956,ELV00276,2025-04-05,Corrective,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for corrective action.,TCH013,Completed,1.5,488.72,2130.84,2619.56
MNT0014798,ELV00225,2025-02-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH076,Completed,0.8,51.12,929.59,980.71
MNT0020798,ELV00384,2025-10-19,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH074,Completed,0.5,75.93,1693.62,1769.55
MNT0002990,ELV00211,2026-06-27,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH066,Completed,2.3,1141.64,0.0,1141.64
MNT0002754,ELV00082,2026-01-24,Corrective,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for corrective action.,TCH002,Completed,0.5,206.24,457.86,664.1
MNT0012990,ELV00219,2026-04-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH061,Completed,1.6,91.98,0.0,91.98
MNT0017256,ELV00313,2025-07-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH034,Scheduled,2.4,82.05,332.75,414.8
MNT0007290,ELV00027,2026-03-19,Corrective,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for corrective action.,TCH089,Scheduled,1.0,91.32,0.0,91.32
MNT0012710,ELV00102,2025-03-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH038,Completed,1.8,84.59,0.0,84.59
MNT0015799,ELV00064,2026-02-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH092,Completed,1.8,56.35,1032.23,1088.58
MNT0028206,ELV00038,2025-01-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH018,Completed,3.0,196.05,325.3,521.35
MNT0017233,ELV00494,2025-03-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH092,Completed,1.1,50.0,0.0,50.0
MNT0008186,ELV00045,2025-08-25,Emergency,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for emergency action.,TCH100,Completed,4.6,488.38,179.63,668.01
MNT0001324,ELV00310,2026-02-11,Emergency,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for emergency action.,TCH022,Completed,1.0,286.9,103.86,390.76
